state	year	county	precinct	g2012_USP_rv	g2012_USP_dv	g2012_USP_tv	cd	g2012_USH_rv	g2012_USH_tv	g2012_USH_dv	cd2	g2012_USH_rv2	g2012_USH_tv2	g2012_USH_dv2	ld	ld2	ld3	ld4	ld5	ld6	ld7	ld8	ld9	ld10	g2012_STH_dv	g2012_STH_dv10	g2012_STH_dv2	g2012_STH_dv3	g2012_STH_dv4	g2012_STH_dv5	g2012_STH_dv6	g2012_STH_dv7	g2012_STH_dv8	g2012_STH_dv9	g2012_STH_rv	g2012_STH_rv10	g2012_STH_rv2	g2012_STH_rv3	g2012_STH_rv4	g2012_STH_rv5	g2012_STH_rv6	g2012_STH_rv7	g2012_STH_rv8	g2012_STH_rv9	g2012_STH_tv	g2012_STH_tv10	g2012_STH_tv2	g2012_STH_tv3	g2012_STH_tv4	g2012_STH_tv5	g2012_STH_tv6	g2012_STH_tv7	g2012_STH_tv8	g2012_STH_tv9	sd	g2012_STS_rv	g2012_STS_dv	g2012_STS_tv	sd2	g2012_STS_rv2	g2012_STS_dv2	g2012_STS_tv2	g2012_USS_rv	g2012_USS_dv	g2012_USS_tv
"TN"	2012	"LEWIS County"	"3-1"	379	158	552	7	364	507	111					71																				352										491										28	405	154	559					369	133	519
"TN"	2012	"LEWIS County"	"4-1"	430	150	596	7	425	562	95					71																				401										545										28	443	147	590					408	123	575
"TN"	2012	"LEWIS County"	"5-1"	393	154	559	7	378	518	108					71																				376										509										28	403	151	554					374	121	532
"TN"	2012	"LEWIS County"	"6-1"	340	177	533	7	341	471	96					71																				336										464										28	387	144	531					356	114	493
"TN"	2012	"LEWIS County"	"7-1"	349	136	501	7	342	462	83					71																				329										449										28	371	136	507					358	104	483
"TN"	2012	"LEWIS County"	"8-1"	280	154	442	7	271	411	104					71																				254										379										28	325	120	445					272	122	414
"TN"	2012	"LEWIS County"	"9-1"	280	154	449	7	280	399	82					71																				274										382										28	339	118	457					283	116	421
"TN"	2012	"LINCOLN County"	"1-1 Blanche"	626	141	775	4	479	621	142					92										164										552										716										14	608		608					589	132	744
"TN"	2012	"LINCOLN County"	"1-2 Molino"	346	81	438	4	273	377	104					92										104										295										399										14	342		342					302	86	412
"TN"	2012	"LINCOLN County"	"1-3 Taft"	366	90	470	4	288	376	88					92										106										324										430										14	365		365					336	87	445
"TN"	2012	"LINCOLN County"	"2-1 Boonshill"	534	161	704	4	398	578	180					92										194										455										649										14	534		534					500	136	670
"TN"	2012	"LINCOLN County"	"2-2 Howell"	352	103	463	4	261	370	109					62																				364										364										14	336		336					329	90	437
"TN"	2012	"LINCOLN County"	"2-3 Petersburg"	353	86	444	4	256	362	106					62																				348										348										14	328		328					312	81	417
"TN"	2012	"LINCOLN County"	"3-1 Recreation Ctr"	508	324	842	4	379	663	284					62																				599										599										14	528		528					487	239	767
"TN"	2012	"LINCOLN County"	"3-2 Liberty"	649	192	848	4	471	670	199					62																				684										684										14	653		653					609	163	806
"TN"	2012	"LINCOLN County"	"4-1 Maranatha"	722	225	957	4	535	779	244					92										239										648										887										14	724		724					654	223	908
"TN"	2012	"LINCOLN County"	"4-2 FNB"	669	157	835	4	541	687	146					92										152										629										781										14	673		673					626	139	801
"TN"	2012	"LINCOLN County"	"5-1 Calvary Baptist"	570	160	734	4	421	586	165					62	92											25								491		68								491		93								14	549		549					523	154	698
"TN"	2012	"LINCOLN County"	"5-2 9th Grade Acad"	251	427	688	4	192	470	278					62																				368										368										14	331		331					256	306	605
"TN"	2012	"LINCOLN County"	"6-1 Askins"	897	361	1278	4	645	1009	364					62																				1000										1000										14	912		912					886	282	1206
"TN"	2012	"LINCOLN County"	"6-2 Belleville"	329	59	391	4	259	329	70					62																				331										331										14	307		307					303	54	371
"TN"	2012	"LINCOLN County"	"6-3 Mulberry"	238	100	340	4	182	277	95					62																				272										272										14	248		248					230	82	318
"TN"	2012	"LINCOLN County"	"7-1 Elora"	173	65	239	4	118	188	70					92										72										140										212										14	161		161					154	64	226
"TN"	2012	"LINCOLN County"	"7-2 Flintville"	534	146	693	4	406	557	151					92										150										458										608										14	517		517					490	125	642
"TN"	2012	"LINCOLN County"	"7-3 Kelso"	322	104	433	4	250	370	120					62																				325										325										14	320		320					305	95	416
"TN"	2012	"LINCOLN County"	"8-1 Lincoln"	1029	211	1255	4	775	1017	242					92										246										908										1154										14	980		980					956	188	1183
"TN"	2012	"LINCOLN County"	"8-2 South Lincoln"	335	97	441	4	267	359	92					62																				343										343										14	335		335					308	90	417
"TN"	2012	"LOUDON County"	"Browder"	1383	454	1869	2	1420	1790	293					21										347										1443										1790																		1381	313	1779
"TN"	2012	"LOUDON County"	"Davis"	450	111	569	2	466	551	64					21										75										466										541																		471	72	550
"TN"	2012	"LOUDON County"	"Eaton"	2332	592	2970	2	2383	2901	398					32	21									274		214								1191		1067								1548		1281																2357	392	2876
"TN"	2012	"LOUDON County"	"Glendale"	761	201	975	2	776	948	136					32	21									114		58								451		258								596		316																767	131	946
"TN"	2012	"LOUDON County"	"Greenback"	898	240	1155	2	914	1109	152					21										206										860										1066																		875	172	1100
"TN"	2012	"LOUDON County"	"Highland Park"	2010	533	2575	2	2087	2517	343					32										461										1792										2429																		2063	340	2498
"TN"	2012	"LOUDON County"	"Lenoir City"	1385	672	2116	2	1535	2030	388					21	32									309		220								990		364								1299		640																1424	412	1970
"TN"	2012	"LOUDON County"	"Lenoir City Outside"	506	169	691	2	524	666	108					32	21									123		19								350		100								515		119																508	118	662
"TN"	2012	"LOUDON County"	"Loudon"	1039	468	1530	2	1133	1466	257					21										299										1136										1435																		1076	299	1450
"TN"	2012	"LOUDON County"	"Loudon Mt Zion"	726	218	948	2	731	927	173					21										175										748										923																		761	131	926
"TN"	2012	"LOUDON County"	"Loudon Outside"	922	269	1211	2	945	1159	172					21										198										965										1163																		927	175	1160
"TN"	2012	"LOUDON County"	"Luttrell"	243	47	291	2	252	286	25					21										37										239										276																		230	32	277
"TN"	2012	"LOUDON County"	"Philadelphia"	636	158	809	2	659	782	94					21										125										637										762																		649	105	790
"TN"	2012	"LOUDON County"	"Tellico V. North"	1460	422	1888	2	1398	1840	362					21										322										1518										1840																		1507	279	1844
"TN"	2012	"LOUDON County"	"Tellico V. South"	1956	504	2476	2	1909	2403	396					21										394										1994										2388																		2019	303	2420
"TN"	2012	"MACON County"	"Absentee"	140	62	203	6	137	161						38										59										118										177																		140	38	187
"TN"	2012	"MACON County"	"Central Elementary"	554	164	721	6	496	590						38										183										433										616																		518	87	632
"TN"	2012	"MACON County"	"Cross Roads"	431	128	568	6	395	501						38										142										342										484																		406	87	521
"TN"	2012	"MACON County"	"Galen"	565	118	686	6	492	586						38										151										434										585																		485	93	596
"TN"	2012	"MACON County"	"Jr. High"	531	146	691	6	492	595						38										160										420										580																		490	101	615
"TN"	2012	"MACON County"	"Lafayette Elementary"	392	138	540	6	352	451						38										162										308										470																		360	96	479
"TN"	2012	"MACON County"	"Red Boiling Springs"	390	127	527	6	353	448						38										149										305										454																		366	81	469
"TN"	2012	"MACON County"	"Sally Wells"	582	179	775	6	537	671						38										211										482										693																		549	138	709
"TN"	2012	"MACON County"	"Welcome"	649	160	817	6	598	725						38										185										527										712																		594	123	740
"TN"	2012	"MACON County"	"Westside"	434	175	621	6	399	538						38										201										349										550																		405	116	557
"TN"	2012	"MACON County"	"Willette"	592	155	756	6	551	649						38										158										504										662																		541	90	666
"TN"	2012	"MADISON County"	"1-1 Civic Center"	150	689	847	8	181	757	545					80										718																				718																		191	528	761
"TN"	2012	"MADISON County"	"1-2 Mt Moriah"	43	1246	1296	8	96	1044	921					80	73									1144		27										6								1144		33																105	915	1065
"TN"	2012	"MADISON County"	"10-1 Spring Creek"	352	85	441	8	330	419	68					73										77										346										423																		347	57	424
"TN"	2012	"MADISON County"	"10-2 North East"	1619	746	2396	8	1580	2294	623					73										663										1640										2303																		1624	603	2295
"TN"	2012	"MADISON County"	"10-3 North Side"	1564	994	2578	8	1522	2451	853					73										909										1565										2474																		1586	809	2470
"TN"	2012	"MADISON County"	"2-1 Alexander"	321	1173	1505	8	349	1336	938					80										1279																				1279																		390	917	1361
"TN"	2012	"MADISON County"	"2-2 Aldersgate"	959	576	1548	8	931	1457	475					73										497										988										1485																		974	442	1465
"TN"	2012	"MADISON County"	"2-3 Tigrett Middle"	878	754	1655	8	883	1552	597					80										1190																				1190																		947	550	1559
"TN"	2012	"MADISON County"	"3-1 Board of Educ"	631	722	1361	8	627	1260	587					80										1002																				1002																		658	571	1273
"TN"	2012	"MADISON County"	"3-2 Old Bells Rd #10"	363	96	462	8	348	439	77					73										79										372										451																		377	62	449
"TN"	2012	"MADISON County"	"3-3 J-CIL"	949	383	1350	8	907	1277	316					73										345										942										1287																		955	294	1288
"TN"	2012	"MADISON County"	"4-1 Masonic Lodge"	1329	1135	2487	8	1326	2380	979					73										1022										1382										2404																		1384	924	2386
"TN"	2012	"MADISON County"	"4-2 Andrew Jackson"	319	575	899	8	329	841	486					80										701																				701																		354	466	852
"TN"	2012	"MADISON County"	"4-3 Festivities"	1154	485	1654	8	1112	1569	402					73										421										1158										1579																		1181	356	1579
"TN"	2012	"MADISON County"	"5-1 Whitehall"	8	999	1009	8	40	883	824					80	73									967		6										0								967		6																56	809	898
"TN"	2012	"MADISON County"	"5-2 Macedonia"	45	1330	1380	8	85	1165	1048					80										1248																				1248																		107	1046	1204
"TN"	2012	"MADISON County"	"5-3 North Parkway"	683	1197	1900	8	708	1761	1001					73	80									823		257								721										1544		257																744	1005	1785
"TN"	2012	"MADISON County"	"6-1 Southside"	891	383	1289	8	849	1209	311					73										332										902										1234																		882	291	1223
"TN"	2012	"MADISON County"	"6-2 South"	340	130	471	8	326	448	106					73										123										327										450																		328	103	445
"TN"	2012	"MADISON County"	"6-3 Malesus"	647	172	826	8	628	794	145					73										158										635										793																		652	139	801
"TN"	2012	"MADISON County"	"6-4 Medon"	228	110	340	8	210	310	85					73	80									69		38								206										275		38																211	81	303
"TN"	2012	"MADISON County"	"7-1 UT Experiment"	99	622	724	8	112	656	530					80	73									639		1										9								639		10																135	519	672
"TN"	2012	"MADISON County"	"7-2 TN Tech Ctr"	617	519	1152	8	609	1057	406					73	80									126		479								412										538		479																631	411	1080
"TN"	2012	"MADISON County"	"7-3 Denmark"	150	631	784	8	170	672	483					80	73									680		9										15								680		24																179	478	673
"TN"	2012	"MADISON County"	"7-4 Mercer"	215	116	333	8	202	302	89					80										228																				228																		211	83	311
"TN"	2012	"MADISON County"	"8-1 Beech Bluff"	369	134	509	8	360	493	114					73										111										377										488																		356	107	485
"TN"	2012	"MADISON County"	"8-2 Browns"	634	278	920	8	622	895	240					73										261										641										902																		640	224	891
"TN"	2012	"MADISON County"	"8-3 Mifflin"	579	134	721	8	540	690	107					73										113										576										689																		562	96	683
"TN"	2012	"MADISON County"	"8-4 East Union"	423	203	634	8	404	594	160					73										181										423										604																		410	156	591
"TN"	2012	"MADISON County"	"8-5 Lesters"	644	233	884	8	604	831	191					73										204										637										841																		632	174	832
"TN"	2012	"MADISON County"	"9-1 VFW"	1798	670	2485	8	1766	2412	569					73										614										1795										2409																		1836	539	2430
"TN"	2012	"MADISON County"	"9-2 Pope"	1965	563	2543	8	1925	2479	487					73										522										1968										2490																		1973	461	2477
"TN"	2012	"MADISON County"	"9-3 Three Way"	1027	284	1319	8	983	1265	239					73										256										1005										1261																		1011	223	1265
"TN"	2012	"MARION County"	"Battle Creek"	91	61	158	4	94	148	54					39										62										88										150										16	69	81	150					96	45	153
"TN"	2012	"MARION County"	"Cedar Grove"	431	285	729	4	405	698	293					92										281										405										686										16	366	327	693					454	204	689
"TN"	2012	"MARION County"	"Elder Mountain"	140	34	174	4	123	165	42					39										35										138										173										16	136	35	171					155	18	174
"TN"	2012	"MARION County"	"Foster Falls"	220	70	297	4	181	278	97					39										77										205										282										16	195	89	284					210	56	274
"TN"	2012	"MARION County"	"Haletown-Ladd"	231	148	385	4	205	366	161					39										141										213										354										16	202	158	360					243	103	358
"TN"	2012	"MARION County"	"Jasper"	895	626	1557	4	884	1498	614					92										656										766										1422										16	736	767	1503					989	459	1485
"TN"	2012	"MARION County"	"Kimball"	373	245	623	4	372	607	235					92										255										334										589										16	250	364	614					414	171	599
"TN"	2012	"MARION County"	"Lodge"	105	56	163	4	108	161	53					92	39									45		11								65		36								110		47								16	77	84	161					116	32	152
"TN"	2012	"MARION County"	"Lusk Store"	165	53	221	4	129	215	86					39										64										149										213										16	139	73	212					169	45	221
"TN"	2012	"MARION County"	"Mineral Springs"	66	36	104	4	60	102	42					39										37										62										99										16	58	40	98					67	31	101
"TN"	2012	"MARION County"	"Monteagle"	375	191	583	4	291	551	260					39										206										360										566										16	336	220	556					387	128	546
"TN"	2012	"MARION County"	"New Hope"	285	144	436	4	263	421	158					92										166										247										413										16	196	224	420					287	118	416
"TN"	2012	"MARION County"	"Orme"	26	25	51	4	22	49	27					92										26										23										49										16	15	36	51					25	17	45
"TN"	2012	"MARION County"	"Powells Crossroad"	665	295	980	4	593	953	360					39										341										601										942										16	570	387	957					662	256	945
"TN"	2012	"MARION County"	"Sequatchie"	479	272	757	4	459	725	266					39	92									301		0								434		0								735		0								16	392	348	740					499	196	716
"TN"	2012	"MARION County"	"Shellmound"	200	143	352	4	194	352	158					92										161										180										341										16	166	176	342					216	122	339
"TN"	2012	"MARION County"	"South Pittsburg"	609	763	1393	4	616	1332	716					92										756										547										1303										16	443	920	1363					704	565	1316
"TN"	2012	"MARION County"	"Walden's Ridge"	131	84	217	4	99	206	107					39										90										118										208										16	106	102	208					132	67	208
"TN"	2012	"MARION County"	"Whitwell"	572	305	893	4	479	864	385					39										311										539										850										16	487	383	870					576	262	869
"TN"	2012	"MARION County"	"Whitwell Mountain"	213	117	336	4	183	316	133					39										141										179										320										16	182	139	321					207	100	317
"TN"	2012	"MARSHALL County"	"1 Chapel Hill"	943	414	1385	4	695	1209	514					92										516										819										1335										14	977		977					927	324	1309
"TN"	2012	"MARSHALL County"	"2 Henry Horton Park"	786	361	1164	4	576	1047	471					92										451										689										1140										14	817		817					766	289	1121
"TN"	2012	"MARSHALL County"	"3 Belfast"	747	326	1098	4	531	924	393					92										417										672										1089										14	725		725					728	252	1032
"TN"	2012	"MARSHALL County"	"4 Cornersville"	854	313	1187	4	616	1026	410					92										469										702										1171										14	840		840					820	250	1110
"TN"	2012	"MARSHALL County"	"5 Recreation Center"	898	509	1429	4	618	1217	599					92										643										764										1407										14	904		904					875	387	1321
"TN"	2012	"MARSHALL County"	"6 West Hills"	620	384	1020	4	445	874	429					92										451										551										1002										14	656		656					602	316	962
"TN"	2012	"MARSHALL County"	"7 Hardison"	380	415	811	4	271	661	390					92										444										337										781										14	431		431					390	300	728
"TN"	2012	"MARSHALL County"	"8 Lewisburg Gas"	616	396	1032	4	437	848	411					92										509										512										1021										14	641		641					604	288	954
"TN"	2012	"MARSHALL County"	"9 Courthouse"	804	473	1293	4	549	1098	549					92										586										680										1266										14	827		827					809	338	1208
"TN"	2012	"MARSHALL County"	"Absentee"	184	134	322	4	153	286	133					92										139										165										304										14	201		201					175	112	298
"TN"	2012	"MAURY County"	"Armory 7-1"	1076	641	1751	7	1097	1667	510					64	69									408		290								702		287								1110		593								28	790	809	1599					1056	581	1713
"TN"	2012	"MAURY County"	"Bear Creek 8-1"	1525	623	2179	4	1171	1933	762					64	69									622		52								1356		58								1978		115								28	1193	946	2139					1434	576	2116
"TN"	2012	"MAURY County"	"Bigbyville 9-1"	930	402	1357	4	694	1174	480					64										460										855										1315										28	685	647	1332					872	360	1313
"TN"	2012	"MAURY County"	"CP Church 5-1"	1486	771	2286	4	1137	1996	859					64										776										1418										2194										28	1227	1018	2245					1390	700	2206
"TN"	2012	"MAURY County"	"College Hill 3-1"	342	1625	1982	4	179	1081	902	7	147	554	383	69										1430										302										1770										28	272	1613	1885					397	1391	1867
"TN"	2012	"MAURY County"	"Culleoka 8-2"	730	293	1037	4	555	898	343					64										340										652										992										28	517	499	1016					679	269	994
"TN"	2012	"MAURY County"	"First Family 2-1"	1337	701	2069	4	1013	1760	747					64										732										1230										1962										28	1013	1016	2029					1322	599	2005
"TN"	2012	"MAURY County"	"Hampshire 7-2"	736	221	962	7	711	907	158	4	5	9	4	69	64									161		101								401		242								580		343								28	525	363	888					692	196	931
"TN"	2012	"MAURY County"	"Highland 2-2"	301	299	613	7	308	564	228					69	64									170		130								148		118								328		248								28	211	337	548					299	246	582
"TN"	2012	"MAURY County"	"Mt. Pleasant 10-1"	1307	940	2281	4	903	1910	1007	7	36	44	6	64										937										1222										2159										28	904	1353	2257					1282	831	2202
"TN"	2012	"MAURY County"	"Neapolis 5-2"	864	376	1254	4	690	1123	433					64										339										869										1208										28	767	455	1222					820	318	1224
"TN"	2012	"MAURY County"	"Pleasant Heights 9-2"	1772	511	2305	4	1344	2009	665					64	69									580		2								1628		11								2208		13								28	1334	940	2274					1747	406	2226
"TN"	2012	"MAURY County"	"Rally Hill 11-1"	577	256	849	4	446	759	313					64										249										565										814										28	484	343	827					557	217	821
"TN"	2012	"MAURY County"	"Riverside 1-1"	776	495	1286	4	557	1093	536					64										492										722										1214										28	571	679	1250					767	412	1229
"TN"	2012	"MAURY County"	"Santa Fe 6-1"	602	191	803	7	591	760	141					64										234										555										789										28	411	314	725					557	173	776
"TN"	2012	"MAURY County"	"Spring Hill 11-2"	1927	901	2871	4	1545	2524	979					64										799										1945										2744										28	1737	1040	2777					1867	743	2796
"TN"	2012	"MAURY County"	"Spring Hill 6-2"	889	459	1371	4	705	1216	511					64										438										881										1319										28	762	587	1349					840	410	1337
"TN"	2012	"MAURY County"	"St Catherine 4-2"	1103	585	1705	4	756	1295	539	7	105	186	74	64	69									443		174								784		201								1227		382								28	820	844	1664					1052	497	1637
"TN"	2012	"MAURY County"	"Theta 6-3"	838	372	1235	7	861	1190	280					64										362										853										1215										28	638	494	1132					769	324	1196
"TN"	2012	"MAURY County"	"West End 1-2"	797	495	1320	7	734	1134	348	4	74	112	38	69	64									462		59								549		172								1046		231								28	592	666	1258					828	375	1276
"TN"	2012	"MAURY County"	"YMCA 4-1"	793	668	1490	7	790	1404	560					69										715										687										1434										28	574	795	1369					765	619	1442
"TN"	2012	"MCMINN County"	"Calhoun"	305	147	464	3	269	451	169					23										150										300										450																		315	110	449
"TN"	2012	"MCMINN County"	"Central"	313	90	409	3	307	396	80					23										73										323										396																		309	68	395
"TN"	2012	"MCMINN County"	"City Park"	1619	560	2194	3	1482	2073	546					23										444										1700										2144																		1700	367	2120
"TN"	2012	"MCMINN County"	"Claxton"	593	124	734	3	558	711	132					23										132										583										715																		606	96	721
"TN"	2012	"MCMINN County"	"Courthouse"	1197	398	1607	3	1088	1529	401					23										324										1243										1567																		1243	264	1563
"TN"	2012	"MCMINN County"	"E K Baker"	760	181	952	3	699	917	194					23										156										772										928																		773	125	920
"TN"	2012	"MCMINN County"	"Englewood"	1056	351	1429	3	969	1363	349					23										289										1115										1404																		1110	233	1389
"TN"	2012	"MCMINN County"	"Etowah City"	1257	495	1792	3	1141	1702	506					23										405										1338										1743																		1307	354	1735
"TN"	2012	"MCMINN County"	"Ingleside"	337	164	508	3	299	490	177					23										134										367										501																		357	114	489
"TN"	2012	"MCMINN County"	"Mountain View"	752	305	1068	3	690	1008	292					23										249										776										1025																		767	211	1020
"TN"	2012	"MCMINN County"	"Niota"	1597	449	2085	3	1416	1926	451					23										433										1566										1999																		1618	296	1991
"TN"	2012	"MCMINN County"	"North City"	845	461	1332	3	769	1226	417					23										358										914										1272																		912	285	1258
"TN"	2012	"MCMINN County"	"Riceville"	1177	352	1547	3	1074	1476	362					23										323										1188										1511																		1203	251	1501
"TN"	2012	"MCMINN County"	"Rogers Creek"	808	228	1052	3	741	1007	223					23										208										826										1034																		821	173	1029
"TN"	2012	"MCMINN County"	"TN Tech Center"	351	304	661	3	320	604	259					23										236										395										631																		381	192	608
"TN"	2012	"MCNAIRY County"	"Adamsville 2-1"	823	255	1086	7	819	1027	154					94																				696										696										26	604	352	956					805	234	1064
"TN"	2012	"MCNAIRY County"	"Bethel Springs 1-1"	424	193	625	7	412	573	137					94																				348										348										26	291	236	527					402	175	594
"TN"	2012	"MCNAIRY County"	"Courthouse SE 6-1"	1009	430	1459	7	1010	1359	303					94																				915										915										26	738	557	1295					990	383	1411
"TN"	2012	"MCNAIRY County"	"Cypress 5-1"	122	46	168	7	124	160	28					94																				115										115										26	105	42	147					125	33	162
"TN"	2012	"MCNAIRY County"	"East View 5-2"	282	80	367	7	260	347	74					94																				244										244										26	194	122	316					261	90	360
"TN"	2012	"MCNAIRY County"	"Finger 1-2"	282	77	368	7	267	346	52					94																				249										249										26	212	107	319					284	64	360
"TN"	2012	"MCNAIRY County"	"Guys 5-3"	98	128	233	7	93	214	113					94																				100										100										26	73	122	195					89	125	222
"TN"	2012	"MCNAIRY County"	"Lawton 2-2"	220	97	319	7	216	294	67					94																				176										176										26	164	114	278					215	77	305
"TN"	2012	"MCNAIRY County"	"Leapwood 3-1"	253	60	321	7	256	311	40					94																				210										210										26	203	80	283					247	51	313
"TN"	2012	"MCNAIRY County"	"McNairy 1-3"	248	67	325	7	243	309	51					94																				211										211										26	186	94	280					242	60	318
"TN"	2012	"MCNAIRY County"	"Michie 7-1"	821	251	1088	7	772	1040	221					94																				720										720										26	613	335	948					775	257	1061
"TN"	2012	"MCNAIRY County"	"North Selmer 4-1"	507	214	727	7	503	687	153					94																				438										438										26	380	256	636					497	183	707
"TN"	2012	"MCNAIRY County"	"Northeast 3-2"	507	323	845	7	528	789	229					94																				477										477										26	390	345	735					515	272	812
"TN"	2012	"MCNAIRY County"	"Purdy 3-3"	182	52	237	7	183	231	38					94																				145										145										26	137	64	201					180	44	229
"TN"	2012	"MCNAIRY County"	"Ramer 5-4"	459	170	638	7	462	600	120					94																				399										399										26	359	196	555					442	153	608
"TN"	2012	"MCNAIRY County"	"Rose Creek 4-2"	470	101	581	7	453	556	87					94																				370										370										26	355	154	509					449	101	567
"TN"	2012	"MCNAIRY County"	"Stantonville 7-2"	308	101	415	7	287	399	89					94																				252										252										26	215	159	374					294	107	411
"TN"	2012	"MEIGS County"	"1 Eastview"	470	168	644	4	317	544	227					22										120										469										589																		492	107	620
"TN"	2012	"MEIGS County"	"2 Meigs South"	538	216	762	4	384	653	269					22										172										506										678																		542	154	721
"TN"	2012	"MEIGS County"	"3 City Hall"	283	167	458	4	163	373	210					22										137										260										397																		296	110	414
"TN"	2012	"MEIGS County"	"3 Courthouse"	362	164	535	4	247	453	206					22										142										316										458																		375	110	496
"TN"	2012	"MEIGS County"	"4 Meigs North"	432	190	637	4	282	520	238					22										157										383										540																		442	124	588
"TN"	2012	"MEIGS County"	"5 Ten Mile"	557	212	790	4	370	632	262					22										175										480										655																		557	154	731
"TN"	2012	"MEIGS County"	"Absentee"	92	46	138	4	73	125	52					22										32										91										123																		95	40	135
"TN"	2012	"MONROE County"	"Broad St"	920	437	1375	3	833	1310	440					21										362										962										1324																		954	289	1323
"TN"	2012	"MONROE County"	"Brown"	614	223	849	3	551	802	222					21										176										637										813																		616	153	817
"TN"	2012	"MONROE County"	"Coker Creek"	594	109	707	3	548	680	110					23										141										554										695																		586	81	691
"TN"	2012	"MONROE County"	"Election Comm Office"	1239	641	1911	3	1139	1822	631					21	23									555		3								1283		5								1838		8																1241	515	1852
"TN"	2012	"MONROE County"	"Madisonville MS"	865	361	1248	3	786	1190	366					21	23									216		132								589		269								805		401																887	260	1214
"TN"	2012	"MONROE County"	"Madisonville Primary"	1210	492	1729	3	1082	1662	536					21										476										1201										1677																		1206	414	1685
"TN"	2012	"MONROE County"	"Notchey Creek"	658	279	953	3	583	932	314					23	21									305		22								559		44								864		66																677	204	942
"TN"	2012	"MONROE County"	"Rural Vale"	416	97	528	3	376	512	119					23										147										368										515																		405	84	517
"TN"	2012	"MONROE County"	"Sweetwater"	1553	627	2214	3	1423	2097	597					21										515										1616										2131																		1612	394	2133
"TN"	2012	"MONROE County"	"Tellico"	1426	390	1837	3	1249	1758	440					23										526										1278										1804																		1415	287	1800
"TN"	2012	"MONROE County"	"Toqua"	580	205	793	3	524	770	225					23	21									193		39								449		93								642		132																564	153	774
"TN"	2012	"MONROE County"	"Vonore"	1223	371	1615	3	1130	1558	390					21	23									281		63								1074		151								1355		214																1258	250	1577
"TN"	2012	"MONROE County"	"Vonore CC"	433	140	579	3	389	557	138					21										111										440										551																		424	102	556
"TN"	2012	"MONTGOMERY County"	"10 Minglewood"	795	1058	1886	7	892	1668	687					74										864										749										1613										22	805	956	1761					832	778	1711
"TN"	2012	"MONTGOMERY County"	"11 Northwest"	840	1083	1956	7	899	1711	713					74										938										740										1678										22	817	1044	1861					841	816	1784
"TN"	2012	"MONTGOMERY County"	"12 Ringgold"	998	1313	2350	7	1066	2064	900					67										1516																				1548										22	979	1205	2184					1022	992	2146
"TN"	2012	"MONTGOMERY County"	"13 Byrns Darden"	573	1477	2070	7	673	1760	981					67										1449																				1454										22	587	1304	1891					655	1072	1863
"TN"	2012	"MONTGOMERY County"	"14 Glenellen"	1287	1310	2620	7	1331	2360	915					67										1715																				1757										22	1199	1274	2473					1297	1016	2448
"TN"	2012	"MONTGOMERY County"	"15 Sango"	2493	1126	3670	7	2562	3404	716					68																				2666										2666										22	2301	1226	3527					2578	794	3487
"TN"	2012	"MONTGOMERY County"	"16 New Providence"	1013	1210	2260	7	1081	1913	730					67										1468																				1480										22	930	1163	2093					1036	849	2026
"TN"	2012	"MONTGOMERY County"	"17 Grace"	1091	1061	2192	7	1115	1996	753					67										1407																				1437										22	1062	989	2051					1083	830	2037
"TN"	2012	"MONTGOMERY County"	"18 Hazelwood"	1095	1192	2320	7	1145	2108	881					67										1412																				1421										22	1096	1090	2186					1088	988	2180
"TN"	2012	"MONTGOMERY County"	"19 Lutheran"	1917	1310	3270	7	1965	2960	876					68																				2136										2136										22	1775	1315	3090					1939	991	3040
"TN"	2012	"MONTGOMERY County"	"1A St B ES"	1162	990	2189	7	1210	1941	633					68																				1415										1415										22	1118	955	2073					1191	736	2031
"TN"	2012	"MONTGOMERY County"	"1B Emmanuel"	102	83	187	7	102	160	50					67										114																				115										22	96	80	176					99	64	175
"TN"	2012	"MONTGOMERY County"	"20A Clarksville"	1336	716	2078	7	1410	1912	435					68																				1522										1522										22	1226	769	1995					1406	481	1939
"TN"	2012	"MONTGOMERY County"	"20B Barksdale"	688	561	1264	7	738	1163	358					67										854																				857										22	660	543	1203					723	393	1182
"TN"	2012	"MONTGOMERY County"	"21A Cumberland"	431	686	1132	7	459	975	454					67										775																				777										22	398	659	1057					495	468	1034
"TN"	2012	"MONTGOMERY County"	"21B Hilldale"	1367	752	2147	7	1428	1963	439					68																				1526										1526										22	1238	810	2048					1418	475	1976
"TN"	2012	"MONTGOMERY County"	"2A St B UMC"	1863	1034	2932	7	1898	2687	659					68																				2033										2033										22	1652	1169	2821					1912	736	2748
"TN"	2012	"MONTGOMERY County"	"2B St B CC"	671	372	1065	7	715	991	236					67										691																				697										22	619	407	1026					699	248	1002
"TN"	2012	"MONTGOMERY County"	"3 East Montgomery"	2909	1067	4035	7	2909	3748	687					68																				2963										2963										22	2629	1268	3897					2904	784	3841
"TN"	2012	"MONTGOMERY County"	"4A MCMS"	1393	666	2091	7	1384	1873	407					68																				1398										1398										22	1209	780	1989					1402	464	1949
"TN"	2012	"MONTGOMERY County"	"4B Jostens"	596	501	1118	7	625	1012	327					68																				732										732										22	572	508	1080					627	345	1032
"TN"	2012	"MONTGOMERY County"	"5A Smith"	490	635	1146	7	489	968	405					68																				636										636										22	436	627	1063					501	449	1024
