state	year	county	precinct	cd	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	g2012_USS_rv	g2012_USS_dv	g2012_USS_tv	g2012_USP_tv	g2012_USP_dv	g2012_USP_rv
"NE"	2012	"Douglas"	"08-13"	2	520	996	1516	1006	514	1520	1529	448	1053
"NE"	2012	"Douglas"	"08-14"	2	291	451	742	461	286	747	750	227	515
"NE"	2012	"Douglas"	"08-15"	2	576	957	1533	964	586	1550	1555	504	1041
"NE"	2012	"Douglas"	"08-16"	2	668	1099	1767	1110	669	1779	1798	577	1201
"NE"	2012	"Douglas"	"08-17"	2	676	896	1572	883	701	1584	1593	609	976
"NE"	2012	"Douglas"	"08-18"	2	432	513	945	523	425	948	952	389	559
"NE"	2012	"Douglas"	"08-19"	2	768	821	1589	808	788	1596	1622	712	893
"NE"	2012	"Douglas"	"08-20"	2	372	419	791	425	376	801	813	327	476
"NE"	2012	"Douglas"	"08-21"	2	560	865	1425	927	518	1445	1448	467	965
"NE"	2012	"Douglas"	"08-22"	2	580	849	1429	860	583	1443	1454	527	910
"NE"	2012	"Douglas"	"08-23"	2	680	1058	1738	1064	688	1752	1769	625	1132
"NE"	2012	"Douglas"	"08-24"	2	639	1163	1802	1142	689	1831	1833	590	1221
"NE"	2012	"Douglas"	"08-25"	2	515	800	1315	836	493	1329	1333	442	870
"NE"	2012	"Douglas"	"08-26"	2	576	835	1411	830	589	1419	1429	535	876
"NE"	2012	"Douglas"	"08-27"	2	31	52	83	49	35	84	82	33	47
"NE"	2012	"Douglas"	"08-28"	2	208	422	630	440	200	640	643	172	467
"NE"	2012	"Douglas"	"08-29"	2	0	0	0	0	0	0	0	0	0
"NE"	2012	"Douglas"	"08-30"	2	312	399	711	405	309	714	724	267	444
"NE"	2012	"Douglas"	"08-31"	2	346	594	940	585	360	945	950	311	632
"NE"	2012	"Douglas"	"08-32"	2	310	415	725	429	309	738	737	278	455
"NE"	2012	"Douglas"	"08-33"	2	504	605	1109	586	536	1122	1128	473	634
"NE"	2012	"Douglas"	"08-34"	2	109	108	217	93	122	215	221	107	107
"NE"	2012	"Douglas"	"08-35"	2	392	590	982	597	387	984	1000	353	629
"NE"	2012	"Douglas"	"08-36"	2	470	742	1212	711	519	1230	1231	436	782
"NE"	2012	"Douglas"	"08-37"	2	329	607	936	595	345	940	953	303	639
"NE"	2012	"Douglas"	"08-38"	2	401	799	1200	772	431	1203	1210	381	823
"NE"	2012	"Douglas"	"08-39"	2	234	610	844	619	233	852	856	195	651
"NE"	2012	"Douglas"	"08-40"	2	378	535	913	508	410	918	924	347	558
"NE"	2012	"Douglas"	"08-41"	2	430	804	1234	834	417	1251	1256	342	902
"NE"	2012	"Douglas"	"08-42"	2	640	1072	1712	1077	654	1731	1749	555	1182
"NE"	2012	"Douglas"	"08-43"	2	585	1157	1742	1187	579	1766	1783	492	1279
"NE"	2012	"Douglas"	"08-44"	2	420	920	1340	851	497	1348	1363	422	928
"NE"	2012	"Douglas"	"08-45"	2	486	966	1452	979	488	1467	1492	422	1059
"NE"	2012	"Douglas"	"08-46"	2	560	909	1469	846	633	1479	1502	540	947
"NE"	2012	"Douglas"	"08-47"	2	586	939	1525	880	656	1536	1554	576	956
"NE"	2012	"Douglas"	"08-48"	2	397	1093	1490	1124	383	1507	1517	315	1184
"NE"	2012	"Douglas"	"08-49"	2	298	291	589	284	307	591	608	294	306
"NE"	2012	"Douglas"	"EV/AB"	2	0	0	0	0	0	0	0	0	0
"NE"	2012	"Douglas"	"New/Former Resident"	2	0	0	0	0	0	0	11	9	2
"NE"	2012	"Douglas"	"Provisional"	2	0	0	0	0	0	0	0	0	0
"NE"	2012	"Dundy"	"Benkelman I & Ough"	3	46	295	341	282	69	351	351	67	280
"NE"	2012	"Dundy"	"Benkelman II"	3	36	283	319	266	62	328	327	52	269
"NE"	2012	"Dundy"	"Benkelman III"	3	22	127	149	118	37	155	156	26	128
"NE"	2012	"Dundy"	"EV/AB"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Dundy"	"Haigler"	3	28	114	142	101	44	145	147	31	114
"NE"	2012	"Dundy"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Dundy"	"Provisional"	3	0	1	1	0	0	0	1	0	1
"NE"	2012	"Fillmore"	"Chelsea, Stanton, & Belle Prai"	3	36	123	159	118	46	164	163	34	126
"NE"	2012	"Fillmore"	"EV/AB"	3	161	368	529	329	209	538	538	179	347
"NE"	2012	"Fillmore"	"Exeter Township"	3	63	192	255	163	97	260	263	86	172
"NE"	2012	"Fillmore"	"Fairmont Township"	3	47	194	241	172	72	244	244	57	183
"NE"	2012	"Fillmore"	"Geneva Township"	3	24	114	138	102	39	141	143	30	110
"NE"	2012	"Fillmore"	"Liberty, Glengary, & Franklin"	3	72	178	250	167	91	258	259	87	168
"NE"	2012	"Fillmore"	"Madison Township"	3	56	163	219	140	83	223	225	74	147
"NE"	2012	"Fillmore"	"Momence, Bryant, & Hamilton"	3	52	229	281	219	71	290	285	68	215
"NE"	2012	"Fillmore"	"New/Former Resident"	3	0	0	0	0	0	0	2	0	2
"NE"	2012	"Fillmore"	"North Geneva"	3	75	261	336	213	122	335	336	101	229
"NE"	2012	"Fillmore"	"Provisional"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Fillmore"	"South Geneva"	3	43	195	238	161	73	234	240	64	171
"NE"	2012	"Fillmore"	"West Blue, Grafton, & Bennett"	3	24	142	166	134	34	168	166	27	137
"NE"	2012	"Franklin"	"Campbell"	3	71	225	296	216	77	293	299	64	228
"NE"	2012	"Franklin"	"EV/AB"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Franklin"	"East Franklin"	3	77	248	325	247	89	336	330	89	235
"NE"	2012	"Franklin"	"Hildreth"	3	80	302	382	281	107	388	391	99	282
"NE"	2012	"Franklin"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Franklin"	"Provisional"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Franklin"	"West Franklin"	3	101	400	501	363	145	508	512	132	367
"NE"	2012	"Frontier"	"Curtis"	3	71	333	404	312	99	411	410	82	321
"NE"	2012	"Frontier"	"EV/AB"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Frontier"	"Eustis"	3	82	254	336	234	107	341	337	108	225
"NE"	2012	"Frontier"	"Garden Prairie"	3	9	88	97	85	12	97	98	7	91
"NE"	2012	"Frontier"	"Maywood"	3	29	181	210	168	43	211	208	44	156
"NE"	2012	"Frontier"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Frontier"	"Provisional"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Frontier"	"Stockville"	3	34	210	244	209	38	247	246	30	214
"NE"	2012	"Furnas"	"Arapahoe"	3	71	470	541	436	107	543	539	91	442
"NE"	2012	"Furnas"	"Beaver City"	3	68	302	370	284	90	374	377	80	296
"NE"	2012	"Furnas"	"Cambridge"	3	104	462	566	428	143	571	573	114	453
"NE"	2012	"Furnas"	"EV/AB"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Furnas"	"Edison"	3	17	73	90	74	18	92	91	14	76
"NE"	2012	"Furnas"	"Hendley"	3	15	70	85	72	15	87	86	12	74
"NE"	2012	"Furnas"	"Holbrook"	3	25	105	130	103	32	135	130	26	100
"NE"	2012	"Furnas"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Furnas"	"Non Partisan Partisan"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Furnas"	"Oxford"	3	55	267	322	245	76	321	327	69	252
"NE"	2012	"Furnas"	"Provisional"	3	4	13	17	13	4	17	17	1	15
"NE"	2012	"Furnas"	"Wilsonville"	3	15	75	90	74	19	93	92	16	74
"NE"	2012	"Gage"	"01 Adams Area 01"	3	220	595	815	555	324	879	874	261	601
"NE"	2012	"Gage"	"07 Odell Area 01"	3	166	302	468	270	233	503	507	199	302
"NE"	2012	"Gage"	"08 Filley/Virginia Area 01"	3	152	346	498	320	208	528	532	184	337
"NE"	2012	"Gage"	"10 NW Quad Area 01"	3	320	667	987	611	423	1034	1030	361	641
"NE"	2012	"Gage"	"17 Homestead Area 01"	3	234	486	720	436	333	769	764	277	477
"NE"	2012	"Gage"	"26 Wymore Area 01"	3	370	530	900	493	476	969	979	429	520
"NE"	2012	"Gage"	"28 Beatrice Ward 1 01"	3	454	799	1253	717	616	1333	1321	540	763
"NE"	2012	"Gage"	"31 Beatrice Ward 2 01"	3	512	768	1280	658	698	1356	1366	614	708
"NE"	2012	"Gage"	"34 Beatrice Ward 3 01"	3	372	464	836	413	455	868	877	427	425
"NE"	2012	"Gage"	"37 Beatrice Ward 4 01"	3	551	780	1331	699	686	1385	1381	610	738
"NE"	2012	"Gage"	"EV/AB"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Gage"	"New/Former Resident"	3	0	0	0	0	0	0	2	1	1
"NE"	2012	"Gage"	"Provisional"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Garden"	"Blue Creek"	3	48	263	311	231	81	312	311	62	241
"NE"	2012	"Garden"	"EV/AB"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Garden"	"Lisco"	3	15	72	87	68	19	87	89	23	66
"NE"	2012	"Garden"	"Lost Creek"	3	68	333	401	326	80	406	406	77	322
"NE"	2012	"Garden"	"New/Former Resident"	3	0	0	0	0	0	0	2	0	2
"NE"	2012	"Garden"	"Oshkosh 1"	3	57	217	274	194	82	276	280	80	198
"NE"	2012	"Garden"	"Provisional"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Garfield"	"EV/AB"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Garfield"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Garfield"	"Provisional"	3	1	8	9	6	3	9	9	2	7
"NE"	2012	"Garfield"	"Rural 1"	3	60	311	371	323	50	373	374	44	327
"NE"	2012	"Garfield"	"Ward I"	3	62	235	297	251	60	311	307	57	243
"NE"	2012	"Garfield"	"Ward II"	3	47	192	239	194	57	251	247	46	192
"NE"	2012	"Gosper"	"1"	3	66	302	368	271	96	367	363	83	276
"NE"	2012	"Gosper"	"2"	3	62	265	327	250	82	332	333	78	249
"NE"	2012	"Gosper"	"3"	3	32	162	194	151	47	198	198	46	149
"NE"	2012	"Gosper"	"4"	3	13	67	80	65	16	81	81	23	58
"NE"	2012	"Gosper"	"EV/AB"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Gosper"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Gosper"	"Provisional"	3	0	2	2	1	1	2	2	0	2
"NE"	2012	"Grant"	"EV/AB"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Grant"	"Grant County"	3	19	336	355	299	59	358	363	30	322
"NE"	2012	"Grant"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Grant"	"Provisional"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Greeley"	"1.01"	3	89	150	239	153	88	241	246	81	161
"NE"	2012	"Greeley"	"2.01"	3	123	293	416	338	110	448	438	97	336
"NE"	2012	"Greeley"	"3.01"	3	45	116	161	133	32	165	165	40	122
"NE"	2012	"Greeley"	"4.01"	3	127	194	321	203	131	334	332	122	201
"NE"	2012	"Greeley"	"EV/AB"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Greeley"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Greeley"	"Provisional"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Hall"	"Alda"	3	139	188	327	236	89	325	334	106	223
"NE"	2012	"Hall"	"Doniphan"	3	193	170	363	255	105	360	364	109	251
"NE"	2012	"Hall"	"EV/AB"	3	2235	2948	5183	2886	2373	5259	5263	2161	3029
"NE"	2012	"Hall"	"Eight"	3	314	490	804	464	356	820	820	312	489
"NE"	2012	"Hall"	"Eighteen"	3	114	193	307	185	127	312	312	132	177
"NE"	2012	"Hall"	"Eleven"	3	241	449	690	439	262	701	703	249	437
"NE"	2012	"Hall"	"Fifteen"	3	230	476	706	476	239	715	716	225	482
"NE"	2012	"Hall"	"Five"	3	232	542	774	533	244	777	777	210	552
"NE"	2012	"Hall"	"Four"	3	180	292	472	268	214	482	482	193	280
"NE"	2012	"Hall"	"Fourteen"	3	302	804	1106	783	338	1121	1131	306	820
"NE"	2012	"Hall"	"Lake/Prarie Creek"	3	67	176	243	189	56	245	247	46	197
"NE"	2012	"Hall"	"Martin"	3	180	224	404	299	108	407	409	99	307
"NE"	2012	"Hall"	"Mayfield"	3	123	353	476	348	128	476	473	111	355
"NE"	2012	"Hall"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Hall"	"Nine"	3	320	519	839	515	337	852	844	307	520
"NE"	2012	"Hall"	"Nineteen"	3	111	232	343	222	122	344	346	109	232
"NE"	2012	"Hall"	"One"	3	260	406	666	375	313	688	685	289	371
"NE"	2012	"Hall"	"Provisional"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Hall"	"Seven"	3	271	422	693	402	301	703	708	268	422
"NE"	2012	"Hall"	"Seventeen"	3	168	339	507	332	180	512	512	163	346
"NE"	2012	"Hall"	"Six"	3	219	508	727	519	224	743	740	192	540
"NE"	2012	"Hall"	"Sixteen"	3	182	477	659	457	210	667	666	186	471
"NE"	2012	"Hall"	"Ten"	3	263	407	670	376	298	674	665	302	346
"NE"	2012	"Hall"	"Thirteen"	3	214	518	732	511	227	738	735	214	517
"NE"	2012	"Hall"	"Three"	3	280	355	635	343	308	651	649	271	351
"NE"	2012	"Hall"	"Twelve"	3	210	285	495	260	247	507	510	237	251
"NE"	2012	"Hall"	"Two"	3	136	154	290	148	151	299	300	150	145
"NE"	2012	"Hall"	"WR Rural/Jackson"	3	169	254	423	301	118	419	424	100	316
"NE"	2012	"Hall"	"Wood River City"	3	115	216	331	228	115	343	337	114	219
"NE"	2012	"Hamilton"	"EV/AB"	3	239	522	761	509	264	773	780	237	530
"NE"	2012	"Hamilton"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Hamilton"	"Precinct 1"	3	32	176	208	179	33	212	210	33	172
"NE"	2012	"Hamilton"	"Precinct 2"	3	167	244	411	297	119	416	415	117	290
"NE"	2012	"Hamilton"	"Precinct 3"	3	73	358	431	316	115	431	436	83	340
"NE"	2012	"Hamilton"	"Precinct 4"	3	39	131	170	139	34	173	178	31	141
"NE"	2012	"Hamilton"	"Precinct 5"	3	144	295	439	305	142	447	448	115	323
"NE"	2012	"Hamilton"	"Precinct 6"	3	57	208	265	203	65	268	265	45	210
"NE"	2012	"Hamilton"	"Precinct 7"	3	41	200	241	197	47	244	245	41	203
"NE"	2012	"Hamilton"	"Precinct 8"	3	67	183	250	181	72	253	254	62	185
"NE"	2012	"Hamilton"	"Provisional"	3	8	18	26	12	15	27	28	10	18
"NE"	2012	"Hamilton"	"Ward 1"	3	128	477	605	456	158	614	608	125	476
"NE"	2012	"Hamilton"	"Ward 2"	3	113	359	472	337	144	481	479	129	341
"NE"	2012	"Hamilton"	"Ward 3"	3	121	380	501	367	134	501	506	118	371
"NE"	2012	"Harlan"	"Central Alma"	3	39	196	235	168	70	238	241	52	187
"NE"	2012	"Harlan"	"EV/AB"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Harlan"	"East Alma"	3	31	178	209	167	45	212	217	38	176
"NE"	2012	"Harlan"	"Huntley-Ragan"	3	44	152	196	151	45	196	198	42	149
"NE"	2012	"Harlan"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Harlan"	"Orleans"	3	67	215	282	197	83	280	286	68	214
"NE"	2012	"Harlan"	"Oxford"	3	35	174	209	171	38	209	210	26	181
"NE"	2012	"Harlan"	"Provisional"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Harlan"	"Republican City"	3	38	184	222	174	47	221	223	42	179
"NE"	2012	"Harlan"	"Stamford"	3	22	143	165	129	39	168	167	31	133
"NE"	2012	"Harlan"	"West Alma"	3	39	186	225	172	61	233	233	55	176
"NE"	2012	"Hayes"	"EV/AB"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Hayes"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Hayes"	"Precinct 1"	3	20	158	178	153	25	178	179	14	163
"NE"	2012	"Hayes"	"Precinct 2"	3	25	163	188	148	40	188	190	21	163
"NE"	2012	"Hayes"	"Precinct 3"	3	19	142	161	142	22	164	166	15	147
"NE"	2012	"Hayes"	"Provisional"	3	1	2	3	2	1	3	4	1	3
"NE"	2012	"Hitchcock"	"Culbertson"	3	93	469	562	452	121	573	575	104	460
"NE"	2012	"Hitchcock"	"EV/AB"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Hitchcock"	"New/Former Resident"	3	0	0	0	0	0	0	4	0	4
"NE"	2012	"Hitchcock"	"Palisade"	3	28	158	186	157	34	191	190	26	152
"NE"	2012	"Hitchcock"	"Provisional"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Hitchcock"	"Stratton"	3	55	248	303	231	79	310	311	52	254
"NE"	2012	"Hitchcock"	"Trenton"	3	88	312	400	272	137	409	412	92	308
"NE"	2012	"Holt"	"01 Antelope, Iowa & Verdigris"	3	24	138	162	142	26	168	168	29	137
"NE"	2012	"Holt"	"02 Atkinson & Surrounding Twps"	3	57	346	403	320	84	404	410	69	333
"NE"	2012	"Holt"	"03 Chambers & Surrounding Twps"	3	36	322	358	338	36	374	376	36	338
"NE"	2012	"Holt"	"04 Emmet & Northeast Twps"	3	21	110	131	111	24	135	133	16	115
"NE"	2012	"Holt"	"05 Ewing, Golden & Deloit"	3	30	196	226	207	38	245	244	30	210
"NE"	2012	"Holt"	"06 Inman Twp"	3	25	112	137	108	30	138	134	24	101
"NE"	2012	"Holt"	"07 Stuart & Cleveland Twps"	3	61	274	335	250	97	347	344	70	263
"NE"	2012	"Holt"	"08 Grattan & Shields Twps"	3	39	309	348	305	55	360	362	48	310
"NE"	2012	"Holt"	"09 Atkinson Ward I"	3	85	365	450	339	114	453	455	94	343
"NE"	2012	"Holt"	"10 O'Neill Ward I"	3	76	302	378	275	107	382	381	85	290
"NE"	2012	"Holt"	"11 O'Neill Ward II"	3	40	263	303	253	53	306	308	37	266
"NE"	2012	"Holt"	"12 O'Neill Ward III"	3	38	164	202	170	33	203	196	36	155
"NE"	2012	"Holt"	"13 O'Neill Ward IV"	3	36	159	195	151	43	194	192	43	143
"NE"	2012	"Holt"	"15 New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Holt"	"EV/AB"	3	217	897	1114	872	266	1138	1133	252	860
"NE"	2012	"Holt"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Holt"	"Provisional"	3	14	60	74	55	19	74	75	13	58
"NE"	2012	"Hooker"	"EV/AB"	3	8	57	65	50	16	66	64	9	55
"NE"	2012	"Hooker"	"New/Former Resident"	3	0	0	0	0	0	0	1	0	1
"NE"	2012	"Hooker"	"Precinct 1"	3	31	294	325	283	53	336	329	50	274
"NE"	2012	"Hooker"	"Provisional"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Howard"	"Dannebrog"	3	117	205	322	220	109	329	327	114	204
"NE"	2012	"Howard"	"EV/AB"	3	225	322	547	329	229	558	556	217	329
"NE"	2012	"Howard"	"Elba"	3	51	145	196	133	56	189	198	63	129
"NE"	2012	"Howard"	"Loup Fork"	3	64	123	187	140	51	191	187	49	136
"NE"	2012	"Howard"	"New/Former Resident"	3	0	0	0	0	0	0	1	0	1
"NE"	2012	"Howard"	"Posen"	3	79	119	198	125	79	204	195	74	116
"NE"	2012	"Howard"	"Provisional"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Howard"	"Spring Creek"	3	32	77	109	97	15	112	108	15	93
"NE"	2012	"Howard"	"St. Libory"	3	80	204	284	218	67	285	288	70	211
"NE"	2012	"Howard"	"St. Paul Ward 1"	3	153	307	460	305	166	471	470	159	303
"NE"	2012	"Howard"	"St. Paul Ward 2"	3	167	351	518	373	154	527	526	153	368
"NE"	2012	"Jefferson"	"Absentee"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Jefferson"	"Buckley-Antelope-Endicott"	3	57	262	319	211	116	327	330	99	224
"NE"	2012	"Jefferson"	"Cub-Rock Creek"	3	22	134	156	128	36	164	161	38	122
"NE"	2012	"Jefferson"	"EV/AB"	3	170	382	552	296	304	600	609	281	317
"NE"	2012	"Jefferson"	"Eureka-Washington"	3	30	144	174	114	59	173	176	44	130
"NE"	2012	"Jefferson"	"Jefferson-Pleasant-Newton"	3	78	242	320	199	138	337	333	130	195
"NE"	2012	"Jefferson"	"Lincoln-Meridian-Fairbury-Rich"	3	51	203	254	183	81	264	261	63	194
"NE"	2012	"Jefferson"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Jefferson"	"Plymouth-Gibson"	3	58	265	323	207	130	337	337	106	225
"NE"	2012	"Jefferson"	"Provisional"	3	4	13	17	5	13	18	20	10	10
"NE"	2012	"Jefferson"	"Ward I"	3	74	204	278	174	116	290	298	105	180
"NE"	2012	"Jefferson"	"Ward II"	3	66	146	212	108	109	217	222	93	124
"NE"	2012	"Jefferson"	"Ward III"	3	79	272	351	217	141	358	359	120	232
"NE"	2012	"Jefferson"	"Ward IV"	3	73	240	313	210	123	333	330	106	213
"NE"	2012	"Johnson"	"EV/AB"	3	173	203	376	181	226	407	400	191	202
"NE"	2012	"Johnson"	"Nemaha I"	3	75	145	220	136	108	244	242	100	138
"NE"	2012	"Johnson"	"Nemaha II"	3	151	308	459	287	215	502	502	179	308
"NE"	2012	"Johnson"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Johnson"	"Provisional"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Johnson"	"Spring Creek"	3	54	156	210	148	81	229	234	76	151
"NE"	2012	"Johnson"	"Sterling"	3	138	282	420	237	219	456	463	171	284
"NE"	2012	"Johnson"	"Todd Creek"	3	25	93	118	98	32	130	131	39	89
"NE"	2012	"Johnson"	"Western"	3	25	59	84	60	29	89	87	34	53
"NE"	2012	"Kearney"	"Center"	3	77	283	360	259	104	363	367	101	261
"NE"	2012	"Kearney"	"Cosmo/Grant"	3	19	63	82	63	19	82	81	18	61
"NE"	2012	"Kearney"	"EV/AB"	3	141	309	450	291	167	458	459	163	293
"NE"	2012	"Kearney"	"Eaton"	3	9	64	73	56	19	75	75	19	55
"NE"	2012	"Kearney"	"Liberty/Lincoln/May"	3	38	165	203	158	46	204	204	38	160
"NE"	2012	"Kearney"	"Logan/Hayes/Sherman"	3	20	177	197	175	24	199	201	23	175
"NE"	2012	"Kearney"	"Lowell"	3	14	57	71	57	17	74	76	15	61
"NE"	2012	"Kearney"	"Mirage"	3	62	321	383	317	67	384	385	67	308
"NE"	2012	"Kearney"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Kearney"	"Newark/Blaine"	3	67	265	332	255	85	340	344	72	272
"NE"	2012	"Kearney"	"North"	3	73	229	302	207	94	301	306	87	209
"NE"	2012	"Kearney"	"Oneida"	3	36	179	215	174	42	216	212	40	168
"NE"	2012	"Kearney"	"Provisional"	3	5	15	20	10	10	20	20	12	8
"NE"	2012	"Kearney"	"South"	3	88	361	449	321	126	447	446	118	318
"NE"	2012	"Keith"	"BRULE"	3	37	282	319	255	65	320	319	54	253
"NE"	2012	"Keith"	"EV/AB"	3	241	646	887	614	282	896	892	254	630
"NE"	2012	"Keith"	"FIFTH WARD"	3	94	415	509	380	138	518	521	119	397
"NE"	2012	"Keith"	"FIRST WARD"	3	37	204	241	189	58	247	245	44	197
"NE"	2012	"Keith"	"FOURTH WARD"	3	46	268	314	256	73	329	323	52	265
"NE"	2012	"Keith"	"LOGAN"	3	16	101	117	105	14	119	119	21	97
"NE"	2012	"Keith"	"LONERGAN"	3	48	91	139	88	52	140	141	47	93
"NE"	2012	"Keith"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Keith"	"PAXTON"	3	60	331	391	318	84	402	399	72	318
"NE"	2012	"Keith"	"Provisional"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Keith"	"RURAL OGALLALA"	3	50	284	334	264	74	338	339	56	281
"NE"	2012	"Keith"	"SECOND WARD"	3	68	236	304	200	112	312	309	95	200
"NE"	2012	"Keith"	"THIRD WARD"	3	64	228	292	212	77	289	294	81	205
"NE"	2012	"Keith"	"WHEAT BELT PUBLIC POWER"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Keith"	"WHITETAIL"	3	25	114	139	107	34	141	142	33	108
"NE"	2012	"Keya Paha"	"Custer"	3	16	118	134	118	21	139	137	24	109
"NE"	2012	"Keya Paha"	"EV/AB"	3	9	93	102	91	11	102	104	11	89
"NE"	2012	"Keya Paha"	"Garfield"	3	12	76	88	85	14	99	97	16	81
"NE"	2012	"Keya Paha"	"Mills"	3	6	74	80	68	12	80	77	14	62
"NE"	2012	"Keya Paha"	"New/Former Resident"	3	0	0	0	0	0	0	3	0	3
"NE"	2012	"Keya Paha"	"Norden"	3	12	49	61	44	16	60	63	15	48
"NE"	2012	"Keya Paha"	"Provisional"	3	0	1	1	1	0	1	1	0	1
"NE"	2012	"Kimball"	"1st Ward"	3	86	403	489	357	142	499	503	126	362
"NE"	2012	"Kimball"	"2nd Ward"	3	58	265	323	249	75	324	324	75	241
"NE"	2012	"Kimball"	"Antelope"	3	34	203	237	189	52	241	239	46	188
"NE"	2012	"Kimball"	"Bushnell"	3	18	95	113	90	28	118	118	16	96
"NE"	2012	"Kimball"	"Dix"	3	29	138	167	123	44	167	171	35	127
"NE"	2012	"Kimball"	"EV/AB"	3	91	236	327	225	106	331	327	97	221
"NE"	2012	"Kimball"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Kimball"	"Provisional"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Knox"	"Bloomfield Area"	3	93	451	544	423	141	564	565	140	416
"NE"	2012	"Knox"	"Center Area"	3	32	110	142	115	40	155	155	50	101
"NE"	2012	"Knox"	"Creighton Area"	3	105	538	643	542	145	687	684	143	527
"NE"	2012	"Knox"	"Crofton Area"	3	113	431	544	390	183	573	573	127	434
"NE"	2012	"Knox"	"EV/AB"	3	184	465	649	448	229	677	668	216	435
"NE"	2012	"Knox"	"Lindy/Santee Area"	3	91	109	200	109	105	214	215	113	100
"NE"	2012	"Knox"	"New/Former Resident"	3	0	0	0	0	0	0	0	0	0
"NE"	2012	"Knox"	"Niobrara Area"	3	59	188	247	180	80	260	262	76	179
"NE"	2012	"Knox"	"Provisional"	3	2	7	9	5	6	11	11	4	7
"NE"	2012	"Knox"	"Verdigre Area"	3	79	336	415	339	117	456	461	103	346
"NE"	2012	"Knox"	"Wausa Area"	3	60	352	412	329	101	430	432	87	340
"NE"	2012	"Lancaster"	"1 A-1"	1	236	430	666	329	364	693	698	315	371
"NE"	2012	"Lancaster"	"1 B"	1	213	151	364	103	274	377	380	254	111
"NE"	2012	"Lancaster"	"1 D-1"	1	187	226	413	152	274	426	429	242	176
"NE"	2012	"Lancaster"	"1 D-10"	1	143	356	499	273	249	522	522	221	295
"NE"	2012	"Lancaster"	"1 D-2"	1	144	227	371	165	208	373	378	195	175
"NE"	2012	"Lancaster"	"1 D-3"	1	176	194	370	131	259	390	392	243	140
"NE"	2012	"Lancaster"	"1 D-4"	1	183	324	507	243	277	520	517	244	267
