state	year	parish	ward	precinct	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	cd	g2012_USH_d2v	g2012_USH_dv	g2012_USH_r2v	g2012_USH_r3v	g2012_USH_rv	g2012_USH_tv
"LA"	2012	"Morehouse"	"00"	"44"	10	117	130.0	5					100	106
"LA"	2012	"Morehouse"	"00"	"45"	72	308	383.0	5					265	296
"LA"	2012	"Morehouse"	"00"	"47"	91	17	110.0	5					35	53
"LA"	2012	"Morehouse"	"00"	"48"	24	45	69.0	5					40	46
"LA"	2012	"Morehouse"	"00"	"49"	50	24	74.0	5					29	37
"LA"	2012	"Morehouse"	"00"	"50"	71	32	103.0	5					42	59
"LA"	2012	"Morehouse"	"00"	"51"	29	129	160.0	5					108	130
"LA"	2012	"Morehouse"	"00"	"52"	123	7	130.0	5					34	74
"LA"	2012	"Morehouse"	"00"	"53"	76	15	93.0	5					32	52
"LA"	2012	"Morehouse"	"00"	"54"	4	61	66.0	5					51	54
"LA"	2012	"Morehouse"	"00"	"55"	34	57	93.0	5					50	58
"LA"	2012	"Morehouse"	"Early Voting"		1590	1971	3616.0		0	0	0	0	2448	3292
"LA"	2012	"Morehouse"	"Provisional Votes"		1	0	1.0		0	0	0	0	0	0
"LA"	2012	"Natchitoches"	"01"	"01"	323	56	381.0	4					109	267
"LA"	2012	"Natchitoches"	"01"	"01A"	59	97	158.0	4					110	137
"LA"	2012	"Natchitoches"	"01"	"02"	274	356	637.0	4					405	551
"LA"	2012	"Natchitoches"	"01"	"03"	384	115	505.0	4					221	399
"LA"	2012	"Natchitoches"	"01"	"03A"	28	26	56.0	4					26	45
"LA"	2012	"Natchitoches"	"01"	"04"	398	55	456.0	4					153	328
"LA"	2012	"Natchitoches"	"01"	"04A"	114	56	176.0	4					82	162
"LA"	2012	"Natchitoches"	"01"	"04B"	119	11	131.0	4					40	87
"LA"	2012	"Natchitoches"	"01"	"05"	190	0	190.0	4					44	112
"LA"	2012	"Natchitoches"	"01"	"05A"	203	2	206.0	4					51	131
"LA"	2012	"Natchitoches"	"01"	"06"	168	136	315.0	4					171	255
"LA"	2012	"Natchitoches"	"01"	"07"	143	308	457.0	4					279	364
"LA"	2012	"Natchitoches"	"01"	"08"	353	16	370.0	4					99	233
"LA"	2012	"Natchitoches"	"01"	"09"	45	216	270.0	4					219	262
"LA"	2012	"Natchitoches"	"01"	"09A"	64	136	205.0	4					152	184
"LA"	2012	"Natchitoches"	"01"	"10"	79	398	491.0	4					380	435
"LA"	2012	"Natchitoches"	"01"	"10A"	38	114	152.0	4					110	131
"LA"	2012	"Natchitoches"	"01"	"10B"	41	235	279.0	4					225	258
"LA"	2012	"Natchitoches"	"01"	"11"	297	470	788.0	4					514	676
"LA"	2012	"Natchitoches"	"01"	"12"	69	261	341.0	4					254	314
"LA"	2012	"Natchitoches"	"01"	"13"	423	9	440.0	4					114	253
"LA"	2012	"Natchitoches"	"01"	"14"	196	18	215.0	4					70	139
"LA"	2012	"Natchitoches"	"02"	"01"	19	97	117.0	4					95	104
"LA"	2012	"Natchitoches"	"02"	"02"	20	86	106.0	4					89	94
"LA"	2012	"Natchitoches"	"02"	"03"	17	172	192.0	4					165	174
"LA"	2012	"Natchitoches"	"02"	"04"	58	141	202.0	4					150	168
"LA"	2012	"Natchitoches"	"02"	"05"	47	158	207.0	4					156	175
"LA"	2012	"Natchitoches"	"02"	"06"	38	220	260.0	4					207	225
"LA"	2012	"Natchitoches"	"02"	"07"	180	30	210.0	4					64	130
"LA"	2012	"Natchitoches"	"02"	"07A"	19	14	33.0	4					18	28
"LA"	2012	"Natchitoches"	"02"	"08"	339	41	382.0	4					114	231
"LA"	2012	"Natchitoches"	"02"	"09"	64	390	459.0	4					373	417
"LA"	2012	"Natchitoches"	"03"	"01"	34	313	350.0	4					290	318
"LA"	2012	"Natchitoches"	"03"	"02"	30	132	165.0	4					124	141
"LA"	2012	"Natchitoches"	"03"	"03"	16	69	86.0	4					60	72
"LA"	2012	"Natchitoches"	"03"	"04"	82	80	164.0	4					92	116
"LA"	2012	"Natchitoches"	"03"	"05"	32	209	245.0	4					203	223
"LA"	2012	"Natchitoches"	"03"	"06"	27	261	293.0	4					243	266
"LA"	2012	"Natchitoches"	"03"	"07"	59	11	71.0	4					23	35
"LA"	2012	"Natchitoches"	"03"	"08"	105	229	338.0	4					229	285
"LA"	2012	"Natchitoches"	"03"	"09"	3	48	51.0	4					43	47
"LA"	2012	"Natchitoches"	"03"	"10"	10	51	62.0	4					47	56
"LA"	2012	"Natchitoches"	"04"	"01"	93	61	154.0	4					85	122
"LA"	2012	"Natchitoches"	"04"	"02"	243	0	243.0	4					53	128
"LA"	2012	"Natchitoches"	"04"	"03"	97	78	177.0	4					96	140
"LA"	2012	"Natchitoches"	"04"	"04"	189	173	366.0	4					215	282
"LA"	2012	"Natchitoches"	"04"	"05"	13	109	123.0	4					96	107
"LA"	2012	"Natchitoches"	"04"	"06"	25	125	159.0	4					108	130
"LA"	2012	"Natchitoches"	"04"	"07"	1	42	45.0	4					30	42
"LA"	2012	"Natchitoches"	"04"	"08"	14	104	121.0	4					99	108
"LA"	2012	"Natchitoches"	"04"	"09"	165	188	357.0	4					216	288
"LA"	2012	"Natchitoches"	"Early Voting"		1895	2354	4301.0		0	0	0	0	2726	3756
"LA"	2012	"Natchitoches"	"Provisional Votes"		0	0	0.0		0	0	0	0	0	0
"LA"	2012	"Orleans"	"01"	"01"	249	84	343.0	2	87	147	13		39	306
"LA"	2012	"Orleans"	"01"	"02"	171	53	234.0	2	69	91	8		25	213
"LA"	2012	"Orleans"	"01"	"05"	221	124	361.0	2	76	155	21		53	323
"LA"	2012	"Orleans"	"01"	"06"	220	3	223.0	2	41	132	3		5	185
"LA"	2012	"Orleans"	"02"	"01"	285	221	527.0	2	133	179	38		91	474
"LA"	2012	"Orleans"	"02"	"02"	138	47	188.0	2	42	82	3		26	163
"LA"	2012	"Orleans"	"02"	"03"	59	13	75.0	2	11	41	6		5	65
"LA"	2012	"Orleans"	"02"	"04"	492	2	496.0	2	52	356	0		13	424
"LA"	2012	"Orleans"	"02"	"06"	344	0	346.0	2	66	229	4		9	309
"LA"	2012	"Orleans"	"02"	"06A"	45	0	45.0	2	9	31	0		1	41
"LA"	2012	"Orleans"	"02"	"07"	590	6	597.0	2	237	305	4		13	566
"LA"	2012	"Orleans"	"03"	"01"	285	291	599.0	2	106	217	56		121	546
"LA"	2012	"Orleans"	"03"	"03"	27	5	32.0	2	10	12	1		3	28
"LA"	2012	"Orleans"	"03"	"05"	89	2	91.0	2	18	62	0		3	84
"LA"	2012	"Orleans"	"03"	"08"	411	18	434.0	2	97	252	7		19	384
"LA"	2012	"Orleans"	"03"	"09"	232	13	252.0	2	57	142	1		11	218
"LA"	2012	"Orleans"	"03"	"12"	494	38	559.0	2	113	315	12		21	487
"LA"	2012	"Orleans"	"03"	"14"	153	40	203.0	2	51	97	2		16	186
"LA"	2012	"Orleans"	"03"	"15"	215	19	240.0	2	51	136	3		14	208
"LA"	2012	"Orleans"	"03"	"18"	412	40	461.0	2	94	272	9		24	416
"LA"	2012	"Orleans"	"03"	"19"	346	85	459.0	2	117	208	16		33	407
"LA"	2012	"Orleans"	"03"	"20"	176	49	242.0	1		133	7		62	210
"LA"	2012	"Orleans"	"04"	"02"	499	61	569.0	2	123	259	9		41	445
"LA"	2012	"Orleans"	"04"	"03"	162	3	165.0	2	31	113	1		1	146
"LA"	2012	"Orleans"	"04"	"04"	142	5	149.0	2	31	89	1		7	129
"LA"	2012	"Orleans"	"04"	"05"	150	7	159.0	2	32	89	3		12	142
"LA"	2012	"Orleans"	"04"	"06"	82	24	118.0	2	27	56	3		10	107
"LA"	2012	"Orleans"	"04"	"07"	134	41	182.0	1		103	12		40	161
"LA"	2012	"Orleans"	"04"	"08"	210	99	341.0	1		161	20		109	314
"LA"	2012	"Orleans"	"04"	"09"	325	408	780.0	1		219	89		395	723
"LA"	2012	"Orleans"	"04"	"11"	133	187	334.0	1		90	34		172	304
"LA"	2012	"Orleans"	"04"	"14"	181	498	705.0	1		122	58		486	682
"LA"	2012	"Orleans"	"04"	"15"	185	390	604.0	1		129	61		356	558
"LA"	2012	"Orleans"	"04"	"17"	135	389	537.0	1		76	48		373	510
"LA"	2012	"Orleans"	"04"	"17A"	75	244	330.0	1		54	19		243	320
"LA"	2012	"Orleans"	"04"	"18"	141	427	586.0	1		89	41		425	562
"LA"	2012	"Orleans"	"04"	"20"	89	271	369.0	1		56	43		244	350
"LA"	2012	"Orleans"	"04"	"21"	107	259	386.0	1		77	46		230	356
"LA"	2012	"Orleans"	"04"	"22"	145	345	509.0	1		91	41		321	468
"LA"	2012	"Orleans"	"04"	"23"	110	326	457.0	1		70	37		309	424
"LA"	2012	"Orleans"	"05"	"01"	123	71	196.0	2	56	69	15		27	177
"LA"	2012	"Orleans"	"05"	"02"	127	73	208.0	2	57	69	19		29	191
"LA"	2012	"Orleans"	"05"	"03"	167	87	266.0	2	80	104	19		35	249
"LA"	2012	"Orleans"	"05"	"04"	68	0	68.0	2	9	48	1		2	60
"LA"	2012	"Orleans"	"05"	"05"	168	4	172.0	2	30	116	0		6	155
"LA"	2012	"Orleans"	"05"	"07"	294	0	294.0	2	58	195	0		7	261
"LA"	2012	"Orleans"	"05"	"08"	167	1	172.0	2	37	106	1		1	154
"LA"	2012	"Orleans"	"05"	"09"	197	7	214.0	2	49	129	1		6	196
"LA"	2012	"Orleans"	"05"	"10"	197	4	206.0	2	48	124	1		4	187
"LA"	2012	"Orleans"	"05"	"11"	198	28	239.0	2	61	133	5		13	225
"LA"	2012	"Orleans"	"05"	"12"	310	89	413.0	2	117	212	16		28	398
"LA"	2012	"Orleans"	"05"	"13"	241	118	375.0	2	112	149	16		51	346
"LA"	2012	"Orleans"	"05"	"15"	388	197	615.0	1		285	34		230	570
"LA"	2012	"Orleans"	"05"	"16"	152	111	275.0	1		112	15		118	249
"LA"	2012	"Orleans"	"05"	"17"	171	310	494.0	1		100	28		338	475
"LA"	2012	"Orleans"	"05"	"18"	196	381	597.0	1		128	43		381	562
"LA"	2012	"Orleans"	"06"	"01"	206	96	317.0	2	90	134	19		31	296
"LA"	2012	"Orleans"	"06"	"02"	267	125	409.0	2	107	178	24		49	384
"LA"	2012	"Orleans"	"06"	"04"	274	15	299.0	2	63	189	0		13	275
"LA"	2012	"Orleans"	"06"	"06"	468	12	486.0	2	67	346	2		19	441
"LA"	2012	"Orleans"	"06"	"07"	209	7	219.0	2	30	157	2		6	200
"LA"	2012	"Orleans"	"06"	"08"	237	50	308.0	2	74	155	8		17	273
"LA"	2012	"Orleans"	"06"	"09"	308	98	430.0	2	98	227	15		38	401
"LA"	2012	"Orleans"	"07"	"01"	327	84	432.0	2	118	203	16		33	391
"LA"	2012	"Orleans"	"07"	"02"	291	49	349.0	2	95	171	8		18	316
"LA"	2012	"Orleans"	"07"	"04"	233	7	247.0	2	44	160	1		10	222
"LA"	2012	"Orleans"	"07"	"05"	305	1	306.0	2	48	226	1		8	284
"LA"	2012	"Orleans"	"07"	"06"	251	15	273.0	2	33	190	9		15	252
"LA"	2012	"Orleans"	"07"	"07"	308	3	312.0	2	55	203	1		11	274
"LA"	2012	"Orleans"	"07"	"08"	372	1	373.0	2	75	251	0		10	337
"LA"	2012	"Orleans"	"07"	"09A"	207	1	208.0	2	24	150	2		4	182
"LA"	2012	"Orleans"	"07"	"10"	215	2	218.0	2	35	149	2		6	194
"LA"	2012	"Orleans"	"07"	"11"	284	7	295.0	2	66	182	1		8	265
"LA"	2012	"Orleans"	"07"	"12"	329	45	392.0	2	77	232	5		24	353
"LA"	2012	"Orleans"	"07"	"13"	270	6	280.0	2	45	188	2		5	243
"LA"	2012	"Orleans"	"07"	"14"	324	2	327.0	2	52	221	2		13	292
"LA"	2012	"Orleans"	"07"	"15"	353	6	362.0	2	66	250	2		5	325
"LA"	2012	"Orleans"	"07"	"16"	312	9	324.0	2	61	212	6		8	292
"LA"	2012	"Orleans"	"07"	"17"	269	68	342.0	2	88	173	8		36	318
"LA"	2012	"Orleans"	"07"	"18"	456	58	521.0	2	94	346	7		29	483
"LA"	2012	"Orleans"	"07"	"19"	369	11	382.0	2	65	279	2		4	357
"LA"	2012	"Orleans"	"07"	"20"	481	3	484.0	2	78	345	1		13	440
"LA"	2012	"Orleans"	"07"	"21"	366	3	371.0	2	64	253	3		13	333
"LA"	2012	"Orleans"	"07"	"23"	636	13	651.0	2	93	454	6		19	575
"LA"	2012	"Orleans"	"07"	"24"	365	4	369.0	2	99	210	2		15	327
"LA"	2012	"Orleans"	"07"	"25"	378	6	385.0	2	52	297	1		6	360
"LA"	2012	"Orleans"	"07"	"25A"	279	16	296.0	2	35	219	4		9	271
"LA"	2012	"Orleans"	"07"	"26"	462	6	468.0	2	74	342	3		4	426
"LA"	2012	"Orleans"	"07"	"27"	176	1	177.0	2	22	145	2		3	173
"LA"	2012	"Orleans"	"07"	"27B"	249	2	252.0	2	49	180	0		3	233
"LA"	2012	"Orleans"	"07"	"28"	290	19	310.0	2	50	224	3		10	290
"LA"	2012	"Orleans"	"07"	"28A"	346	3	349.0	2	56	252	4		6	321
"LA"	2012	"Orleans"	"07"	"29"	258	5	263.0	2	35	205	0		6	248
"LA"	2012	"Orleans"	"07"	"30"	483	33	518.0	2	83	373	2		17	479
"LA"	2012	"Orleans"	"07"	"32"	149	90	250.0	2	46	133	23		21	234
"LA"	2012	"Orleans"	"07"	"33"	103	34	140.0	2	25	82	8		13	133
"LA"	2012	"Orleans"	"07"	"34"	139	6	145.0	2	26	99	0		6	134
"LA"	2012	"Orleans"	"07"	"35"	465	27	496.0	2	79	363	3		13	469
"LA"	2012	"Orleans"	"07"	"37"	346	23	377.0	2	84	240	3		13	350
"LA"	2012	"Orleans"	"07"	"37A"	189	40	245.0	2	65	114	10		17	224
"LA"	2012	"Orleans"	"07"	"40"	367	126	514.0	2	110	275	17		53	477
"LA"	2012	"Orleans"	"07"	"41"	118	162	285.0	1		70	15		174	264
"LA"	2012	"Orleans"	"07"	"42"	110	189	307.0	1		83	13		181	283
"LA"	2012	"Orleans"	"08"	"01"	235	46	294.0	2	74	160	10		15	277
"LA"	2012	"Orleans"	"08"	"02"	301	37	356.0	2	109	174	3		18	324
"LA"	2012	"Orleans"	"08"	"04"	195	4	205.0	2	38	127	3		7	186
"LA"	2012	"Orleans"	"08"	"06"	317	8	334.0	2	80	201	4		10	306
"LA"	2012	"Orleans"	"08"	"07"	197	2	199.0	2	23	144	1		8	180
"LA"	2012	"Orleans"	"08"	"08"	260	7	271.0	2	58	169	3		7	244
"LA"	2012	"Orleans"	"08"	"09"	370	0	370.0	2	41	292	4		5	344
"LA"	2012	"Orleans"	"08"	"12"	495	5	504.0	2	64	370	1		14	452
"LA"	2012	"Orleans"	"08"	"13"	219	1	220.0	2	33	160	2		5	201
"LA"	2012	"Orleans"	"08"	"14"	285	2	288.0	2	55	199	1		11	268
"LA"	2012	"Orleans"	"08"	"15"	559	28	591.0	2	64	458	3		19	549
"LA"	2012	"Orleans"	"08"	"19"	519	20	544.0	2	98	366	4		20	493
"LA"	2012	"Orleans"	"08"	"20"	263	34	298.0	2	51	207	7		10	279
"LA"	2012	"Orleans"	"08"	"21"	240	73	318.0	2	50	207	10		21	298
"LA"	2012	"Orleans"	"08"	"22"	229	49	280.0	2	63	172	11		20	271
"LA"	2012	"Orleans"	"08"	"23"	301	67	379.0	2	80	238	11		26	366
"LA"	2012	"Orleans"	"08"	"24"	257	35	301.0	2	60	199	7		14	288
"LA"	2012	"Orleans"	"08"	"25"	390	27	421.0	2	70	311	4		12	404
"LA"	2012	"Orleans"	"08"	"26"	347	17	370.0	2	55	264	3		11	342
"LA"	2012	"Orleans"	"08"	"27"	290	14	312.0	2	56	216	0		8	289
"LA"	2012	"Orleans"	"08"	"28"	339	121	468.0	2	70	295	30		39	442
"LA"	2012	"Orleans"	"08"	"30"	476	22	501.0	2	84	347	2		16	453
"LA"	2012	"Orleans"	"09"	"01"	425	23	450.0	2	61	299	5		22	393
"LA"	2012	"Orleans"	"09"	"03"	241	11	253.0	2	38	181	3		12	235
"LA"	2012	"Orleans"	"09"	"03A"	123	1	125.0	2	13	97	1		2	114
"LA"	2012	"Orleans"	"09"	"04"	250	8	261.0	2	44	168	3		12	230
"LA"	2012	"Orleans"	"09"	"05"	164	4	168.0	2	18	129	1		6	154
"LA"	2012	"Orleans"	"09"	"05A"	202	0	202.0	2	28	147	0		7	184
"LA"	2012	"Orleans"	"09"	"06B"	105	0	105.0	2	14	77	1		2	94
"LA"	2012	"Orleans"	"09"	"06C"	90	1	91.0	2	10	76	0		0	86
"LA"	2012	"Orleans"	"09"	"06D"	152	0	152.0	2	15	116	0		3	136
"LA"	2012	"Orleans"	"09"	"06E"	88	1	90.0	2	18	58	0		1	79
"LA"	2012	"Orleans"	"09"	"06F"	137	0	137.0	2	18	89	1		4	115
"LA"	2012	"Orleans"	"09"	"07"	307	2	316.0	2	37	246	0		2	290
"LA"	2012	"Orleans"	"09"	"08"	156	1	157.0	2	28	112	1		1	144
"LA"	2012	"Orleans"	"09"	"08A"	210	0	212.0	2	37	148	2		3	191
"LA"	2012	"Orleans"	"09"	"09"	232	19	265.0	2	70	147	3		12	248
"LA"	2012	"Orleans"	"09"	"10"	505	12	527.0	2	68	378	4		15	477
"LA"	2012	"Orleans"	"09"	"11"	208	23	244.0	2	55	131	3		7	213
"LA"	2012	"Orleans"	"09"	"12"	303	26	349.0	2	91	194	4		18	325
"LA"	2012	"Orleans"	"09"	"13"	212	26	251.0	2	74	119	7		8	229
"LA"	2012	"Orleans"	"09"	"14"	221	12	242.0	2	66	135	3		5	221
"LA"	2012	"Orleans"	"09"	"15"	297	25	335.0	2	80	189	4		9	304
"LA"	2012	"Orleans"	"09"	"16"	253	23	297.0	2	67	161	6		12	259
"LA"	2012	"Orleans"	"09"	"17"	313	4	320.0	2	52	195	4		6	258
"LA"	2012	"Orleans"	"09"	"19"	316	10	333.0	2	73	179	7		15	280
"LA"	2012	"Orleans"	"09"	"21"	458	9	471.0	2	61	320	5		11	406
"LA"	2012	"Orleans"	"09"	"23"	253	1	254.0	2	39	172	0		9	221
"LA"	2012	"Orleans"	"09"	"25"	458	5	464.0	2	61	315	2		22	403
"LA"	2012	"Orleans"	"09"	"26"	208	1	209.0	2	40	151	1		2	194
"LA"	2012	"Orleans"	"09"	"28"	264	2	267.0	2	53	183	3		5	246
"LA"	2012	"Orleans"	"09"	"28C"	156	1	157.0	2	18	121	1		2	143
"LA"	2012	"Orleans"	"09"	"28E"	299	0	299.0	2	41	209	2		7	260
"LA"	2012	"Orleans"	"09"	"29"	125	32	159.0	2	15	104	6		21	147
"LA"	2012	"Orleans"	"09"	"30"	282	144	432.0	2	49	249	15		101	420
"LA"	2012	"Orleans"	"09"	"30A"	223	9	232.0	2	27	178	0		10	216
"LA"	2012	"Orleans"	"09"	"31"	243	3	250.0	2	26	207	3		4	241
"LA"	2012	"Orleans"	"09"	"31A"	322	3	325.0	2	47	254	0		5	307
"LA"	2012	"Orleans"	"09"	"31B"	205	0	205.0	2	21	178	0		0	201
"LA"	2012	"Orleans"	"09"	"31D"	350	2	353.0	2	36	286	2		6	331
"LA"	2012	"Orleans"	"09"	"32"	102	8	113.0	2	25	67	4		7	106
"LA"	2012	"Orleans"	"09"	"33"	555	2	558.0	2	81	397	1		17	497
"LA"	2012	"Orleans"	"09"	"34A"	343	3	346.0	2	38	268	3		8	321
"LA"	2012	"Orleans"	"09"	"35"	137	0	137.0	2	10	119	0		2	131
"LA"	2012	"Orleans"	"09"	"35A"	221	0	221.0	2	27	167	0		3	199
"LA"	2012	"Orleans"	"09"	"36"	398	3	401.0	2	64	291	3		5	365
"LA"	2012	"Orleans"	"09"	"36B"	439	1	440.0	2	60	336	3		5	406
"LA"	2012	"Orleans"	"09"	"37"	383	11	395.0	2	51	295	7		7	363
"LA"	2012	"Orleans"	"09"	"38"	218	14	233.0	2	28	174	0		12	215
"LA"	2012	"Orleans"	"09"	"38A"	295	9	305.0	2	45	224	4		6	280
"LA"	2012	"Orleans"	"09"	"39"	473	20	496.0	2	67	375	2		10	456
"LA"	2012	"Orleans"	"09"	"39B"	217	12	229.0	2	37	169	2		2	212
"LA"	2012	"Orleans"	"09"	"40"	297	17	314.0	2	48	239	5		9	303
"LA"	2012	"Orleans"	"09"	"40A"	444	20	466.0	2	66	361	5		7	443
"LA"	2012	"Orleans"	"09"	"40C"	273	30	303.0	2	62	216	5		4	290
"LA"	2012	"Orleans"	"09"	"41"	446	99	550.0	2	89	329	21		29	473
"LA"	2012	"Orleans"	"09"	"41A"	104	113	217.0	2	27	77	26		22	153
"LA"	2012	"Orleans"	"09"	"41B"	407	188	604.0	2	92	328	55		26	508
"LA"	2012	"Orleans"	"09"	"41C"	123	169	295.0	2	68	72	39		31	212
"LA"	2012	"Orleans"	"09"	"41D"	153	119	278.0	2	53	140	17		23	236
"LA"	2012	"Orleans"	"09"	"42"	605	15	622.0	2	82	456	3		13	559
"LA"	2012	"Orleans"	"09"	"42C"	502	6	511.0	2	76	384	1		9	473
"LA"	2012	"Orleans"	"09"	"43A"	486	16	503.0	2	66	388	1		11	470
"LA"	2012	"Orleans"	"09"	"43B"	290	3	296.0	2	49	218	4		8	281
"LA"	2012	"Orleans"	"09"	"43C"	499	17	518.0	2	63	411	4		12	491
"LA"	2012	"Orleans"	"09"	"43E"	236	4	241.0	2	30	186	1		7	227
"LA"	2012	"Orleans"	"09"	"43F"	289	16	308.0	2	46	240	4		8	298
"LA"	2012	"Orleans"	"09"	"43G"	321	9	330.0	2	31	270	1		5	307
"LA"	2012	"Orleans"	"09"	"43H"	97	1	98.0	2	22	59	2		4	87
"LA"	2012	"Orleans"	"09"	"43I"	273	25	299.0	2	47	209	3		19	280
"LA"	2012	"Orleans"	"09"	"43J"	244	2	246.0	2	27	190	1		6	225
"LA"	2012	"Orleans"	"09"	"43K"	342	15	360.0	2	44	253	4		23	327
"LA"	2012	"Orleans"	"09"	"43L"	302	12	315.0	2	40	243	3		7	295
"LA"	2012	"Orleans"	"09"	"43M"	441	0	441.0	2	73	303	2		17	396
"LA"	2012	"Orleans"	"09"	"43N"	337	0	337.0	2	47	268	1		7	324
"LA"	2012	"Orleans"	"09"	"44"	384	11	395.0	2	47	320	0		10	378
"LA"	2012	"Orleans"	"09"	"44A"	361	21	385.0	2	48	271	3		13	338
"LA"	2012	"Orleans"	"09"	"44B"	496	2	499.0	2	94	355	3		13	469
"LA"	2012	"Orleans"	"09"	"44D"	429	25	455.0	2	59	346	3		14	427
"LA"	2012	"Orleans"	"09"	"44E"	754	17	772.0	2	90	583	2		26	707
"LA"	2012	"Orleans"	"09"	"44F"	494	15	510.0	2	75	396	2		9	484
"LA"	2012	"Orleans"	"09"	"44G"	404	5	412.0	2	66	292	2		15	377
"LA"	2012	"Orleans"	"09"	"44I"	324	31	357.0	2	50	267	3		11	332
"LA"	2012	"Orleans"	"09"	"44J"	355	23	378.0	2	69	279	4		11	364
"LA"	2012	"Orleans"	"09"	"44L"	418	6	425.0	2	42	343	1		5	393
"LA"	2012	"Orleans"	"09"	"44M"	368	26	398.0	2	53	314	3		12	387
"LA"	2012	"Orleans"	"09"	"44N"	379	7	387.0	2	41	315	1		6	365
"LA"	2012	"Orleans"	"09"	"44O"	407	10	419.0	2	67	279	3		17	369
"LA"	2012	"Orleans"	"09"	"44P"	584	56	645.0	2	93	483	8		24	613
"LA"	2012	"Orleans"	"09"	"44Q"	434	9	444.0	2	68	337	2		11	418
"LA"	2012	"Orleans"	"09"	"45"	79	237	318.0	2	82	82	31		68	272
"LA"	2012	"Orleans"	"09"	"45A"	1	40	46.0	2	23	3	4		10	41
"LA"	2012	"Orleans"	"10"	"03"	488	34	536.0	2	129	266	8		35	456
"LA"	2012	"Orleans"	"10"	"06"	330	31	373.0	2	73	215	7		16	325
"LA"	2012	"Orleans"	"10"	"07"	168	46	227.0	2	55	110	7		22	209
"LA"	2012	"Orleans"	"10"	"08"	142	119	270.0	2	61	90	32		46	249
"LA"	2012	"Orleans"	"10"	"09"	179	148	347.0	2	77	130	22		58	319
"LA"	2012	"Orleans"	"10"	"11"	317	49	378.0	2	81	206	5		39	345
"LA"	2012	"Orleans"	"10"	"12"	280	1	283.0	2	49	198	1		3	254
"LA"	2012	"Orleans"	"10"	"13"	253	0	253.0	2	53	156	5		4	221
"LA"	2012	"Orleans"	"10"	"14"	235	0	235.0	2	23	191	0		4	218
"LA"	2012	"Orleans"	"11"	"02"	375	28	424.0	2	92	249	7		22	390
"LA"	2012	"Orleans"	"11"	"03"	184	13	203.0	2	44	122	4		8	189
"LA"	2012	"Orleans"	"11"	"04"	250	39	306.0	2	78	165	5		19	293
"LA"	2012	"Orleans"	"11"	"05"	395	141	561.0	2	134	263	15		53	511
"LA"	2012	"Orleans"	"11"	"08"	140	156	303.0	2	55	115	22		64	282
"LA"	2012	"Orleans"	"11"	"09"	293	289	608.0	2	154	215	34		114	559
"LA"	2012	"Orleans"	"11"	"10"	310	86	414.0	2	97	209	12		45	382
"LA"	2012	"Orleans"	"11"	"11"	317	8	325.0	2	54	220	2		11	293
"LA"	2012	"Orleans"	"11"	"12"	252	0	253.0	2	22	202	0		4	228
"LA"	2012	"Orleans"	"11"	"13"	210	0	210.0	2	25	146	2		7	183
"LA"	2012	"Orleans"	"11"	"14"	439	2	441.0	2	52	326	1		5	385
"LA"	2012	"Orleans"	"11"	"17"	306	2	309.0	2	54	202	1		8	266
"LA"	2012	"Orleans"	"12"	"01"	274	52	334.0	2	80	174	8		24	300
"LA"	2012	"Orleans"	"12"	"02"	291	63	365.0	2	60	213	14		30	335
"LA"	2012	"Orleans"	"12"	"03"	304	40	365.0	2	63	226	7		27	336
"LA"	2012	"Orleans"	"12"	"04"	197	60	267.0	2	62	138	13		21	253
"LA"	2012	"Orleans"	"12"	"05"	195	112	315.0	2	67	142	25		30	287
"LA"	2012	"Orleans"	"12"	"06"	197	90	297.0	2	67	145	17		35	277
"LA"	2012	"Orleans"	"12"	"07"	183	96	295.0	2	83	103	24		36	264
"LA"	2012	"Orleans"	"12"	"08"	126	78	215.0	2	52	80	9		36	201
"LA"	2012	"Orleans"	"12"	"09"	229	59	297.0	2	57	158	13		29	271
"LA"	2012	"Orleans"	"12"	"10"	167	128	305.0	2	79	116	20		38	282
"LA"	2012	"Orleans"	"12"	"11"	320	42	370.0	2	83	211	5		24	338
"LA"	2012	"Orleans"	"12"	"12"	241	27	277.0	2	61	151	6		14	237
"LA"	2012	"Orleans"	"12"	"13"	168	3	171.0	2	34	105	1		7	148
"LA"	2012	"Orleans"	"12"	"14"	299	16	320.0	2	57	217	3		11	293
"LA"	2012	"Orleans"	"12"	"16"	261	3	264.0	2	59	170	3		4	239
"LA"	2012	"Orleans"	"12"	"17"	431	28	461.0	2	73	327	4		20	428
"LA"	2012	"Orleans"	"12"	"19"	382	3	388.0	2	52	295	2		9	362
"LA"	2012	"Orleans"	"13"	"01"	264	28	295.0	2	58	176	3		16	265
"LA"	2012	"Orleans"	"13"	"02"	255	55	318.0	2	69	173	7		19	288
"LA"	2012	"Orleans"	"13"	"03"	218	72	304.0	2	56	148	13		39	273
"LA"	2012	"Orleans"	"13"	"04"	320	134	472.0	2	83	249	23		65	449
"LA"	2012	"Orleans"	"13"	"05"	309	86	411.0	2	90	209	13		36	375
"LA"	2012	"Orleans"	"13"	"06"	174	108	293.0	2	52	129	23		35	259
"LA"	2012	"Orleans"	"13"	"07"	173	111	296.0	2	59	121	19		43	274
"LA"	2012	"Orleans"	"13"	"08"	180	196	388.0	2	73	148	24		84	355
