state	year	county	precinct	g2012_BALL_tv	g2012_REG_tv	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	cd	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd2	g2012_USH_dv2	g2012_USH_rv2	g2012_USH_tv2	cd3	g2012_USH_dv3	g2012_USH_rv3	g2012_USH_tv3
"IL"	2012	"Galesburg"	"Precicnt 8"			260	76	340	17	216	116	332								
"IL"	2012	"Galesburg"	"Precicnt 9"			306	106	423	17	273	142	415								
"IL"	2012	"Gallatin"	"Asbury 1"	69	86	18	49	69	15	21	45	66								
"IL"	2012	"Gallatin"	"Bowlesville 1"	69	118	18	45	64	15	20	47	67								
"IL"	2012	"Gallatin"	"Eagle Creek 1"	116	163	33	76	113	15	36	71	107								
"IL"	2012	"Gallatin"	"Equality 1"	444	643	168	254	435	15	138	278	416								
"IL"	2012	"Gallatin"	"Gold Hill 1"	128	187	38	82	123	15	38	79	117								
"IL"	2012	"Gallatin"	"Gold Hill 2"	312	527	144	155	305	15	125	153	278								
"IL"	2012	"Gallatin"	"Gold Hill 3"	261	444	87	157	251	15	84	151	235								
"IL"	2012	"Gallatin"	"New Haven 1"	222	345	107	109	220	15	101	99	200								
"IL"	2012	"Gallatin"	"North Fork 1"	217	311	80	126	211	15	65	137	202								
"IL"	2012	"Gallatin"	"Omaha 1"	226	362	75	144	221	15	63	148	211								
"IL"	2012	"Gallatin"	"Ridgway 1"	503	695	223	260	490	15	171	291	462								
"IL"	2012	"Gallatin"	"Shawnee 1"	81	171	38	35	77	15	43	34	77								
"IL"	2012	"Greene"	"Athensville 1"	123	228	31	87	123	13	28	81	109								
"IL"	2012	"Greene"	"Bluffdale 1"	286	392	106	160	282	13	99	139	238								
"IL"	2012	"Greene"	"Carrollton 1"	433	614	178	241	429	13	147	220	367								
"IL"	2012	"Greene"	"Carrollton 2"	454	657	157	267	437	13	151	225	376								
"IL"	2012	"Greene"	"Carrollton 3"	596	836	226	343	584	13	190	313	503								
"IL"	2012	"Greene"	"Kane 1"	270	448	95	161	267	13	93	121	214								
"IL"	2012	"Greene"	"Kane 2"	129	186	45	79	128	13	45	68	113								
"IL"	2012	"Greene"	"Linder 1"	183	235	57	118	179	13	48	104	152								
"IL"	2012	"Greene"	"Patterson 1"	210	375	59	144	208	13	51	121	172								
"IL"	2012	"Greene"	"Rockbridge 1"	149	225	43	103	149	13	40	99	139								
"IL"	2012	"Greene"	"Rockbridge 2"	349	521	116	215	338	13	97	204	301								
"IL"	2012	"Greene"	"Rockbridge 3"	214	354	68	139	211	13	60	127	187								
"IL"	2012	"Greene"	"Roodhouse 1"	265	441	119	140	262	13	98	130	228								
"IL"	2012	"Greene"	"Roodhouse 2"	234	448	97	129	232	13	86	114	200								
"IL"	2012	"Greene"	"Roodhouse 3"	263	446	107	140	253	13	92	122	214								
"IL"	2012	"Greene"	"Rubicon 1"	182	246	48	121	175	13	38	117	155								
"IL"	2012	"Greene"	"Walkerville 1"	96	150	22	69	97	13	22	57	79								
"IL"	2012	"Greene"	"White Hall 1"	433	689	152	264	424	13	158	217	375								
"IL"	2012	"Greene"	"White Hall 2"	233	487	96	124	233	13	86	4	90								
"IL"	2012	"Greene"	"White Hall 3"	331	618	115	200	327	13	103	180	283								
"IL"	2012	"Greene"	"Woodville 1"	149	206	48	96	147	13	39	79	118								
"IL"	2012	"Greene"	"Wrights 2"	155	218	38	111	152	13	102	35	137								
"IL"	2012	"Grundy"	"Aux Sable 1"	692	1045	349	327	692	16	301	381	682								
"IL"	2012	"Grundy"	"Aux Sable II"	487	893	187	284	485	16	179	301	480								
"IL"	2012	"Grundy"	"Aux Sable III"	578	835	226	336	573	16	195	369	564								
"IL"	2012	"Grundy"	"Aux Sable IV"	895	1303	415	455	894	16	368	502	870								
"IL"	2012	"Grundy"	"Aux Sable V"	746	1101	423	301	743	16	373	350	723								
"IL"	2012	"Grundy"	"Aux Sable VI"	767	1084	288	465	765	16	238	506	744								
"IL"	2012	"Grundy"	"Aux Sable VII"	611	954	317	276	608	16	279	311	590								
"IL"	2012	"Grundy"	"Braceville I"	710	1022	329	356	709	16	297	389	686								
"IL"	2012	"Grundy"	"Braceville II"	501	807	252	229	497	16	221	260	481								
"IL"	2012	"Grundy"	"Braceville III"	669	985	336	306	665	16	292	352	644								
"IL"	2012	"Grundy"	"Braceville IV"	622	927	310	298	621	16	237	356	593								
"IL"	2012	"Grundy"	"Erienna I"	846	1088	269	558	840	16	201	606	807								
"IL"	2012	"Grundy"	"Erienna II"	545	653	171	363	539	16	107	422	529								
"IL"	2012	"Grundy"	"Felix I"	600	826	289	296	594	16	237	338	575								
"IL"	2012	"Grundy"	"Felix II"	552	757	226	303	550	16	198	336	534								
"IL"	2012	"Grundy"	"Felix III"	338	542	158	173	337	16	141	185	326								
"IL"	2012	"Grundy"	"Felix IV"	455	621	221	234	457	16	191	246	437								
"IL"	2012	"Grundy"	"Garfield I"	432	608	234	188	426	16	201	216	417								
"IL"	2012	"Grundy"	"Garfield II"	288	379	151	124	283	16	122	154	276								
"IL"	2012	"Grundy"	"Goodfarm I"	191	251	74	111	191	16	65	123	188								
"IL"	2012	"Grundy"	"Goose Lake I"	437	510	202	218	434	16	176	252	428								
"IL"	2012	"Grundy"	"Goose Lake II"	479	659	197	278	479	16	172	296	468								
"IL"	2012	"Grundy"	"Greenfield I"	336	437	198	125	333	16	187	139	326								
"IL"	2012	"Grundy"	"Greenfield II"	180	237	99	79	179	16	93	81	174								
"IL"	2012	"Grundy"	"Highland I"	163	221	67	90	162	16	63	96	159								
"IL"	2012	"Grundy"	"Maine I"	161	233	53	103	159	16	38	114	152								
"IL"	2012	"Grundy"	"Mazon I"	667	962	268	369	663	16	210	441	651								
"IL"	2012	"Grundy"	"Morris I"	367	587	162	195	367	16	133	224	357								
"IL"	2012	"Grundy"	"Morris II"	218	356	88	128	217	16	72	138	210								
"IL"	2012	"Grundy"	"Morris III"	344	493	185	154	343	16	145	186	331								
"IL"	2012	"Grundy"	"Morris IV"	356	522	159	184	354	16	112	229	341								
"IL"	2012	"Grundy"	"Morris V"	393	635	206	165	390	16	186	193	379								
"IL"	2012	"Grundy"	"Morris VI"	649	915	297	336	648	16	228	391	619								
"IL"	2012	"Grundy"	"Morris VII"	481	806	248	214	477	16	209	261	470								
"IL"	2012	"Grundy"	"Nettle Creek I"	278	350	95	171	278	16	78	197	275								
"IL"	2012	"Grundy"	"Norman I"	167	229	60	102	167	16	49	117	166								
"IL"	2012	"Grundy"	"Saratoga I"	552	824	237	301	550	16	202	332	534								
"IL"	2012	"Grundy"	"Saratoga II"	413	621	171	233	412	16	139	262	401								
"IL"	2012	"Grundy"	"Saratoga III"	472	660	176	276	469	16	142	318	460								
"IL"	2012	"Grundy"	"Saratoga IV"	717	977	274	420	713	16	214	484	698								
"IL"	2012	"Grundy"	"Saratoga V"	455	611	151	296	452	16	121	321	442								
"IL"	2012	"Grundy"	"Vienna I"	324	439	117	197	323	16	93	226	319								
"IL"	2012	"Grundy"	"Wauponsee I"	666	891	271	373	662	16	208	437	645								
"IL"	2012	"Grundy"	"Wauponsee II"	619	864	245	356	616	16	185	413	598								
"IL"	2012	"Hamilton"	"Beaver Creek"	125	182	20	93	119	15	37	84	121								
"IL"	2012	"Hamilton"	"Crook"	182	244	61	109	177	15	50	116	166								
"IL"	2012	"Hamilton"	"Crouch"	223	279	71	144	217	15	61	142	203								
"IL"	2012	"Hamilton"	"Dahlgren 1"	262	359	75	168	253	15	59	188	247								
"IL"	2012	"Hamilton"	"Dahlgren 2"	344	453	89	237	337	15	93	232	325								
"IL"	2012	"Hamilton"	"Flannigan"	132	206	40	87	131	15	34	93	127								
"IL"	2012	"Hamilton"	"Knights Prairie"	273	371	70	188	268	15	72	196	268								
"IL"	2012	"Hamilton"	"Mayberry"	209	323	72	131	205	15	61	136	197								
"IL"	2012	"Hamilton"	"McLeansboro 1"	372	559	137	216	369	15	118	231	349								
"IL"	2012	"Hamilton"	"McLeansboro 2"	462	655	166	269	449	15	134	296	430								
"IL"	2012	"Hamilton"	"McLeansboro 3"	545	785	185	332	532	15	158	357	515								
"IL"	2012	"Hamilton"	"McLeansboro 4"	410	626	124	263	400	15	108	269	377								
"IL"	2012	"Hamilton"	"South Crouch"	132	178	44	81	127	15	39	90	129								
"IL"	2012	"Hamilton"	"South Flannigan"	59	87	15	44	59	15	10	47	57								
"IL"	2012	"Hamilton"	"South Twigg"	72	106	27	36	69	15	28	40	68								
"IL"	2012	"Hamilton"	"Twigg"	253	333	73	168	247	15	67	166	233								
"IL"	2012	"Hancock"	"Appanoose"	240	315	103	130	238	18	83	136	219								
"IL"	2012	"Hancock"	"Augusta"	405	560	135	253	397	18	83	299	382								
"IL"	2012	"Hancock"	"Bear Creek"	173	245	47	123	172	18	33	133	166								
"IL"	2012	"Hancock"	"Carthage 1"	429	589	140	264	416	18	97	308	405								
"IL"	2012	"Hancock"	"Carthage 2"	398	520	178	210	393	18	118	251	369								
"IL"	2012	"Hancock"	"Carthage 3"	347	478	141	193	341	18	89	233	322								
"IL"	2012	"Hancock"	"Carthage 4"	276	347	108	161	273	18	73	185	258								
"IL"	2012	"Hancock"	"Chili"	297	395	83	197	288	18	67	216	283								
"IL"	2012	"Hancock"	"Dallas City"	487	638	256	213	482	18	207	243	450								
"IL"	2012	"Hancock"	"Durham"	154	210	63	86	153	18	48	96	144								
"IL"	2012	"Hancock"	"Fountain Green"	130	188	43	86	130	18	33	93	126								
"IL"	2012	"Hancock"	"Hancock"	135	179	50	82	135	18	27	96	123								
"IL"	2012	"Hancock"	"Harmony"	163	216	55	101	157	18	38	119	157								
"IL"	2012	"Hancock"	"Laharpe 1"	364	470	111	239	360	18	75	275	350								
"IL"	2012	"Hancock"	"Laharpe 2"	334	482	138	185	330	18	101	219	320								
"IL"	2012	"Hancock"	"Montebello 1"	457	552	206	224	452	18	169	256	425								
"IL"	2012	"Hancock"	"Montebello 2"	433	595	197	219	424	18	159	259	418								
"IL"	2012	"Hancock"	"Montebello 3"	461	667	235	213	459	18	204	233	437								
"IL"	2012	"Hancock"	"Montebello 4"	338	438	120	205	338	18	95	230	325								
"IL"	2012	"Hancock"	"Nauvoo"	514	634	195	309	510	18	146	345	491								
"IL"	2012	"Hancock"	"Pilot Grove"	160	217	65	88	159	18	46	105	151								
"IL"	2012	"Hancock"	"Pontoosuc"	169	234	88	68	166	18	78	80	158								
"IL"	2012	"Hancock"	"Prairie"	200	264	63	133	200	18	41	152	193								
"IL"	2012	"Hancock"	"Rock Creek"	202	273	61	132	198	18	35	149	184								
"IL"	2012	"Hancock"	"Rocky Run"	99	125	14	83	99	18	10	87	97								
"IL"	2012	"Hancock"	"Sonora"	277	340	69	184	269	18	56	201	257								
"IL"	2012	"Hancock"	"St Albans"	147	211	51	93	146	18	32	104	136								
"IL"	2012	"Hancock"	"St Marys"	262	363	104	151	260	18	58	185	243								
"IL"	2012	"Hancock"	"Walker "	177	250	36	136	174	18	31	142	173								
"IL"	2012	"Hancock"	"Warsaw 1"	183	261	100	74	179	18	82	92	174								
"IL"	2012	"Hancock"	"Warsaw 2"	270	406	150	104	264	18	124	137	261								
"IL"	2012	"Hancock"	"Warsaw 3"	346	465	168	165	344	18	151	180	331								
"IL"	2012	"Hancock"	"Wilcox"	95	125	35	59	95	18	28	64	92								
"IL"	2012	"Hancock"	"Wythe"	153	175	42	108	150	18	25	120	145								
"IL"	2012	"Hardin"	"Cave in Rock"	438	649	125	286	420	15	129	288	417								
"IL"	2012	"Hardin"	"McFarlan"	407	581	123	253	393	15	124	257	381								
"IL"	2012	"Hardin"	"Monroe"	380	526	92	260	358	15	105	264	369								
"IL"	2012	"Hardin"	"Rock"	224	330	80	133	217	15	85	121	206								
"IL"	2012	"Hardin"	"Rosiclare"	636	974	215	384	611	15	181	412	593								
"IL"	2012	"Hardin"	"Stone Church"	336	468	107	219	331	15	100	217	317								
"IL"	2012	"Henderson"	"Bald Bluff"	135	191	78	56	135	17	67	66	133								
"IL"	2012	"Henderson"	"Biggsville"	291	397	148	134	287	17	113	171	284								
"IL"	2012	"Henderson"	"Carman"	158	204	97	55	154	17	86	69	155								
"IL"	2012	"Henderson"	"Gladstone 1"	286	394	178	98	283	17	152	123	275								
"IL"	2012	"Henderson"	"Gladstone 2"	222	308	146	68	218	17	133	85	218								
"IL"	2012	"Henderson"	"Lomax"	386	558	220	140	367	17	180	188	368								
"IL"	2012	"Henderson"	"Media"	221	293	114	103	218	17	91	119	210								
"IL"	2012	"Henderson"	"Oquawka 1"	289	431	166	114	286	17	158	115	273								
"IL"	2012	"Henderson"	"Oquawka 2"	660	953	425	216	656	17	363	274	637								
"IL"	2012	"Henderson"	"Raritan"	163	199	57	102	160	17	45	116	161								
"IL"	2012	"Henderson"	"Rozetta"	158	186	36	117	156	17	24	133	157								
"IL"	2012	"Henderson"	"Stronghurst"	537	747	262	259	530	17	227	300	527								
"IL"	2012	"Henderson"	"Terre Haute"	133	158	51	79	132	17	42	91	133								
"IL"	2012	"Henry"	"Alba"	125	154	65	56	122	17	53	68	121								
"IL"	2012	"Henry"	"Andover"	532	698	229	292	531	17	200	314	514								
"IL"	2012	"Henry"	"Annawan"	583	840	305	262	576	17	255	308	563								
"IL"	2012	"Henry"	"Atkinson"	700	988	382	293	695	17	331	354	685								
"IL"	2012	"Henry"	"Burns"	166	234	75	86	166	17	60	103	163								
"IL"	2012	"Henry"	"Cambridge 1"	615	946	337	258	610	17	277	321	598								
"IL"	2012	"Henry"	"Cambridge 2"	551	782	268	264	545	17	211	333	544								
"IL"	2012	"Henry"	"Clover"	482	688	231	236	476	17	195	277	472								
"IL"	2012	"Henry"	"Colona 1"	960	1247	387	542	955	17	355	593	948								
"IL"	2012	"Henry"	"Colona 2"	626	1013	428	180	620	17	397	223	620								
"IL"	2012	"Henry"	"Colona 3"	450	730	261	169	447	17	249	196	445								
"IL"	2012	"Henry"	"Colona 4"	497	807	323	158	492	17	292	198	490								
"IL"	2012	"Henry"	"Colona 5"	824	1208	458	344	818	17	382	433	815								
"IL"	2012	"Henry"	"Cornwall"	169	232	57	110	168	17	46	119	165								
"IL"	2012	"Henry"	"Edford"	387	493	152	221	383	17	124	259	383								
"IL"	2012	"Henry"	"Galva 1"	456	740	251	192	453	17	196	250	446								
"IL"	2012	"Henry"	"Galva 2"	319	495	182	129	318	17	143	162	305								
"IL"	2012	"Henry"	"Galva 3"	549	750	285	245	543	17	254	290	544								
"IL"	2012	"Henry"	"Geneseo 1"	822	1064	379	428	816	17	314	486	800								
"IL"	2012	"Henry"	"Geneseo 2"	707	1043	306	384	704	17	259	433	692								
"IL"	2012	"Henry"	"Geneseo 3"	403	620	186	208	401	17	161	238	399								
"IL"	2012	"Henry"	"Geneseo 4"	989	1345	402	558	984	17	339	640	979								
"IL"	2012	"Henry"	"Geneseo 5"	686	873	256	422	685	17	222	456	678								
"IL"	2012	"Henry"	"Geneseo 6"	552	705	180	366	550	17	148	395	543								
"IL"	2012	"Henry"	"Hanna 1"	706	975	321	364	702	17	279	420	699								
"IL"	2012	"Henry"	"Hanna 2"	667	892	261	396	665	17	220	434	654								
"IL"	2012	"Henry"	"Kewanee 1"	309	568	211	86	305	17	181	119	300								
"IL"	2012	"Henry"	"Kewanee 10"	322	553	218	98	320	17	184	122	306								
"IL"	2012	"Henry"	"Kewanee 11"	377	507	226	145	374	17	191	174	365								
"IL"	2012	"Henry"	"Kewanee 2"	363	733	234	109	352	17	223	127	350								
"IL"	2012	"Henry"	"Kewanee 3"	428	688	272	139	423	17	223	186	409								
"IL"	2012	"Henry"	"Kewanee 4"	241	449	169	64	238	17	156	77	233								
"IL"	2012	"Henry"	"Kewanee 5"	177	377	126	41	174	17	113	54	167								
"IL"	2012	"Henry"	"Kewanee 6"	283	582	211	61	281	17	189	82	271								
"IL"	2012	"Henry"	"Kewanee 7"	303	574	208	85	302	17	183	105	288								
"IL"	2012	"Henry"	"Kewanee 8"	364	694	230	124	358	17	202	153	355								
"IL"	2012	"Henry"	"Kewanee 9"	367	669	248	102	363	17	219	131	350								
"IL"	2012	"Henry"	"Loraine"	172	218	58	109	171	17	49	121	170								
"IL"	2012	"Henry"	"Lynn"	414	565	178	223	411	17	156	249	405								
"IL"	2012	"Henry"	"Munson"	202	276	61	137	200	17	49	148	197								
"IL"	2012	"Henry"	"Osco"	298	373	94	198	297	17	76	218	294								
"IL"	2012	"Henry"	"Oxford"	644	900	317	313	638	17	261	371	632								
"IL"	2012	"Henry"	"Phenix"	970	1263	392	561	965	17	328	622	950								
"IL"	2012	"Henry"	"Weller"	240	314	113	125	239	17	95	141	236								
"IL"	2012	"Henry"	"Western 1"	534	727	262	256	532	17	235	285	520								
"IL"	2012	"Henry"	"Western 2"	447	605	209	227	445	17	189	249	438								
"IL"	2012	"Henry"	"Western 3"	619	870	248	347	613	17	220	378	598								
"IL"	2012	"Henry"	"Wethersfield 1"	445	660	219	212	442	17	194	235	429								
"IL"	2012	"Henry"	"Wethersfield 2"	534	893	286	238	530	17	244	268	512								
"IL"	2012	"Henry"	"Wethersfield 3"	359	553	208	140	354	17	192	157	349								
"IL"	2012	"Henry"	"Wethersfield 4"	461	734	280	172	456	17	240	206	446								
"IL"	2012	"Henry"	"Yorktown"	198	279	87	108	197	17	72	122	194								
"IL"	2012	"Iroquois"	"Artesia"	450	620	72	364	443	16	67	372	439								
"IL"	2012	"Iroquois"	"Ash Grove"	390	527	76	304	389	16	61	323	384								
"IL"	2012	"Iroquois"	"Ashkum 1"	497	709	94	396	495	16	60	432	492								
"IL"	2012	"Iroquois"	"Ashkum 2"	210	294	49	157	210	16	41	167	208								
"IL"	2012	"Iroquois"	"Beaver Creek"	215	341	64	143	214	16	43	166	209								
"IL"	2012	"Iroquois"	"Beaverville"	214	364	83	127	213	16	70	140	210								
"IL"	2012	"Iroquois"	"Belmont 1"	188	276	71	110	187	16	58	124	182								
"IL"	2012	"Iroquois"	"Belmont 2"	583	801	167	406	583	16	118	456	574								
"IL"	2012	"Iroquois"	"Belmont 3"	469	667	130	329	467	16	83	376	459								
"IL"	2012	"Iroquois"	"Chebanse 1"	798	1150	220	553	792	16	160	621	781								
"IL"	2012	"Iroquois"	"Chebanse 2"	541	787	164	367	540	16	135	395	530								
"IL"	2012	"Iroquois"	"Concord"	235	353	59	168	234	16	42	187	229								
"IL"	2012	"Iroquois"	"Crescent"	327	453	53	268	324	16	40	283	323								
"IL"	2012	"Iroquois"	"Danforth"	419	576	61	346	414	16	51	359	410								
"IL"	2012	"Iroquois"	"Douglas 1"	597	835	158	428	593	16	117	464	581								
"IL"	2012	"Iroquois"	"Douglas 2"	330	487	104	215	329	16	62	262	324								
"IL"	2012	"Iroquois"	"Fountain Creek"	175	236	34	137	174	16	34	139	173								
"IL"	2012	"Iroquois"	"Iroquois"	310	419	70	232	307	16	49	257	306								
"IL"	2012	"Iroquois"	"Loda"	731	1012	188	530	728	16	154	553	707								
"IL"	2012	"Iroquois"	"Lovejoy"	190	256	51	135	189	16	47	138	185								
"IL"	2012	"Iroquois"	"Martinton"	433	645	135	285	432	16	101	318	419								
"IL"	2012	"Iroquois"	"Middleport 1"	386	619	144	232	384	16	110	251	361								
"IL"	2012	"Iroquois"	"Middleport 2"	496	893	165	311	487	16	129	347	476								
"IL"	2012	"Iroquois"	"Middleport 3"	338	518	96	231	336	16	80	248	328								
"IL"	2012	"Iroquois"	"Middleport 4"	247	364	75	167	246	16	57	182	239								
"IL"	2012	"Iroquois"	"Milford 1"	421	636	129	276	420	16	103	307	410								
"IL"	2012	"Iroquois"	"Milford 2"	279	427	117	150	278	16	85	183	268								
"IL"	2012	"Iroquois"	"Milks Grove"	116	145	21	89	115	16	12	99	111								
"IL"	2012	"Iroquois"	"Onarga 1"	191	320	65	117	190	16	59	123	182								
"IL"	2012	"Iroquois"	"Onarga 2"	383	595	113	265	382	16	71	297	368								
"IL"	2012	"Iroquois"	"Papineau"	220	340	47	164	220	16	39	175	214								
"IL"	2012	"Iroquois"	"Pigeon Grove"	591	800	86	500	590	16	62	509	571								
"IL"	2012	"Iroquois"	"Prairie Green"	90	120	20	62	89	16	20	68	88								
"IL"	2012	"Iroquois"	"Ridgeland"	152	234	31	120	151	16	19	126	145								
"IL"	2012	"Iroquois"	"Sheldon 1"	270	425	94	163	268	16	67	189	256								
"IL"	2012	"Iroquois"	"Sheldon 2"	278	434	80	184	275	16	61	207	268								
"IL"	2012	"Iroquois"	"Stockland"	121	182	27	89	120	16	20	97	117								
"IL"	2012	"Jackson"	"Bradley Ava"	390	622	120	247	378	12	149	207	356								
"IL"	2012	"Jackson"	"Bradley Campbell Hill"	423	566	151	245	415	12	191	191	382								
"IL"	2012	"Jackson"	"Carbondale 1"	524	878	306	197	521	12	276	185	461								
"IL"	2012	"Jackson"	"Carbondale 10"	280	433	183	85	280	12	165	82	247								
"IL"	2012	"Jackson"	"Carbondale 11"	327	776	259	48	326	12	212	51	263								
"IL"	2012	"Jackson"	"Carbondale 12"	466	793	320	100	459	12	293	87	380								
"IL"	2012	"Jackson"	"Carbondale 13"	542	721	395	121	539	12	365	114	479								
"IL"	2012	"Jackson"	"Carbondale 14"	545	757	357	170	544	12	338	158	496								
"IL"	2012	"Jackson"	"Carbondale 15"	421	612	249	157	416	12	239	144	383								
"IL"	2012	"Jackson"	"Carbondale 16"	391	630	236	137	389	12	214	129	343								
"IL"	2012	"Jackson"	"Carbondale 18"	468	1150	337	115	466	12	293	114	407								
"IL"	2012	"Jackson"	"Carbondale 19"	497	866	261	216	495	12	230	200	430								
"IL"	2012	"Jackson"	"Carbondale 2"	360	958	322	27	358	12	288	32	320								
"IL"	2012	"Jackson"	"Carbondale 20"	327	483	181	128	324	12	166	121	287								
"IL"	2012	"Jackson"	"Carbondale 21"	722	1652	615	87	721	12	538	93	631								
"IL"	2012	"Jackson"	"Carbondale 22"	181	592	143	32	181	12	128	26	154								
"IL"	2012	"Jackson"	"Carbondale 23"	814	1770	719	75	814	12	634	66	700								
"IL"	2012	"Jackson"	"Carbondale 24"	556	1246	412	125	556	12	365	123	488								
"IL"	2012	"Jackson"	"Carbondale 25"	352	894	233	92	352	12	192	98	290								
"IL"	2012	"Jackson"	"Carbondale 26"	309	769	242	53	308	12	205	48	253								
"IL"	2012	"Jackson"	"Carbondale 4"	427	971	379	28	424	12	333	33	366								
"IL"	2012	"Jackson"	"Carbondale 5"	323	576	312	2	319	12	282	10	292								
"IL"	2012	"Jackson"	"Carbondale 6"	464	867	327	97	463	12	280	86	366								
"IL"	2012	"Jackson"	"Carbondale 7"	223	549	121	90	221	12	111	75	186								
"IL"	2012	"Jackson"	"Carbondale 8"	543	777	325	196	536	12	303	174	477								
"IL"	2012	"Jackson"	"Carbondale 9"	338	673	238	76	337	12	188	63	251								
"IL"	2012	"Jackson"	"Degognia"	73	101	33	39	73	12	34	31	65								
"IL"	2012	"Jackson"	"Desoto 1"	553	927	201	333	549	12	225	274	499								
"IL"	2012	"Jackson"	"Desoto 2"	385	683	138	223	379	12	141	199	340								
"IL"	2012	"Jackson"	"Elk 1"	477	789	186	270	470	12	198	235	433								
"IL"	2012	"Jackson"	"Elk 3"	297	492	100	183	292	12	108	165	273								
"IL"	2012	"Jackson"	"Fountain Bluff"	120	163	34	82	118	12	41	69	110								
"IL"	2012	"Jackson"	"Grand Tower"	259	459	136	106	252	12	144	89	233								
"IL"	2012	"Jackson"	"Kinkaid"	233	363	79	138	229	12	87	117	204								
"IL"	2012	"Jackson"	"Levan"	485	674	131	335	481	12	163	290	453								
"IL"	2012	"Jackson"	"Makanda 1"	672	919	338	304	668	12	316	274	590								
"IL"	2012	"Jackson"	"Makanda 2"	488	744	261	202	487	12	254	182	436								
"IL"	2012	"Jackson"	"Makanda 3"	574	890	266	283	571	12	243	258	501								
"IL"	2012	"Jackson"	"Makanda 4"	575	818	343	213	572	12	321	191	512								
"IL"	2012	"Jackson"	"Murphysboro 1"	461	872	255	187	455	12	223	176	399								
"IL"	2012	"Jackson"	"Murphysboro 10"	355	466	158	180	349	12	156	171	327								
"IL"	2012	"Jackson"	"Murphysboro 12"	402	584	131	247	398	12	132	219	351								
"IL"	2012	"Jackson"	"Murphysboro 2"	260	556	150	99	257	12	149	83	232								
"IL"	2012	"Jackson"	"Murphysboro 3"	596	909	284	288	590	12	268	267	535								
"IL"	2012	"Jackson"	"Murphysboro 4"	444	612	184	245	442	12	181	222	403								
"IL"	2012	"Jackson"	"Murphysboro 5"	358	753	194	130	356	12	171	129	300								
"IL"	2012	"Jackson"	"Murphysboro 6"	349	601	152	179	345	12	141	156	297								
"IL"	2012	"Jackson"	"Murphysboro 7"	408	761	215	164	402	12	208	153	361								
"IL"	2012	"Jackson"	"Murphysboro 8"	475	733	185	272	470	12	190	240	430								
"IL"	2012	"Jackson"	"Murphysboro 9"	471	769	205	240	464	12	204	214	418								
"IL"	2012	"Jackson"	"Ora"	259	372	75	175	254	12	88	143	231								
"IL"	2012	"Jackson"	"Pomona"	374	587	174	182	372	12	176	154	330								
"IL"	2012	"Jackson"	"Sand Ridge"	333	573	117	202	327	12	129	161	290								
"IL"	2012	"Jackson"	"Somerset 1"	492	768	167	305	492	12	171	264	435								
"IL"	2012	"Jackson"	"Somerset 2"	567	838	225	321	560	12	240	265	505								
"IL"	2012	"Jackson"	"Somerset 3"	530	870	227	282	526	12	245	225	470								
"IL"	2012	"Jackson"	"Somerset 4"	381	567	124	238	377	12	136	217	353								
"IL"	2012	"Jackson"	"Vergennes"	388	557	108	271	385	12	133	227	360								
"IL"	2012	"Jasper"	"Crooked Creek"	383	527	93	279	379	15	85	280	365								
"IL"	2012	"Jasper"	"Fox"	243	343	67	165	240	15	67	168	235								
"IL"	2012	"Jasper"	"Grandville"	185	249	46	136	184	15	40	143	183								
"IL"	2012	"Jasper"	"Grove"	363	461	46	297	357	15	51	299	350								
"IL"	2012	"Jasper"	"Hunt City"	131	175	38	91	131	15	35	87	122								
"IL"	2012	"Jasper"	"North Muddy"	426	656	77	336	417	15	74	339	413								
"IL"	2012	"Jasper"	"STE Marie 1"	226	310	56	164	225	15	43	173	216								
"IL"	2012	"Jasper"	"STE Marie 2"	57	88	23	29	57	15	20	34	54								
"IL"	2012	"Jasper"	"Smallwood"	252	310	666	177	849	15	59	187	246								
"IL"	2012	"Jasper"	"South Muddy"	184	237	61	118	183	15	59	117	176								
"IL"	2012	"Jasper"	"Wade 1"	597	897	193	388	594	15	164	405	569								
"IL"	2012	"Jasper"	"Wade 2"	419	540	120	290	415	15	114	293	407								
"IL"	2012	"Jasper"	"Wade 3"	492	650	153	316	480	15	133	340	473								
"IL"	2012	"Jasper"	"Wade 4"	368	489	127	226	360	15	123	223	346								
"IL"	2012	"Jasper"	"Wade 5"	533	725	189	327	523	15	151	356	507								
"IL"	2012	"Jasper"	"Willow Hill"	262	380	81	175	259	15	76	176	252								
"IL"	2012	"Jefferson"	"Bald Hill"	379	522	154	212	373	12	171	174	345								
"IL"	2012	"Jefferson"	"Blissville"	211	297	70	137	210	12	79	115	194								
"IL"	2012	"Jefferson"	"Casner"	627	864	189	406	611	12	214	354	568								
"IL"	2012	"Jefferson"	"Dodds 1"	710	966	221	455	696	12	260	374	634								
"IL"	2012	"Jefferson"	"Dodds 2"	496	802	175	294	482	12	188	241	429								
"IL"	2012	"Jefferson"	"Elk Prairie"	332	502	133	192	327	12	156	146	302								
"IL"	2012	"Jefferson"	"Farrington"	295	409	82	206	292	12	90	172	262								
"IL"	2012	"Jefferson"	"Field"	779	1053	255	493	772	12	291	405	696								
"IL"	2012	"Jefferson"	"Grand Prairie"	390	616	136	240	386	12	141	214	355								
"IL"	2012	"Jefferson"	"McClellan"	684	907	224	428	676	12	267	351	618								
