state	year	county	precinct	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	g2012_USH_rv	g2012_USH_dv	g2012_USH_tv
"SD"	2012	"Minnehaha"	"VP-15 (Brandon Fire Station)"	550	837	1412	786	609	1395
"SD"	2012	"Minnehaha"	"VP-16 (Crooks Community Center)"	397	567	980	528	443	971
"SD"	2012	"Minnehaha"	"VP-17 (Wall Lake Township Hall)"	237	396	649	393	254	647
"SD"	2012	"Minnehaha"	"VP-2 (Split Rock Fire Station)"	611	1269	1913	1215	682	1897
"SD"	2012	"Minnehaha"	"VP-21 (Lutheran Church of Dell Rapids)"	404	685	1116	664	438	1102
"SD"	2012	"Minnehaha"	"VP-3 (Brandon Fire Station)"	770	1455	2263	1394	810	2204
"SD"	2012	"Minnehaha"	"VP-4 (Mapleton Township Hall)"	489	611	1115	578	531	1109
"SD"	2012	"Minnehaha"	"VP-5 (Brandon Fire Station)"	538	814	1380	797	566	1363
"SD"	2012	"Minnehaha"	"VP-6 (MariCar Community Center)"	219	345	577	319	266	585
"SD"	2012	"Minnehaha"	"VP-7 (Hartford Senior Citizens Center)"	636	827	1509	820	683	1503
"SD"	2012	"Minnehaha"	"VP-8 (Humboldt Community Center)"	239	420	685	425	263	688
"SD"	2012	"Minnehaha"	"VP-9 (Baltic Fire Station)"	481	701	1205	673	522	1195
"SD"	2012	"Moody"	"#1 - Extension (Flandreau Extension Building)"	312	219	545	216	333	549
"SD"	2012	"Moody"	"#2 - Ct House (Moody County Courthouse-1st Floor)"	337	189	536	200	345	545
"SD"	2012	"Moody"	"#3 - Trent (Trent Fire Hall)"	209	347	567	355	209	564
"SD"	2012	"Moody"	"#3/4B - Extension (Flandreau Extension Building)"	155	194	356	193	163	356
"SD"	2012	"Moody"	"#4 - Egan (Egan Senior Citizens Building)"	155	204	365	205	153	358
"SD"	2012	"Moody"	"#5 - Colman (Colman Community Center)"	261	382	664	380	287	667
"SD"	2012	"Pennington"	"1-1 (First Assembly of God Church)"	401	835	1267	826	421	1247
"SD"	2012	"Pennington"	"1-2 (St Paul's Ev Lutheran School)"	675	1199	1923	1207	712	1919
"SD"	2012	"Pennington"	"1-3 (Grandview School)"	730	1622	2384	1590	767	2357
"SD"	2012	"Pennington"	"1-4 (West River Elec Assn)"	233	435	685	429	251	680
"SD"	2012	"Pennington"	"2-1 (Rapid City Public Library)"	62	58	123	71	51	122
"SD"	2012	"Pennington"	"2-2 (Bethel Assembly of God Church (Atrium))"	52	72	127	65	59	124
"SD"	2012	"Pennington"	"2-3 (Walter Taylor 4H Bldg (Fairgrounds))"	473	698	1224	734	479	1213
"SD"	2012	"Pennington"	"2-4 (South Middle School)"	1011	1134	2226	1207	990	2197
"SD"	2012	"Pennington"	"2-5 (Rapid City Public Library)"	96	89	199	92	99	191
"SD"	2012	"Pennington"	"3-1 (Jackson Heights Highrise)"	257	426	700	436	260	696
"SD"	2012	"Pennington"	"3-2 (Calvary Lutheran Church)"	776	2078	2895	2016	859	2875
"SD"	2012	"Pennington"	"3-3 (Southwest Middle School)"	233	468	720	458	252	710
"SD"	2012	"Pennington"	"3-4 (Meadowbrook School)"	1072	1903	3036	1907	1102	3009
"SD"	2012	"Pennington"	"4-1 (Horace Mann School)"	173	237	423	247	167	414
"SD"	2012	"Pennington"	"4-2 (Bethel Assembly of God Church (Atrium))"	593	754	1380	779	574	1353
"SD"	2012	"Pennington"	"4-3 (Lakota Homes Community Center)"	439	594	1063	594	464	1058
"SD"	2012	"Pennington"	"4-4 (General Beadle School)"	539	453	1016	495	508	1003
"SD"	2012	"Pennington"	"4-5 (Atonement Lutheran Church)"	137	251	397	252	139	391
"SD"	2012	"Pennington"	"5-1 (Horace Mann School)"	265	378	651	377	271	648
"SD"	2012	"Pennington"	"5-2 (Canyon Lake Senior Center)"	740	1048	1837	1073	745	1818
"SD"	2012	"Pennington"	"5-3 (Pinedale School)"	769	1380	2200	1373	810	2183
"SD"	2012	"Pennington"	"5-4 (West Park Apartments)"	733	785	1559	777	768	1545
"SD"	2012	"Pennington"	"BE (Box Elder VFD)"	379	748	1165	784	367	1151
"SD"	2012	"Pennington"	"CA (Caputa Community Center)"	72	335	418	334	83	417
"SD"	2012	"Pennington"	"CL (Canyon Lake Senior Center)"	151	311	470	302	166	468
"SD"	2012	"Pennington"	"CR (Creighton Community Hall)"	5	55	62	54	8	62
"SD"	2012	"Pennington"	"DT (Doty VFD)"	262	674	951	677	272	949
"SD"	2012	"Pennington"	"EL (Box Elder VFD)"	108	179	294	187	102	289
"SD"	2012	"Pennington"	"HC (Hill City Senior Center)"	306	750	1094	769	320	1089
"SD"	2012	"Pennington"	"HR (Rapid City Christian School at Hart Ranch)"	67	265	344	263	79	342
"SD"	2012	"Pennington"	"JS (Johnson Siding Community Center)"	334	897	1252	893	352	1245
"SD"	2012	"Pennington"	"KY (Keystone Community Center)"	141	354	510	358	147	505
"SD"	2012	"Pennington"	"NH (Atonement Lutheran Church)"	537	1161	1735	1114	494	1608
"SD"	2012	"Pennington"	"NU (New Underwood Community Center)"	115	434	561	438	121	559
"SD"	2012	"Pennington"	"QU (Quinn Community Center)"	24	149	178	151	26	177
"SD"	2012	"Pennington"	"RH (Rochford VFD)"	20	43	64	41	22	63
"SD"	2012	"Pennington"	"RK (Rockerville VFD)"	368	1039	1440	1036	370	1406
"SD"	2012	"Pennington"	"RV (Rapid Valley School)"	381	752	1175	765	391	1156
"SD"	2012	"Pennington"	"SC (Scenic Community Center)"	14	64	79	69	11	80
"SD"	2012	"Pennington"	"VF (Rapid Valley Fire VFD)"	217	455	698	468	224	692
"SD"	2012	"Pennington"	"VS (Rapid Valley Sanitary District)"	269	566	865	588	270	858
"SD"	2012	"Pennington"	"VV (Valley View School)"	326	611	963	629	332	961
"SD"	2012	"Pennington"	"WL (Wall Community Center)"	107	314	428	327	102	429
"SD"	2012	"Pennington"	"WP (Whispering Pines VFD)"	447	1115	1599	1102	490	1592
"SD"	2012	"Pennington"	"WS (Wasta Community Center)"	16	64	84	64	19	83
"SD"	2012	"Perkins"	"Beckman Mem Church Pct #7 (Beckman Memorial Church)"	8	103	112	102	11	113
"SD"	2012	"Perkins"	"Beeler Com Ctr Precinct #1 (Beeler Community Building)"	90	195	303	186	102	288
"SD"	2012	"Perkins"	"Beeler Com Ctr Precinct #3 (Beeler Community Building)"	71	193	272	189	79	268
"SD"	2012	"Perkins"	"Beeler Com Ctr Precinct #4 (Beeler Community Building)"	19	45	66	49	16	65
"SD"	2012	"Perkins"	"Beeler Com Ctr Precinct #5 (Beeler Community Building)"	27	99	134	105	29	134
"SD"	2012	"Perkins"	"Bison Precinct #12 (Bentley Memorial Building)"	53	268	334	266	65	331
"SD"	2012	"Perkins"	"Faith Com Center Precinct #8 (Faith Community Center)"	4	54	58	52	7	59
"SD"	2012	"Perkins"	"Indian Creek Precinct #6 (Indian Creek Church)"	22	95	126	100	26	126
"SD"	2012	"Perkins"	"Lodgepole Precinct #2 (Lodgepole Hall)"	22	82	109	81	28	109
"SD"	2012	"Perkins"	"Zeona Church Precinct #9 (Zeona Church)"	3	71	76	67	6	73
"SD"	2012	"Potter"	"23 (Including: 25, 26, 27) (Gettysburg Legion Annex)"	200	581	788	547	237	784
"SD"	2012	"Potter"	"35 (Including: 36) (Hoven American Legion)"	68	269	342	243	97	340
"SD"	2012	"Potter"	"Absentee Precinct"	71	179	251	162	83	245
"SD"	2012	"Roberts"	"1 (Claire City Community Center)"	84	82	166	83	80	163
"SD"	2012	"Roberts"	"10 (Roberts County 4-H Building)"	208	75	283	84	198	282
"SD"	2012	"Roberts"	"11 (St. Peters Hall)"	449	329	788	352	438	790
"SD"	2012	"Roberts"	"12 (St. Peters Hall)"	133	93	229	93	128	221
"SD"	2012	"Roberts"	"13 (St. Peters Hall)"	219	133	358	156	204	360
"SD"	2012	"Roberts"	"14 (St. Peters Hall)"	84	66	152	60	91	151
"SD"	2012	"Roberts"	"2 (Corona Community Center)"	148	269	428	266	159	425
"SD"	2012	"Roberts"	"3 (New Effington Community Center)"	109	101	218	118	104	222
"SD"	2012	"Roberts"	"4 (Ortley Senior Citizens Center)"	54	29	83	35	47	82
"SD"	2012	"Roberts"	"5 (Peever Lutheran Church)"	288	123	413	143	272	415
"SD"	2012	"Roberts"	"6 (Rosholt Community Center)"	118	173	305	195	110	305
"SD"	2012	"Roberts"	"7 (Rosholt Community Center)"	112	138	252	148	104	252
"SD"	2012	"Roberts"	"8 (Summit Fire Hall)"	69	38	112	35	78	113
"SD"	2012	"Roberts"	"9 (Wilmot Community Center)"	227	234	469	249	219	468
"SD"	2012	"Sanborn"	"#1 (Artesian Community Center)"	97	159	264	156	109	265
"SD"	2012	"Sanborn"	"#2 (Letcher Community Center)"	101	206	318	211	106	317
"SD"	2012	"Sanborn"	"#4 (Woonsocket Community Center)"	107	163	282	166	118	284
"SD"	2012	"Sanborn"	"#5 (Woonsocket Community Center)"	84	160	251	160	92	252
"SD"	2012	"Shannon"	"Batesland (Bateland Fire Hall)"	104	40	148	52	96	148
"SD"	2012	"Shannon"	"Cuny Table (Red Shirt School)"	46	13	59	17	38	55
"SD"	2012	"Shannon"	"Kyle (Cap Office Kyle)"	477	19	497	78	417	495
"SD"	2012	"Shannon"	"Manderson (Cap Office Manderson)"	238	6	246	42	200	242
"SD"	2012	"Shannon"	"Oglala (Cap Office Oglala)"	443	30	476	86	382	468
"SD"	2012	"Shannon"	"Pine Ridge 1 (Billy Mills Hall)"	670	24	699	80	609	689
"SD"	2012	"Shannon"	"Pine Ridge 3 (Billy Mills Hall)"	460	30	493	73	410	483
"SD"	2012	"Shannon"	"Porcupine (Brotherhood Clinic)"	422	15	439	58	378	436
"SD"	2012	"Shannon"	"Rockyford (Singing Horse Trading Post)"	77	11	88	18	69	87
"SD"	2012	"Spink"	"#1 (Doland Senior Citizen Center)"	141	262	414	259	158	417
"SD"	2012	"Spink"	"#10 (Redfield National Guard Armory)"	262	243	516	236	280	516
"SD"	2012	"Spink"	"#3 (Tulare Community Hall)"	114	204	326	201	127	328
"SD"	2012	"Spink"	"#4 (Redfield National Guard Armory)"	109	178	292	177	116	293
"SD"	2012	"Spink"	"#5 (Frankfort Community Center)"	90	98	190	99	93	192
"SD"	2012	"Spink"	"#6 (Ashton Community Hall)"	59	72	133	66	68	134
"SD"	2012	"Spink"	"#7 (Northwestern United Methodist Church)"	191	267	468	236	233	469
"SD"	2012	"Spink"	"#8 (Conde Community Center)"	70	79	155	68	87	155
"SD"	2012	"Spink"	"#9 (Redfield National Guard Armory)"	264	267	547	283	269	552
"SD"	2012	"Stanley"	"#1 Fort Pierre (Community Youth Involved Center)"	411	917	1367	874	492	1366
"SD"	2012	"Stanley"	"#2 McQuistion Farmstead (McQuistion Farmstead)"	9	53	62	47	14	61
"SD"	2012	"Stanley"	"#3 Hayes (Hayes Hall)"	15	93	111	92	19	111
"SD"	2012	"Sully"	"1 (Bill Floyd Shop)"	16	76	92	71	19	90
"SD"	2012	"Sully"	"2 (Including: 3, 4, 5) (Phoenix Center)"	105	365	485	351	129	480
"SD"	2012	"Sully"	"6 (Agar Hall)"	23	75	100	73	30	103
"SD"	2012	"Sully"	"Absentee Precinct"	42	97	141	101	40	141
"SD"	2012	"Todd"	"Bordeaux (Spring Creek School)"	65	17	82	24	57	81
"SD"	2012	"Todd"	"Jeanette (Littleburg School)"	11	66	81	60	16	76
"SD"	2012	"Todd"	"Lakeview (Lakeview School)"	14	115	130	110	20	130
"SD"	2012	"Todd"	"Mission-N. Antelope (St. Thomas Hall)"	466	106	577	140	435	575
"SD"	2012	"Todd"	"O'Kreek (O'Kreek School)"	100	38	139	44	95	139
"SD"	2012	"Todd"	"Parmelee (Parmelee Community Hall)"	286	19	307	67	238	305
"SD"	2012	"Todd"	"Rosebud (Clark Hall )"	431	42	477	84	386	470
"SD"	2012	"Todd"	"South Antelope (St. Thomas Hall)"	244	77	326	90	238	328
"SD"	2012	"Todd"	"St. Francis (St. Francis Oyate Networking Building)"	359	18	378	68	302	370
"SD"	2012	"Tripp"	"Clearfield  (Clearfield Hall)"	40	115	162	112	54	166
"SD"	2012	"Tripp"	"Colome (Skatetown)"	89	276	374	263	112	375
"SD"	2012	"Tripp"	"Hamill (Hamill Hall)"	11	82	97	78	18	96
"SD"	2012	"Tripp"	"Ideal (First Presbyterian Church)"	23	68	91	71	21	92
"SD"	2012	"Tripp"	"Lake (Skatetown)"	25	123	150	120	33	153
"SD"	2012	"Tripp"	"Lamro (4-H Center)"	86	231	321	218	107	325
"SD"	2012	"Tripp"	"Sully (4-H Center)"	31	69	103	66	39	105
"SD"	2012	"Tripp"	"Winner City E 2nd (4-H Center)"	68	155	224	150	78	228
"SD"	2012	"Tripp"	"Winner City E 3rd (4-H Center)"	97	220	318	221	97	318
"SD"	2012	"Tripp"	"Winner City SE 1st (4-H Center)"	39	109	149	112	40	152
"SD"	2012	"Tripp"	"Winner City W 2nd (4-H Center)"	121	249	380	267	115	382
"SD"	2012	"Tripp"	"Winner City W 3rd (4-H Center)"	74	117	195	114	82	196
"SD"	2012	"Tripp"	"Witten (Witten Hall)"	33	91	127	95	34	129
"SD"	2012	"Turner"	"Brothersfield/Home/Parker (Parker City Community Building)"	300	575	890	560	329	889
"SD"	2012	"Turner"	"Centerville/Turner (Good Shepherd Pascale Hall)"	214	349	577	331	245	576
"SD"	2012	"Turner"	"Chancellor/Germantown (Chancellor City Hall)"	92	234	335	220	114	334
"SD"	2012	"Turner"	"Childstown/Salem/Spring Valley (Spring Valley Lutheran Church)"	90	200	292	197	98	295
"SD"	2012	"Turner"	"Dolton/Monroe/Marion/Rosefield (Marion Legion Hall)"	226	609	857	569	291	860
"SD"	2012	"Turner"	"Irene/Daneville (Irene Town Community Building)"	77	108	189	111	79	190
"SD"	2012	"Turner"	"Norway/Hurley/Davis/Middleton (Hurley Senior Citizen Center)"	210	352	567	344	222	566
"SD"	2012	"Turner"	"Viborg/Swan Lake (Viborg City Hall)"	202	288	503	273	224	497
"SD"	2012	"Union"	"1 Alcester City Hall (Alcester City Hall)"	133	212	349	215	135	350
"SD"	2012	"Union"	"10 North Sioux Community Center (North Sioux City Community Center-Fire Hall)"	266	276	549	298	232	530
"SD"	2012	"Union"	"11 North Sioux Community Center (North Sioux City Community Center-Fire Hall)"	262	400	674	440	218	658
"SD"	2012	"Union"	"12 Blessed Teresa Church (Blessed Teresa Catholic Church)"	137	646	789	666	115	781
"SD"	2012	"Union"	"13 Holy Cross Lutheran Church (Holy Cross Lutheran Church)"	308	833	1151	845	290	1135
"SD"	2012	"Union"	"2 Alcester City Hall (Alcester City Hall)"	187	227	421	216	198	414
"SD"	2012	"Union"	"3 Union County Courthouse (Union County Courthouse)"	348	390	760	427	322	749
"SD"	2012	"Union"	"4 Big Springs Baptist Church (Big Springs Baptist Church)"	181	215	407	209	194	403
"SD"	2012	"Union"	"5 Beresford Public Library (Beresford Public Library)"	220	262	490	272	219	491
"SD"	2012	"Union"	"6 Beresford Public Library (Beresford Public Library)"	255	342	606	344	263	607
"SD"	2012	"Union"	"7 St. Peter's Community Center (St. Peter's Community Center)"	160	377	544	399	129	528
"SD"	2012	"Union"	"8 Union County Courthouse (Union County Courthouse)"	130	282	420	298	120	418
"SD"	2012	"Union"	"9 St. Peter's Community Center (St. Peter's Community Center)"	195	236	436	256	176	432
"SD"	2012	"Walworth"	"#1 (Akaska Community Center)"	33	146	180	153	28	181
"SD"	2012	"Walworth"	"#2 (Java Community Center)"	51	121	182	113	67	180
"SD"	2012	"Walworth"	"#3 (Selby Senior Citizens Center)"	91	341	440	330	110	440
"SD"	2012	"Walworth"	"#4 (Scherr Howe Arena)"	80	222	307	204	102	306
"SD"	2012	"Walworth"	"#5 (Scherr Howe Arena)"	121	276	412	276	135	411
"SD"	2012	"Walworth"	"#6 (Scherr Howe Arena)"	150	320	484	333	144	477
"SD"	2012	"Walworth"	"#7 (Scherr Howe Arena)"	145	305	457	305	156	461
"SD"	2012	"Yankton"	"1 (Including: 28) (Yankton City Hall)"	696	711	1469	623	837	1460
"SD"	2012	"Yankton"	"11 (Including: 14, 23) (Broomtree Retreat & Conference Center)"	146	196	349	178	166	344
"SD"	2012	"Yankton"	"12 (Including: 13, 16, 17, 18, 19, 24, 25) (Lesterville Fire Hall)"	81	189	281	169	115	284
"SD"	2012	"Yankton"	"2 (Including: 3) (Yankton Middle School)"	710	862	1616	789	827	1616
"SD"	2012	"Yankton"	"26 (The Rock House)"	195	406	619	367	248	615
"SD"	2012	"Yankton"	"4 (Including: 5) (JoDean's Steakhouse & Lounge)"	521	754	1308	681	617	1298
"SD"	2012	"Yankton"	"9 (Including: 10, 22, 29) (Gayville Community Center)"	194	210	420	195	221	416
"SD"	2012	"Yankton"	"Absentee Precinct"	1683	2167	3912	1866	2029	3895
"SD"	2012	"Ziebach"	"Bridger (Bridger Community Center)"	35	10	45	13	33	46
"SD"	2012	"Ziebach"	"Cherry Creek (Cherry Creek Nutrition Center)"	69	5	74	23	50	73
"SD"	2012	"Ziebach"	"Davis (Eagle Butte Upper Elementary School)"	106	65	171	73	95	168
"SD"	2012	"Ziebach"	"Glad Valley (Glad Valley Fire Hall)"	13	50	64	46	19	65
"SD"	2012	"Ziebach"	"North Dupree (Dupree City Finance Office)"	43	28	72	27	43	70
"SD"	2012	"Ziebach"	"Red Scaffold (Red Scaffold Nutrition Center)"	46	11	57	18	38	56
"SD"	2012	"Ziebach"	"Redelm (Harry's Hall)"	74	75	150	71	79	150
"SD"	2012	"Ziebach"	"South Dupree (1st Floor Courthouse)"	53	70	128	82	46	128
