state	year	county	precinct	g2012_REG_tv	g2012_BALL_tv	cd	g2012_USP_tv	g2012_USP_dv	g2012_USP_rv	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd2	g2012_USH_dv2	g2012_USH_rv2	g2012_USH_tv2	cd3	g2012_USH_dv3	g2012_USH_rv3	g2012_USH_tv3
"AL"	2012	"Cullman"	"JONES CHAPEL FIRE DEPT."	0	890	4	880	127	738	128	748	876								
"AL"	2012	"Cullman"	"JOPPA VOLUNTEER FIRE DEPT"	0	436	4	433	75	351	78	348	426								
"AL"	2012	"Cullman"	"KELLEY COMMUNITY CENTER"	0	856	4	845	107	729	128	715	843								
"AL"	2012	"Cullman"	"LOGAN FIRE DEPT."	0	368	4	368	54	310	59	303	362								
"AL"	2012	"Cullman"	"MOODY TOWN UNION HILL CH"	0	81	4	81	13	68	14	66	80								
"AL"	2012	"Cullman"	"NEW CANAAN"	0	519	4	514	75	435	64	439	503								
"AL"	2012	"Cullman"	"PROVIDENCE FIRE DEPT."	0	746	4	740	113	613	112	621	733								
"AL"	2012	"Cullman"	"PROVISIONAL"	0	0	4	13	4	9	1	10	11								
"AL"	2012	"Cullman"	"SIMCOE COMMUNITY CENTER"	0	573	4	571	64	501	62	499	561								
"AL"	2012	"Cullman"	"STEPPVILLE FIRE STATION"	0	802	4	796	134	645	132	647	779								
"AL"	2012	"Cullman"	"STOUTS MOUNTAIN CHURCH"	0	165	4	164	25	134	28	135	163								
"AL"	2012	"Cullman"	"TRIMBLE FIRE STATION"	0	459	4	458	54	400	59	394	453								
"AL"	2012	"Cullman"	"VALLEY GROVE COMM. CTR"	0	785	4	778	122	648	125	646	771								
"AL"	2012	"Cullman"	"VINEMONT FIRE DEPT."	0	1326	4	1316	202	1097	208	1100	1308								
"AL"	2012	"Cullman"	"WALTER COMMUNITY CENTER"	0	547	4	544	72	465	78	460	538								
"AL"	2012	"Cullman"	"WELTI MT. ZION CHURCH"	0	325	4	321	57	259	70	245	315								
"AL"	2012	"Cullman"	"WEST POINT COMMUNITY CTR"	0	1182	4	1175	144	1013	148	1019	1167								
"AL"	2012	"Cullman"	"WHITE CITY COMMUNITY CTR"	0	771	4	768	88	671	87	677	764								
"AL"	2012	"Dale"	"ABSENTEE"	0	915	2	817	222	588	212	567	779								
"AL"	2012	"Dale"	"ARGUTA VOTING HOUSE"	0	174	2	174	26	143	35	133	168								
"AL"	2012	"Dale"	"ARITON CITY HALL"	0	574	2	571	115	455	110	453	563								
"AL"	2012	"Dale"	"BERTHA VOTING HALL"	0	249	2	247	28	216	31	215	246								
"AL"	2012	"Dale"	"CLAYHATCHEE COMM. HOUSE"	0	428	2	424	68	354	66	350	416								
"AL"	2012	"Dale"	"CLOPTON VOTING HALL"	0	150	2	147	16	131	20	126	146								
"AL"	2012	"Dale"	"DALEVILLE CULTURAL & CONV."	0	1808	2	1799	679	1099	668	1108	1776								
"AL"	2012	"Dale"	"ECHO VOTING HALL"	0	820	2	816	42	766	67	734	801								
"AL"	2012	"Dale"	"EWELL VOTING HALL"	0	1101	2	1096	245	841	249	822	1071								
"AL"	2012	"Dale"	"GRIMES COMMUNITY CTR."	0	719	2	718	239	474	234	474	708								
"AL"	2012	"Dale"	"LEVEL PLAINS COMM. CENTER"	0	1308	2	1303	452	842	441	838	1279								
"AL"	2012	"Dale"	"MARLEY MILL FORESTRY"	0	965	2	959	230	721	242	705	947								
"AL"	2012	"Dale"	"MIDLAND CITY VOTING HALL"	0	917	2	915	365	538	370	518	888								
"AL"	2012	"Dale"	"NEWTON CITY HALL"	0	882	2	879	157	714	174	688	862								
"AL"	2012	"Dale"	"OZARK CIVIC CENTER"	0	5180	2	5145	1994	3110	1998	3047	5045								
"AL"	2012	"Dale"	"PINCKARD CITY HALL"	0	994	2	987	153	826	153	820	973								
"AL"	2012	"Dale"	"PROVISIONAL"	0	0	2	0	0	0	0	0	0								
"AL"	2012	"Dale"	"ROCKY HD COMMUNITY HOUSE"	0	599	2	595	53	538	60	527	587								
"AL"	2012	"Dale"	"ROCKY HEAD FT RUCKER ELEM"	0	235	2	235	53	176	58	163	221								
"AL"	2012	"Dale"	"SKIPPERVILLE VOTING HALL"	0	557	2	552	118	429	125	414	539								
"AL"	2012	"Dale"	"SYLVAN GROVE VOTING HALL"	0	174	2	172	28	144	26	142	168								
"AL"	2012	"Dallas"	"ABSENTEE"	0	982	7	963	623	340	683	262	945								
"AL"	2012	"Dallas"	"BELOIT COMMUNITY CENTER"	0	137	7	137	126	11	125	10	135								
"AL"	2012	"Dallas"	"BROAD STREET FIRE STATION"	0	775	7	772	771	0	748	2	750								
"AL"	2012	"Dallas"	"CAHABA ROAD FIRE STATION"	0	1123	7	1118	759	358	841	263	1104								
"AL"	2012	"Dallas"	"CARLOWVILLE MINTER VFD"	0	269	7	268	207	60	207	56	263								
"AL"	2012	"Dallas"	"CHRISTIAN OUTREACH ALLIANCE"	0	717	7	716	593	120	606	97	703								
"AL"	2012	"Dallas"	"DALLAS COUNTY COURTHOUSE"	0	311	7	311	191	116	227	78	305								
"AL"	2012	"Dallas"	"EASTEND FIRE STATION"	0	724	7	722	708	13	704	9	713								
"AL"	2012	"Dallas"	"GOOD HOPE CHURCH"	0	84	7	84	32	51	44	37	81								
"AL"	2012	"Dallas"	"GWC HOMES CENTER"	0	489	7	488	484	4	474	4	478								
"AL"	2012	"Dallas"	"MARION JCT. BLACKBELT EXP"	0	393	7	392	282	110	294	89	383								
"AL"	2012	"Dallas"	"MEMORIAL STADIUM"	0	645	7	639	168	470	290	335	625								
"AL"	2012	"Dallas"	"MT. ZION CHURCH"	0	985	7	976	589	381	634	304	938								
"AL"	2012	"Dallas"	"NEW ST. JOHNS MINISTRIES"	0	734	7	732	723	9	706	8	714								
"AL"	2012	"Dallas"	"OLD NATIONAL GUARD ARMORY"	0	803	7	800	263	535	372	404	776								
"AL"	2012	"Dallas"	"ORRVILLE COMMUNITY CENTER"	0	1058	7	1054	864	189	888	147	1035								
"AL"	2012	"Dallas"	"PLANTERSVILLE VFD"	0	308	7	306	134	166	163	131	294								
"AL"	2012	"Dallas"	"PROVISIONAL"	0	17	7	17	13	4	13	3	16								
"AL"	2012	"Dallas"	"QUEEN OF PEACE SCHOOL"	0	445	7	441	388	53	393	42	435								
"AL"	2012	"Dallas"	"RANGEDALE CENTER"	0	682	7	680	675	5	662	9	671								
"AL"	2012	"Dallas"	"SAFFORD COMMUNITY CENTER"	0	145	7	144	94	50	97	46	143								
"AL"	2012	"Dallas"	"SELMA MALL"	0	599	7	599	560	38	555	34	589								
"AL"	2012	"Dallas"	"SELMONT WATER WORKS"	0	451	7	449	373	75	368	68	436								
"AL"	2012	"Dallas"	"SHILOH SCHOOL BUILDING"	0	556	7	555	422	133	422	114	536								
"AL"	2012	"Dallas"	"SUMMERFIELD VFD"	0	533	7	530	160	365	225	293	518								
"AL"	2012	"Dallas"	"TIPTON SCHOOL"	0	1946	7	1945	1860	84	1852	74	1926								
"AL"	2012	"Dallas"	"TYLER COMMUNITY CENTER"	0	291	7	291	87	203	116	170	286								
"AL"	2012	"Dallas"	"UNION NEW NATIONAL GRD ARMORY"	0	802	7	799	245	549	345	438	783								
"AL"	2012	"Dallas"	"UNION OLD NATIONAL GRD ARMORY"	0	1307	7	1307	645	657	745	535	1280								
"AL"	2012	"Dallas"	"VALLEY GRANDE COMMUNITY CENTER"	0	1590	7	1585	555	1027	735	817	1552								
"AL"	2012	"Dallas"	"WOODROW AVE. FIRE STATION"	0	1138	7	1133	1018	112	1022	92	1114								
"AL"	2012	"DeKalb"	"ABSENTEE"	0	1051	4	1026	274	745	299	708	1007								
"AL"	2012	"DeKalb"	"ADAMSBURG FIRE DEPARTMENT"	0	365	4	358	64	293	84	264	348								
"AL"	2012	"DeKalb"	"ANTIOCH  BARRYS BBQ"	0	110	4	110	21	84	24	77	101								
"AL"	2012	"DeKalb"	"ARONEY FIRE HALL"	0	390	4	385	79	301	72	301	373								
"AL"	2012	"DeKalb"	"BLAKE COMMUNITY CENTER"	0	654	4	646	107	525	153	480	633								
"AL"	2012	"DeKalb"	"CARTERSVILLE FIRE HALL"	0	529	4	515	114	393	121	370	491								
"AL"	2012	"DeKalb"	"COLLINSVILLE-NATL GRD ARMORY"	0	546	4	540	166	370	170	348	518								
"AL"	2012	"DeKalb"	"COPELAND BRG-LIBERTY HILL"	0	176	4	175	27	146	33	138	171								
"AL"	2012	"DeKalb"	"DOGTOWN MASONIC LODGE"	0	575	4	567	103	451	141	405	546								
"AL"	2012	"DeKalb"	"EAST HIGHLAND F H"	0	476	4	471	77	393	129	326	455								
"AL"	2012	"DeKalb"	"FISCHER COMMUNITY CENTER  1-13"	0	114	4	112	32	80	46	65	111								
"AL"	2012	"DeKalb"	"FISCHER COMMUNITY CENTER  3-13"	0	313	4	309	55	251	104	198	302								
"AL"	2012	"DeKalb"	"FYFFE SENIOR CENTER"	0	536	4	531	139	383	165	352	517								
"AL"	2012	"DeKalb"	"GERALDINE 1ST BAPTIST"	0	822	4	806	140	658	154	638	792								
"AL"	2012	"DeKalb"	"GROVE OAK CLUB HOUSE"	0	429	4	417	89	321	104	311	415								
"AL"	2012	"DeKalb"	"HAMMONDVILLE FIRE STATION"	0	412	4	406	107	296	135	257	392								
"AL"	2012	"DeKalb"	"HENAGAR RURITAN BUILDING"	0	908	4	898	181	705	225	657	882								
"AL"	2012	"DeKalb"	"HIGH POINT CHURCH"	0	474	4	462	77	378	119	342	461								
"AL"	2012	"DeKalb"	"IDER SENIOR CENTER"	0	913	4	900	229	661	262	619	881								
"AL"	2012	"DeKalb"	"IDER-MTN HOME CHURCH"	0	204	4	199	38	158	49	147	196								
"AL"	2012	"DeKalb"	"KILPATRICK - FIRE STATION"	0	336	4	330	89	231	89	222	311								
"AL"	2012	"DeKalb"	"LEBANON CHURCH"	0	150	4	148	51	93	45	102	147								
"AL"	2012	"DeKalb"	"MACEDONIA BAPTIST CHURCH"	0	119	4	114	25	88	26	89	115								
"AL"	2012	"DeKalb"	"MCKESTES COMMUNITY CENTER"	0	421	4	408	109	298	134	272	406								
"AL"	2012	"DeKalb"	"MENTONE TOWN HALL"	0	808	4	800	202	589	245	531	776								
"AL"	2012	"DeKalb"	"PAINTER-LIBERTY BAPTIST CHURCH"	0	351	4	342	78	257	84	256	340								
"AL"	2012	"DeKalb"	"PAYNE GAP CHURCH"	0	353	4	347	53	288	76	248	324								
"AL"	2012	"DeKalb"	"PEA RIDGE CHURCH"	0	154	4	151	31	118	44	102	146								
"AL"	2012	"DeKalb"	"PINE RIDGE COMMUNITY CTR  3-9"	0	110	4	106	13	93	36	71	107								
"AL"	2012	"DeKalb"	"PINE RIDGE COMMUNITY CTR  4-10"	0	113	4	112	24	87	33	79	112								
"AL"	2012	"DeKalb"	"PLEASANT HILL COMMUNITY CENTER"	0	386	4	375	84	289	122	250	372								
"AL"	2012	"DeKalb"	"PORTERSVILLE BAPTIST CHURCH"	0	151	4	150	36	112	44	100	144								
"AL"	2012	"DeKalb"	"POWELL PARK PAVILLION"	0	447	4	439	123	310	135	297	432								
"AL"	2012	"DeKalb"	"PROVISIONAL"	0	0	4	0	0	0	0	0	0								
"AL"	2012	"DeKalb"	"RAINSVILLE 1"	0	1196	4	1182	194	982	246	904	1150								
"AL"	2012	"DeKalb"	"RAINSVILLE 2"	0	1085	4	1068	192	866	242	802	1044								
"AL"	2012	"DeKalb"	"RODENTOWN COMMUNITY CENTER"	0	336	4	329	58	270	61	271	332								
"AL"	2012	"DeKalb"	"SAND MTN RESEARCH CENTER"	0	826	4	810	111	688	133	674	807								
"AL"	2012	"DeKalb"	"SENIOR CITIZEN CENTER 1  3-10"	0	271	4	267	70	196	90	164	254								
"AL"	2012	"DeKalb"	"SENIOR CITIZEN CENTER 2  3-10"	0	595	4	589	183	401	237	323	560								
"AL"	2012	"DeKalb"	"SENIOR CITIZEN FIVE POINT"	0	415	4	413	85	323	118	277	395								
"AL"	2012	"DeKalb"	"SHADY GROVE BAPTIST CHURCH"	0	357	4	353	62	284	78	265	343								
"AL"	2012	"DeKalb"	"SHILOH TOWN HALL"	0	185	4	183	38	141	42	134	176								
"AL"	2012	"DeKalb"	"SKIRUM COMMUNITY CENTER"	0	365	4	350	85	257	117	228	345								
"AL"	2012	"DeKalb"	"SULPHUR SPRINGS COMM CENTER"	0	131	4	127	46	78	47	76	123								
"AL"	2012	"DeKalb"	"SYLVANIA TOWN HALL"	0	1074	4	1053	190	844	265	767	1032								
"AL"	2012	"DeKalb"	"TENBROECK FIRE DEPARTMENT"	0	673	4	653	122	520	156	496	652								
"AL"	2012	"DeKalb"	"VALLEY HEAD FIRE HALL"	0	293	4	285	117	163	140	142	282								
"AL"	2012	"DeKalb"	"VFW HALL LOBBY 1"	0	352	4	345	103	237	121	210	331								
"AL"	2012	"DeKalb"	"VFW HALL LOBBY 2"	0	571	4	566	176	383	222	319	541								
"AL"	2012	"DeKalb"	"WHITON-OLD SCHOOL BUILDING"	0	292	4	284	80	201	83	205	288								
"AL"	2012	"DeKalb"	"WILLS VALLEY REC CENTER 1"	0	469	4	457	94	362	164	290	454								
"AL"	2012	"DeKalb"	"WILLS VALLEY REC CENTER 2"	0	889	4	873	192	675	313	544	857								
"AL"	2012	"Elmore"	"ABSENTEE"	0	1323	2	1349	393	952	404	981	1385								
"AL"	2012	"Elmore"	"ASBURY KENT COMM.CTR."	0	829	2	823	106	714	104	699	803								
"AL"	2012	"Elmore"	"BLUE RIDGE BAPTIST"	0	951	2	948	114	822	124	814	938								
"AL"	2012	"Elmore"	"BUYCK FIRE DEPARTMENT"	0	887	2	882	127	743	132	732	864								
"AL"	2012	"Elmore"	"CAINS CHAPEL LIFE CENTER"	0	1592	2	1583	164	1409	189	1377	1566								
"AL"	2012	"Elmore"	"CHURCH OF THE NAZARENE"	0	4325	2	4308	1008	3265	1006	3221	4227								
"AL"	2012	"Elmore"	"COOSADA TOWN HALL"	0	762	2	761	372	385	343	379	722								
"AL"	2012	"Elmore"	"CRENSHAW PARK"	0	582	2	580	409	170	388	169	557								
"AL"	2012	"Elmore"	"DEATSVILLE VOL. FIRE"	0	1013	2	1011	222	776	225	769	994								
"AL"	2012	"Elmore"	"ECLECTIC METHODIST CHURCH"	0	886	2	880	281	592	273	589	862								
"AL"	2012	"Elmore"	"FAIN PARK COMM. CENTER"	0	1848	2	1839	794	1033	769	1026	1795								
"AL"	2012	"Elmore"	"FRIENDSHIP FIRE"	0	584	2	578	172	402	177	398	575								
"AL"	2012	"Elmore"	"GODS CONGREGATION CHURCH"	0	260	2	260	232	26	215	34	249								
"AL"	2012	"Elmore"	"KOWALIGA FIRE STATION"	0	664	2	662	86	571	85	558	643								
"AL"	2012	"Elmore"	"MILLBROOK CIVIC CENTER"	0	2370	2	2356	1076	1264	1069	1243	2312								
"AL"	2012	"Elmore"	"MULDER METHODIST"	0	3678	2	3665	671	2961	688	2934	3622								
"AL"	2012	"Elmore"	"NEW HOME BAPTIST CHURCH"	0	1079	2	1076	289	783	282	773	1055								
"AL"	2012	"Elmore"	"NEW HOPE BAPTIST"	0	624	2	623	46	565	60	551	611								
"AL"	2012	"Elmore"	"PLEASANT HILL"	0	771	2	770	75	687	82	674	756								
"AL"	2012	"Elmore"	"PROVISIONAL"	0	0	2	0	0	0	0	0	0								
"AL"	2012	"Elmore"	"REDHILL COMMUNITY CTR."	0	474	2	470	64	404	66	402	468								
"AL"	2012	"Elmore"	"ROCK SPRINGS VOTING HOUSE"	0	490	2	489	115	372	100	384	484								
"AL"	2012	"Elmore"	"SANTUCK COMMUNITY CTR."	0	1163	2	1158	280	871	273	873	1146								
"AL"	2012	"Elmore"	"SEMAN COMMUNITY CENTER"	0	771	2	770	78	686	82	677	759								
"AL"	2012	"Elmore"	"TALLASSEE NATL GUARD"	0	1580	2	1576	325	1242	324	1222	1546								
"AL"	2012	"Elmore"	"TITUS COMMUNITY CENTER"	0	335	2	335	64	264	69	264	333								
"AL"	2012	"Elmore"	"VICTORY BAPTIST"	0	1793	2	1792	514	1264	503	1256	1759								
"AL"	2012	"Elmore"	"WALLSBORO COMMUNITY CTR."	0	1069	2	1061	332	725	338	708	1046								
"AL"	2012	"Elmore"	"WEOKA COMMUNITY CENTER"	0	479	2	476	60	409	66	404	470								
"AL"	2012	"Elmore"	"WETUMPKA CIVIC CENTER"	0	2367	2	2359	471	1866	449	1879	2328								
"AL"	2012	"Escambia"	"ABSENTEE"	0	530	1	525	142	377		378	378								
"AL"	2012	"Escambia"	"ALCO J.D. JC MUSEUM"	0	479	1	472	227	241		284	284								
"AL"	2012	"Escambia"	"APPLETON VOL. FIRE"	0	460	1	460	62	398		393	393								
"AL"	2012	"Escambia"	"ATMORE CITY HALL"	0	985	1	982	953	29		59	59								
"AL"	2012	"Escambia"	"ATMORE PUBLIC LIBRARY"	0	1227	1	1223	381	828		883	883								
"AL"	2012	"Escambia"	"BARNETTS CROSSROADS/ROBIN"	0	131	1	131	5	125		127	127								
"AL"	2012	"Escambia"	"BETHEL ROBERTS VOTING"	0	79	1	79	6	71		65	65								
"AL"	2012	"Escambia"	"BRADLEY VOL. FIRE DEPT."	0	65	1	64	11	53		50	50								
"AL"	2012	"Escambia"	"BREWTON CIVIC CENTER"	0	2896	1	2881	1249	1616		1700	1700								
"AL"	2012	"Escambia"	"CANOE CIVIC CLUB"	0	360	1	358	46	305		315	315								
"AL"	2012	"Escambia"	"COUNTY HWY. DEPT."	0	262	1	262	149	110		128	128								
"AL"	2012	"Escambia"	"DAMASCUS BOYKIN SCHOOL"	0	302	1	302	154	147		142	142								
"AL"	2012	"Escambia"	"DIXIE VOL. FIRE DEPT."	0	46	1	46	11	34		40	40								
"AL"	2012	"Escambia"	"EAST BREWTON SAIL SITE"	0	1104	1	1095	428	658		708	708								
"AL"	2012	"Escambia"	"FLOMATON CITY HALL"	0	455	1	453	69	384		388	388								
"AL"	2012	"Escambia"	"FLOMATON COMMUNITY HOUSE"	0	389	1	388	130	256		260	260								
"AL"	2012	"Escambia"	"HUXFORD MASONIC LODGE"	0	236	1	235	12	223		222	222								
"AL"	2012	"Escambia"	"LITTLE ESCAMBIA VOTING"	0	327	1	324	29	292		292	292								
"AL"	2012	"Escambia"	"LITTLE ROCK STORE"	0	99	1	98	5	93		89	89								
"AL"	2012	"Escambia"	"McCALL SCHOOL"	0	604	1	587	50	532		516	516								
"AL"	2012	"Escambia"	"McCULLOUGH VOL. FIRE DEPT"	0	296	1	295	82	213		232	232								
"AL"	2012	"Escambia"	"NEW ORDER MISSIONARY BAPT"	0	1058	1	1055	695	359		420	420								
"AL"	2012	"Escambia"	"NOKOMIS VOTING HOUSE"	0	388	1	386	66	317		322	322								
"AL"	2012	"Escambia"	"PINEVIEW VOTING HOUSE"	0	199	1	196	15	180		170	170								
"AL"	2012	"Escambia"	"POARCH SAIL CENTER"	0	345	1	344	132	210		235	235								
"AL"	2012	"Escambia"	"POLLARD TOWN HALL"	0	275	1	271	61	206		196	196								
"AL"	2012	"Escambia"	"PROVISIONAL"	0	0	1	0	0	0		0	0								
"AL"	2012	"Escambia"	"RACHEL PATTERSON ELEM SCH"	0	632	1	617	158	455		471	471								
"AL"	2012	"Escambia"	"RIVERVIEW TOWN HALL"	0	347	1	344	45	295		293	293								
"AL"	2012	"Escambia"	"ROCK HILL RIDGE RD VFD"	0	285	1	283	89	194		200	200								
"AL"	2012	"Escambia"	"WALLACE METHODIST CHURCH"	0	77	1	76	14	62		59	59								
"AL"	2012	"Etowah"	"1ST UNITED METH-ATTALLA"	0	1171	4	1158	601	541	566	574	1140								
"AL"	2012	"Etowah"	"ABSENTEE"	0	1403	4	1386	432	936	426	934	1360								
"AL"	2012	"Etowah"	"ABUNDANT LIFE CHURCH"	0	275	4	273	238	32	236	37	273								
"AL"	2012	"Etowah"	"ALTOONA FIRE DEPTARTMENT"	0	273	4	272	52	215	51	213	264								
"AL"	2012	"Etowah"	"ATTALLA RECREATION CENTER"	0	1466	4	1454	288	1151	308	1126	1434								
"AL"	2012	"Etowah"	"BLACK CREEK BAPTIST CH"	0	288	4	282	34	242	50	235	285								
"AL"	2012	"Etowah"	"CARVER COMMUNITY CENTER"	0	1220	4	1215	1193	18	1153	44	1197								
"AL"	2012	"Etowah"	"CAVE SPRINGS"	0	243	4	241	43	192	48	187	235								
"AL"	2012	"Etowah"	"DIST."	0	775	4	765	126	630	137	619	756								
"AL"	2012	"Etowah"	"DUCK SPRINGS SCHOOL"	0	493	4	485	81	390	100	378	478								
"AL"	2012	"Etowah"	"EAST GADSDEN REC. CTR"	0	1608	4	1601	1309	281	1243	326	1569								
"AL"	2012	"Etowah"	"EGYPT COMMUNITY CENTER"	0	317	4	311	71	235	71	233	304								
"AL"	2012	"Etowah"	"ELLIOTT COMMUNITY CENTER"	0	1185	4	1176	441	717	416	723	1139								
"AL"	2012	"Etowah"	"FORDS VALLEY WATER"	0	470	4	469	92	374	96	361	457								
"AL"	2012	"Etowah"	"GADSDEN CONVENTION HALL"	0	1445	4	1433	879	534	826	573	1399								
"AL"	2012	"Etowah"	"GALLANT COMMUNITY CENTER"	0	434	4	432	62	365	67	352	419								
"AL"	2012	"Etowah"	"GEORGE WALLACE SENIOR CTR"	0	2509	4	2481	434	2006	474	1962	2436								
"AL"	2012	"Etowah"	"HOKES BLUFF COMMUNITY CTR"	0	2640	4	2611	408	2172	458	2117	2575								
"AL"	2012	"Etowah"	"IVALEE VOL. FIRE DEPT"	0	408	4	402	81	316	95	300	395								
"AL"	2012	"Etowah"	"LIBERTY METHODIST CHURCH"	0	303	4	298	51	242	50	248	298								
"AL"	2012	"Etowah"	"LOOKOUT MTN. COMM CTR"	0	1001	4	987	146	817	164	813	977								
"AL"	2012	"Etowah"	"MEADOW BROOK BAPTIST CH"	0	1545	4	1536	263	1256	233	1282	1515								
"AL"	2012	"Etowah"	"MORTON CHAPEL CHURCH"	0	480	4	473	67	398	81	384	465								
"AL"	2012	"Etowah"	"MOUNTAINBORO VFD"	0	871	4	867	129	726	148	697	845								
"AL"	2012	"Etowah"	"NEW UNION"	0	278	4	264	33	227	34	232	266								
"AL"	2012	"Etowah"	"NEW UNION COMMUNITY CTR"	0	903	4	899	136	751	142	740	882								
"AL"	2012	"Etowah"	"NOCCALULA KIWANIS PAVIL."	0	1868	4	1849	398	1414	428	1396	1824								
"AL"	2012	"Etowah"	"NORTH GADSDEN REC. CTR"	0	999	4	993	584	397	558	418	976								
"AL"	2012	"Etowah"	"NORTHEAST ETOWAH COMM CTR"	0	1524	4	1511	392	1091	400	1085	1485								
"AL"	2012	"Etowah"	"PROVISIONAL"	0	0	4	0	0	0	0	0	0								
"AL"	2012	"Etowah"	"RAINBOW CITY COMM CTR"	0	3477	4	3456	709	2694	705	2700	3405								
"AL"	2012	"Etowah"	"RAINBOW CITY FIRE DEPT"	0	662	4	657	109	537	107	536	643								
"AL"	2012	"Etowah"	"REECE CITY TOWN HALL"	0	358	4	352	56	288	69	283	352								
"AL"	2012	"Etowah"	"RIDGEVILLE TOWN HALL"	0	145	4	144	89	51	80	62	142								
"AL"	2012	"Etowah"	"SARDIS CITY HALL"	0	802	4	793	107	675	115	665	780								
"AL"	2012	"Etowah"	"SOUTHSIDE HS OLD LUNCH RM"	0	4110	4	4082	601	3432	649	3386	4035								
"AL"	2012	"Etowah"	"TABERNACLE ACTIVITY CTR"	0	331	4	329	121	198	123	198	321								
"AL"	2012	"Etowah"	"TILLISON BEND WATER AUTH."	0	587	4	581	100	474	113	466	579								
"AL"	2012	"Etowah"	"WALLACE HALL"	0	1880	4	1863	1445	403	1416	432	1848								
"AL"	2012	"Etowah"	"WALNUT GROVE V.F.D."	0	362	4	359	53	298	58	291	349								
"AL"	2012	"Etowah"	"WALNUT PARK REC. CTR"	0	672	4	668	233	420	225	424	649								
"AL"	2012	"Etowah"	"WEST ETOWAH V.F.D."	0	214	4	210	20	188	24	183	207								
"AL"	2012	"Etowah"	"WHORTON BEND FIRE STATION"	0	882	4	872	85	778	100	759	859								
"AL"	2012	"Fayette"	"ABSENTEE"	0	226	4	216	53	161	59	156	215								
"AL"	2012	"Fayette"	"BERRY ARMORY"	0	654	4	649	108	525	150	471	621								
"AL"	2012	"Fayette"	"BOLEY SPRINGS CHURCH"	0	216	4	211	27	181	45	157	202								
"AL"	2012	"Fayette"	"BROWNS-GLEN ALLEN COMM CT"	0	187	4	184	40	142	53	131	184								
"AL"	2012	"Fayette"	"BROWNS-WHITES CHAPEL CENTER"	0	209	4	206	51	152	71	133	204								
"AL"	2012	"Fayette"	"BYLOR VOTING CTR-BANKSTON"	0	357	4	354	50	298	87	256	343								
"AL"	2012	"Fayette"	"CLEAR CREEK VC- PHILA CH"	0	127	4	126	18	105	22	95	117								
"AL"	2012	"Fayette"	"COLES NEW RIVER CH CHRIST"	0	130	4	126	31	95	33	89	122								
"AL"	2012	"Fayette"	"COLES V CTR KILLINGSWORTH"	0	119	4	116	26	88	46	71	117								
"AL"	2012	"Fayette"	"COLLIN VOTING CTR-MT. VERNON"	0	259	4	254	22	232	46	207	253								
"AL"	2012	"Fayette"	"FAYETTE CIVIC CENTER"	0	1572	4	1557	438	1108	488	1043	1531								
"AL"	2012	"Fayette"	"FAYETTE YOUTH CENTER"	0	902	4	888	370	515	382	494	876								
"AL"	2012	"Fayette"	"FAYETTE-COVIN VOTING CENTER"	0	215	4	210	99	108	105	106	211								
"AL"	2012	"Fayette"	"FORDS VOTING CENTER-FORDS MTN"	0	106	4	105	19	85	31	73	104								
"AL"	2012	"Fayette"	"GEORGES CREEK VC-PEA RIDGE"	0	180	4	178	18	159	32	135	167								
"AL"	2012	"Fayette"	"GILPIN-LAWRENCE MILL COMM"	0	371	4	368	42	322	73	280	353								
"AL"	2012	"Fayette"	"HICO VT CTR-N NEWTONVILLE"	0	180	4	180	78	100	86	90	176								
"AL"	2012	"Fayette"	"LEE-BELK COMMUNITY CENTER"	0	186	4	184	15	169	24	155	179								
"AL"	2012	"Fayette"	"LEE-OAKRIDGE VOTING CENTER"	0	117	4	117	2	115	11	100	111								
"AL"	2012	"Fayette"	"PLEASANT GROVE VOTING CENTER"	0	106	4	106	15	91	19	81	100								
"AL"	2012	"Fayette"	"PROVISIONAL"	0	0	4	0	0	0	0	0	0								
"AL"	2012	"Fayette"	"RIDGE-CONCORD CH VOTING CENTER"	0	144	4	142	30	111	27	105	132								
"AL"	2012	"Fayette"	"RUSSELL VT CTR BOBO SCHOOL"	0	553	4	548	69	474	108	427	535								
"AL"	2012	"Fayette"	"STONEWALL-CANNAN COMM CENTER"	0	140	4	140	90	50	93	44	137								
"AL"	2012	"Fayette"	"STOUGH VOTING CENTER"	0	339	4	336	52	282	76	241	317								
"AL"	2012	"Fayette"	"STUDDARDS CROSSROADS"	0	52	4	52	6	46	9	41	50								
"AL"	2012	"Fayette"	"SUGAR CREEK EXP. STATION"	0	81	4	81	6	73	13	68	81								
"AL"	2012	"Fayette"	"THOMPSON-KIRKLAND SCHOOL"	0	129	4	124	11	111	14	114	128								
"AL"	2012	"Fayette"	"WEBSTER VT CTR-WAYSIDE SC"	0	160	4	154	17	136	24	134	158								
"AL"	2012	"Franklin"	"county"	0	11072	4	10859	3171	7567	3303	7328	10631								
"AL"	2012	"Geneva"	"ABSENTEE"	0	317	2	303	57	244	56	242	298								
"AL"	2012	"Geneva"	"BELLWOOD VOTING HOUSE"	0	225	2	225	95	127	93	125	218								
"AL"	2012	"Geneva"	"BLACK"	0	215	2	214	22	190	27	186	213								
"AL"	2012	"Geneva"	"CHANCELLOR VOTING HOUSE"	0	366	2	366	51	310	56	302	358								
"AL"	2012	"Geneva"	"COFFEE SPRINGS"	0	320	2	316	37	273	44	268	312								
