state	year	county	precinct	vtd	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	cd	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv
"KS"	2012	"LABETTE"	"Labette Township"	"000100"	33	146	184	2	23	157	186
"KS"	2012	"LABETTE"	"Liberty Township"	"000110"	58	126	187	2	44	139	186
"KS"	2012	"LABETTE"	"Montana Township"	"000120"	29	55	86	2	26	55	84
"KS"	2012	"LABETTE"	"Mound Valley Township"	"000130"	96	232	336	2	83	231	331
"KS"	2012	"LABETTE"	"Mount Pleasant Township"	"000140"	147	395	557	2	136	396	549
"KS"	2012	"LABETTE"	"Neosho Township"	"000150"	32	54	88	2	21	59	85
"KS"	2012	"LABETTE"	"North Township"	"00016A"	105	183	300	2	78	216	298
"KS"	2012	"LABETTE"	"North Township Enclave"	"00016B"	0	0	0	2	0	0	0
"KS"	2012	"LABETTE"	"Osage Township S14"	"120020"	0	0	0	2	0	0	0
"KS"	2012	"LABETTE"	"Osage Township S15"	"120030"	113	200	319	2	81	224	315
"KS"	2012	"LABETTE"	"Oswego City Ward 1"	"000180"	74	149	231	2	48	175	233
"KS"	2012	"LABETTE"	"Oswego City Ward 1 Exclave"	"900010"	0	0	0	2	0	0	0
"KS"	2012	"LABETTE"	"Oswego City Ward 2"	"00019A"	101	141	245	2	61	167	237
"KS"	2012	"LABETTE"	"Oswego City Ward 3"	"000200"	62	104	171	2	48	115	169
"KS"	2012	"LABETTE"	"Oswego Township"	"000210"	50	88	140	2	32	100	140
"KS"	2012	"LABETTE"	"Parsons Ward 1 Precinct 1"	"000220"	132	171	313	2	106	187	302
"KS"	2012	"LABETTE"	"Parsons Ward 1 Precinct 2"	"000230"	76	86	169	2	60	102	170
"KS"	2012	"LABETTE"	"Parsons Ward 1 Precinct 3"	"00024A"	88	59	150	2	71	67	146
"KS"	2012	"LABETTE"	"Parsons Ward 1 Precinct 3 Exclave"	"00024B"	0	0	0	2	0	0	0
"KS"	2012	"LABETTE"	"Parsons Ward 2 Precinct 1"	"000250"	53	56	111	2	39	69	110
"KS"	2012	"LABETTE"	"Parsons Ward 2 Precinct 2"	"000260"	147	130	280	2	118	155	277
"KS"	2012	"LABETTE"	"Parsons Ward 2 Precinct 3"	"00027A"	152	119	278	2	118	147	274
"KS"	2012	"LABETTE"	"Parsons Ward 2 Precinct 3 Exclave"	"00027B"	0	0	0	2	0	0	0
"KS"	2012	"LABETTE"	"Parsons Ward 3 Precinct 1"	"000280"	59	75	137	2	49	76	129
"KS"	2012	"LABETTE"	"Parsons Ward 3 Precinct 2"	"00029A"	197	140	342	2	158	163	337
"KS"	2012	"LABETTE"	"Parsons Ward 3 Precinct 2 Exclave"	"00029B"	0	0	0	2	0	0	0
"KS"	2012	"LABETTE"	"Parsons Ward 3 Precinct 3"	"000300"	131	129	266	2	100	153	261
"KS"	2012	"LABETTE"	"Parsons Ward 3 Precinct 4"	"000310"	198	205	408	2	158	231	405
"KS"	2012	"LABETTE"	"Parsons Ward 4 Precinct 1"	"000320"	68	87	157	2	62	87	156
"KS"	2012	"LABETTE"	"Parsons Ward 4 Precinct 2"	"000330"	129	110	243	2	104	125	238
"KS"	2012	"LABETTE"	"Parsons Ward 4 Precinct 3"	"000340"	123	75	202	2	76	114	200
"KS"	2012	"LABETTE"	"Parsons Ward 4 Precinct 4"	"000350"	122	178	302	2	90	203	297
"KS"	2012	"LABETTE"	"Richland Township H1"	"120040"	5	11	16	2	3	13	16
"KS"	2012	"LABETTE"	"Richland Township H1 A"	"12004A"	9	22	31	2	5	26	32
"KS"	2012	"LABETTE"	"Richland Township H1 B"	"12004B"	0	0	0	2	0	0	0
"KS"	2012	"LABETTE"	"Richland Township H7"	"120050"	21	48	72	2	18	52	71
"KS"	2012	"LABETTE"	"Walton Township"	"000370"	136	240	382	2	119	250	376
"KS"	2012	"LANE"	"Alamota Township"	"000010"	5	39	45	1		39	39
"KS"	2012	"LANE"	"Cheyenne Township"	"000040"	22	105	131	1		114	114
"KS"	2012	"LANE"	"Dighton City Precinct 1"	"000060"	45	157	204	1		166	166
"KS"	2012	"LANE"	"Dighton City Precinct 2"	"000070"	59	200	266	1		225	225
"KS"	2012	"LANE"	"Dighton City Precinct 3"	"000080"	12	75	89	1		73	73
"KS"	2012	"LANE"	"Dighton Township 1"	"000050"	10	29	39	1		32	32
"KS"	2012	"LANE"	"Dighton Township 2"	"000020"	5	63	69	1		62	62
"KS"	2012	"LANE"	"Dighton Township 3"	"000030"	6	27	33	1		30	30
"KS"	2012	"LANE"	"White Rock Township"	"000100"	3	11	14	1		12	12
"KS"	2012	"LANE"	"Wilson Township"	"000110"	5	33	38	1		29	29
"KS"	2012	"LEAVENWORTH"	"Alexandria Township"	"000010"	100	288	398	2	84	286	395
"KS"	2012	"LEAVENWORTH"	"Basehor City"	"000020"	820	1405	2257	2	694	1395	2170
"KS"	2012	"LEAVENWORTH"	"Basehor City Exclave 1"	"900010"	0	0	0	2	0	0	0
"KS"	2012	"LEAVENWORTH"	"Basehor City Exclave 2"	"900020"	0	0	0	2	0	0	0
"KS"	2012	"LEAVENWORTH"	"Basehor City Exclave 3"	"900030"	0	0	0	2	0	0	0
"KS"	2012	"LEAVENWORTH"	"Basehor Township Voting District"	"000030"	324	620	962	2	278	631	939
"KS"	2012	"LEAVENWORTH"	"Easton Township"	"000040"	164	363	537	2	114	370	529
"KS"	2012	"LEAVENWORTH"	"Fairmount Township Voting District"	"000050"	487	839	1361	2	408	849	1315
"KS"	2012	"LEAVENWORTH"	"High Prairie Township"	"000060"	328	747	1099	2	245	748	1065
"KS"	2012	"LEAVENWORTH"	"Kickapoo Township"	"000070"	312	650	983	2	234	675	967
"KS"	2012	"LEAVENWORTH"	"Lansing Ward 1"	"000080"	233	331	585	2	174	360	568
"KS"	2012	"LEAVENWORTH"	"Lansing Ward 2 Precinct 1"	"000090"	457	905	1387	2	350	929	1334
"KS"	2012	"LEAVENWORTH"	"Lansing Ward 2 Precinct 1 B"	"800010"	0	0	0	2	0	0	0
"KS"	2012	"LEAVENWORTH"	"Lansing Ward 2 Precinct 2 H38"	"120020"	0	0	0	2	0	0	0
"KS"	2012	"LEAVENWORTH"	"Lansing Ward 2 Precinct 2 H38 A"	"12002A"	0	0	0	2	0	0	0
"KS"	2012	"LEAVENWORTH"	"Lansing Ward 2 Precinct 2 H40"	"120030"	0	0	0	2	0	0	0
"KS"	2012	"LEAVENWORTH"	"Lansing Ward 3"	"000100"	299	469	777	2	225	500	760
"KS"	2012	"LEAVENWORTH"	"Lansing Ward 4"	"000110"	433	703	1158	2	334	728	1112
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 1 Precinct 1"	"000120"	225	109	338	2	171	132	315
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 1 Precinct 1 Fort A H41"	"120040"	30	69	101	2	27	61	92
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 1 Precinct 1 Fort A H41 A"	"12004A"	0	0	0	2	0	0	0
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 1 Precinct 1 Fort A H42"	"120050"	34	56	91	2	29	56	86
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 2 Precinct 1"	"000130"	142	132	281	2	103	156	276
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 2 Precinct 2"	"000140"	150	160	319	2	110	173	310
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 2 Precinct 3"	"000150"	252	182	443	2	184	199	417
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 3 Precinct 1"	"000160"	275	239	536	2	223	269	528
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 4 Precinct 1"	"00017A"	197	191	396	2	149	207	376
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 4 Precinct 1 Fort A"	"00019B"	0	0	0	2	0	0	0
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 5 Precinct 1"	"000180"	199	154	368	2	136	208	357
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 5 Precinct 2"	"00019A"	187	172	378	2	133	210	366
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 5 Precinct 3"	"000200"	258	353	626	2	198	382	610
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 5 Precinct 4"	"000210"	145	249	407	2	107	265	397
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 6 Precinct 1"	"000220"	257	272	540	2	188	312	529
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 6 Precinct 2"	"000230"	227	179	419	2	180	200	400
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 6 Precinct 3"	"000240"	206	195	416	2	147	228	405
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 6 Precinct 4"	"000250"	323	451	789	2	260	488	779
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 6 Precinct 5"	"000260"	338	479	831	2	264	515	808
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 7 Precinct 1"	"00027A"	152	46	203	2	107	82	198
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 7 Precinct 2"	"000280"	603	722	1352	2	476	788	1320
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 7 Precinct 3"	"00029A"	610	949	1582	2	495	998	1542
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 7 Precinct 3 Part B"	"00029C"	0	0	0	2	0	0	0
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 7 Precinct 3 Part C"	"00029D"	0	0	0	2	0	0	0
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 7 Precinct 3 Part D"	"900040"	0	0	0	2	0	0	0
"KS"	2012	"LEAVENWORTH"	"Leavenworth Ward 7 Precinct 3 Part E"	"900050"	0	0	0	2	0	0	0
"KS"	2012	"LEAVENWORTH"	"Missouri River H41"	"120060"	0	0	0	2	0	0	0
"KS"	2012	"LEAVENWORTH"	"Missouri River H42"	"120070"	0	0	0	2	0	0	0
"KS"	2012	"LEAVENWORTH"	"Reno Township H38"	"120080"	54	67	121	2	43	71	120
"KS"	2012	"LEAVENWORTH"	"Reno Township H42"	"120090"	259	349	622	2	236	342	613
"KS"	2012	"LEAVENWORTH"	"Sherman Township"	"000320"	454	820	1303	2	364	831	1269
"KS"	2012	"LEAVENWORTH"	"South Delaware 1 Part B"	"900060"	0	0	0	2	0	0	0
"KS"	2012	"LEAVENWORTH"	"South Delaware 1 S3 H38"	"120100"	38	114	153	2	32	111	151
"KS"	2012	"LEAVENWORTH"	"South Delaware 1 S3 H40"	"120110"	33	70	103	2	21	79	102
"KS"	2012	"LEAVENWORTH"	"South Delaware 1 S5 H38"	"120120"	3	1	4	2	2	2	4
"KS"	2012	"LEAVENWORTH"	"South Delaware 1 S5 H40"	"120130"	97	171	276	2	74	182	273
"KS"	2012	"LEAVENWORTH"	"South Delaware 1 S5 H40 A"	"12013A"	0	0	0	2	0	0	0
"KS"	2012	"LEAVENWORTH"	"South Delaware 2"	"000340"	0	0	0	2	0	0	0
"KS"	2012	"LEAVENWORTH"	"Stranger Township Voting District"	"000350"	282	527	821	2	215	550	805
"KS"	2012	"LEAVENWORTH"	"Tonganoxie North Precinct"	"000360"	435	725	1189	2	340	737	1150
"KS"	2012	"LEAVENWORTH"	"Tonganoxie South Exclave"	"900080"	0	0	0	2	0	0	0
"KS"	2012	"LEAVENWORTH"	"Tonganoxie South Precinct"	"000370"	308	459	796	2	269	452	773
"KS"	2012	"LEAVENWORTH"	"Tonganoxie Township"	"000380"	427	712	1173	2	350	735	1148
"KS"	2012	"LEAVENWORTH"	"Walnut Township Voting District"	"000390"	200	365	585	2	170	372	573
"KS"	2012	"LINCOLN"	"Battle Creek Township"	"000010"	6	19	26	1		19	19
"KS"	2012	"LINCOLN"	"Beaver Township"	"00002A"	5	23	29	1		23	23
"KS"	2012	"LINCOLN"	"Cedron Township"	"000030"	3	11	14	1		13	13
"KS"	2012	"LINCOLN"	"Colorado Township"	"000040"	27	79	107	1		94	94
"KS"	2012	"LINCOLN"	"Elkhorn Township Part A"	"00005A"	10	72	82	1		74	74
"KS"	2012	"LINCOLN"	"Franklin Township"	"000060"	7	46	53	1		45	45
"KS"	2012	"LINCOLN"	"Golden Belt Township"	"000070"	9	17	26	1		21	21
"KS"	2012	"LINCOLN"	"Grant Township"	"000080"	5	31	37	1		34	34
"KS"	2012	"LINCOLN"	"Hanover Township"	"000090"	1	20	21	1		21	21
"KS"	2012	"LINCOLN"	"Highland Township"	"000100"	8	27	35	1		28	28
"KS"	2012	"LINCOLN"	"Indiana Township"	"000110"	7	39	47	1		38	38
"KS"	2012	"LINCOLN"	"Lincoln Precinct 1"	"000120"	49	175	228	1		188	188
"KS"	2012	"LINCOLN"	"Lincoln Precinct 2"	"00013A"	58	226	290	1		247	247
"KS"	2012	"LINCOLN"	"Lincoln Precinct 2 Exclave"	"00013B"	0	0	0	1		0	0
"KS"	2012	"LINCOLN"	"Logan Township"	"000140"	5	30	36	1		28	28
"KS"	2012	"LINCOLN"	"Madison Township"	"000150"	8	36	46	1		36	36
"KS"	2012	"LINCOLN"	"Marion Township"	"000160"	0	18	20	1		17	17
"KS"	2012	"LINCOLN"	"Marion Township Enclave 1"	"900010"	0	0	0	1		0	0
"KS"	2012	"LINCOLN"	"Orange Township"	"000170"	4	28	32	1		32	32
"KS"	2012	"LINCOLN"	"Pleasant Township"	"000180"	47	145	195	1		163	163
"KS"	2012	"LINCOLN"	"Salt Creek Township"	"000190"	6	22	28	1		21	21
"KS"	2012	"LINCOLN"	"Scott Township"	"000200"	9	43	57	1		47	47
"KS"	2012	"LINCOLN"	"Valley Township"	"000210"	5	16	21	1		16	16
"KS"	2012	"LINCOLN"	"Vesper Township"	"000220"	10	42	53	1		46	46
"KS"	2012	"LINN"	"Blue Mound Township"	"000010"	54	157	214	2	39	161	210
"KS"	2012	"LINN"	"Centerville Township"	"000020"	49	158	209	2	36	161	205
"KS"	2012	"LINN"	"Liberty Township"	"000030"	129	302	445	2	88	334	440
"KS"	2012	"LINN"	"Mound City Township"	"000040"	145	502	660	2	123	504	640
"KS"	2012	"LINN"	"North Lincoln"	"000050"	253	544	823	2	184	581	802
"KS"	2012	"LINN"	"North Potosi"	"000060"	124	292	426	2	100	311	421
"KS"	2012	"LINN"	"Paris Township"	"000070"	69	206	279	2	58	213	279
"KS"	2012	"LINN"	"Scott Township"	"000080"	97	252	358	2	77	265	354
"KS"	2012	"LINN"	"Sheridan Township"	"000090"	51	183	244	2	34	203	246
"KS"	2012	"LINN"	"South Lincoln"	"000100"	68	191	269	2	45	201	264
"KS"	2012	"LINN"	"South Potosi"	"000110"	85	277	374	2	56	299	373
"KS"	2012	"LINN"	"Stanton Township"	"000120"	26	66	93	2	18	68	92
"KS"	2012	"LINN"	"Valley Township"	"000130"	20	47	70	2	19	43	69
"KS"	2012	"LOGAN"	"Augustine Township"	"000010"	0	11	11	1		11	11
"KS"	2012	"LOGAN"	"Elkader Township"	"000020"	0	2	2	1		1	1
"KS"	2012	"LOGAN"	"Lees Township"	"000030"	2	5	7	1		5	5
"KS"	2012	"LOGAN"	"Logansport Township"	"000040"	0	4	4	1		3	3
"KS"	2012	"LOGAN"	"McAllaster Township"	"000050"	1	15	17	1		16	16
"KS"	2012	"LOGAN"	"Monument Township"	"000060"	9	57	66	1		60	60
"KS"	2012	"LOGAN"	"Oakley Precinct 1"	"000070"	80	484	576	1		511	511
"KS"	2012	"LOGAN"	"Oakley Precinct 2"	"000080"	74	358	444	1		378	378
"KS"	2012	"LOGAN"	"Paxton Township"	"000090"	0	23	23	1		22	22
"KS"	2012	"LOGAN"	"Russell Springs Township"	"000100"	7	22	29	1		20	20
"KS"	2012	"LOGAN"	"Western Township"	"000110"	0	25	25	1		22	22
"KS"	2012	"LOGAN"	"Winona Township"	"000120"	24	120	146	1		125	125
"KS"	2012	"LYON"	"Precinct 01"	"000010"	270	196	472	1		294	294
"KS"	2012	"LYON"	"Precinct 02"	"000020"	176	134	319	1		225	225
"KS"	2012	"LYON"	"Precinct 03"	"000030"	208	193	408	1		287	287
"KS"	2012	"LYON"	"Precinct 04"	"000040"	253	191	459	1		336	336
"KS"	2012	"LYON"	"Precinct 04 Part A"	"400010"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 04 Part B"	"400020"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 04 Part C"	"400030"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 04 Part D"	"900010"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 05"	"00005A"	161	112	280	1		209	209
"KS"	2012	"LYON"	"Precinct 05 Part A"	"00005B"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 05 Part B"	"00005C"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 06 Part A"	"00006A"	220	121	349	1		213	213
"KS"	2012	"LYON"	"Precinct 06 Part A Exclave"	"00006B"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 06 Part B Exclave"	"00006C"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 07"	"000070"	116	76	196	1		134	134
"KS"	2012	"LYON"	"Precinct 08"	"000080"	186	138	339	1		232	232
"KS"	2012	"LYON"	"Precinct 09"	"000090"	140	148	296	1		223	223
"KS"	2012	"LYON"	"Precinct 09 Part A"	"900020"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 10"	"000100"	171	165	350	1		253	253
"KS"	2012	"LYON"	"Precinct 11"	"000110"	151	147	309	1		214	214
"KS"	2012	"LYON"	"Precinct 12"	"000120"	147	146	302	1		221	221
"KS"	2012	"LYON"	"Precinct 13"	"000130"	206	255	475	1		350	350
"KS"	2012	"LYON"	"Precinct 14"	"000140"	250	267	527	1		352	352
"KS"	2012	"LYON"	"Precinct 15"	"000150"	126	176	305	1		210	210
"KS"	2012	"LYON"	"Precinct 16"	"000160"	191	231	428	1		289	289
"KS"	2012	"LYON"	"Precinct 17"	"000170"	197	215	424	1		306	306
"KS"	2012	"LYON"	"Precinct 17 Enclave Part B"	"00017B"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 17 Exclave Part A"	"00017A"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 18"	"000180"	151	229	389	1		287	287
"KS"	2012	"LYON"	"Precinct 18 Enclave Part A"	"00018A"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 19"	"000190"	260	329	599	1		434	434
"KS"	2012	"LYON"	"Precinct 19 Exclave Part A"	"300010"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 19 Exclave Part B"	"300020"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 20"	"000200"	218	314	537	1		409	409
"KS"	2012	"LYON"	"Precinct 20 Exclave Part A"	"00020A"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 21"	"000210"	68	128	199	1		148	148
"KS"	2012	"LYON"	"Precinct 22"	"000220"	36	73	110	1		94	94
"KS"	2012	"LYON"	"Precinct 23"	"000230"	46	87	139	1		103	103
"KS"	2012	"LYON"	"Precinct 24"	"000240"	198	400	615	1		502	502
"KS"	2012	"LYON"	"Precinct 25"	"000250"	139	337	483	1		390	390
"KS"	2012	"LYON"	"Precinct 26"	"000260"	83	129	220	1		175	175
"KS"	2012	"LYON"	"Precinct 27"	"000270"	131	248	394	1		317	317
"KS"	2012	"LYON"	"Precinct 28"	"00028A"	107	224	338	1		255	255
"KS"	2012	"LYON"	"Precinct 28 Enclave A"	"00028B"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 28 Enclave Part B"	"00028C"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 29"	"000290"	43	121	168	1		132	132
"KS"	2012	"LYON"	"Precinct 29 A"	"120020"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 29 Enclave"	"900030"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 29 Enclave 2"	"900040"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 29 Enclave 3"	"900050"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 29 Exclave Part A"	"00029A"	0	0	0	1		0	0
"KS"	2012	"LYON"	"Precinct 30"	"000300"	161	304	480	1		370	370
"KS"	2012	"LYON"	"Precinct 31"	"000310"	171	415	597	1		486	486
"KS"	2012	"LYON"	"Precinct 32"	"000320"	130	221	366	1		291	291
"KS"	2012	"MARION"	"Blaine Township"	"000010"	20	61	81	1		67	67
"KS"	2012	"MARION"	"Catlin Township"	"000020"	22	64	86	1		73	73
"KS"	2012	"MARION"	"Centre Township"	"000030"	72	228	307	1		250	250
"KS"	2012	"MARION"	"Clark Township"	"000040"	6	55	64	1		57	57
"KS"	2012	"MARION"	"Clear Creek Township"	"000050"	38	182	227	1		195	195
"KS"	2012	"MARION"	"Colfax Township"	"000060"	30	70	100	1		82	82
"KS"	2012	"MARION"	"Doyle Township"	"000070"	5	14	19	1		15	15
"KS"	2012	"MARION"	"Durham Park Township"	"000080"	27	73	101	1		82	82
"KS"	2012	"MARION"	"ENT TEST"	"120001"	0	0	0				
"KS"	2012	"MARION"	"East Branch Township"	"000090"	33	68	103	1		84	84
"KS"	2012	"MARION"	"Fairplay Township"	"000100"	7	59	68	1		58	58
"KS"	2012	"MARION"	"Florence Ward 1"	"00011A"	27	49	78	1		64	64
"KS"	2012	"MARION"	"Florence Ward 1 Exclave"	"00011B"	0	0	0	1		0	0
"KS"	2012	"MARION"	"Florence Ward 2"	"000120"	30	54	89	1		78	78
"KS"	2012	"MARION"	"Gale Township"	"000130"	24	85	110	1		91	91
"KS"	2012	"MARION"	"Grant Township"	"000140"	18	54	74	1		52	52
"KS"	2012	"MARION"	"Hillsboro Ward 1"	"000150"	104	414	530	1		465	465
"KS"	2012	"MARION"	"Hillsboro Ward 2"	"900010"	116	494	627	1		567	567
"KS"	2012	"MARION"	"Hillsboro Ward 2 Exclave A"	"900020"	0	0	0	1		0	0
"KS"	2012	"MARION"	"Hillsboro Ward 2 Exclave Industrial Park"	"00016C"	0	0	0	1		0	0
"KS"	2012	"MARION"	"Lehigh Township"	"000170"	22	103	129	1		110	110
"KS"	2012	"MARION"	"Liberty Township"	"000180"	39	125	172	1		150	150
"KS"	2012	"MARION"	"Logan Township"	"000190"	3	20	23	1		21	21
"KS"	2012	"MARION"	"Lost Springs Township"	"000200"	19	71	92	1		74	74
"KS"	2012	"MARION"	"Marion North Ward"	"000210"	129	290	428	1		363	363
"KS"	2012	"MARION"	"Marion South Ward"	"00022A"	111	284	402	1		337	337
"KS"	2012	"MARION"	"Marion South Ward Exclave"	"00022B"	0	0	0	1		0	0
"KS"	2012	"MARION"	"Menno Township"	"000230"	58	122	181	1		148	148
"KS"	2012	"MARION"	"Milton Township"	"000240"	29	72	104	1		92	92
"KS"	2012	"MARION"	"Moore Township"	"000250"	4	25	31	1		26	26
"KS"	2012	"MARION"	"Peabody East"	"000260"	63	128	194	1		153	153
"KS"	2012	"MARION"	"Peabody West"	"000270"	107	187	307	1		249	249
"KS"	2012	"MARION"	"Risley Township"	"000280"	13	110	125	1		114	114
"KS"	2012	"MARION"	"SUPPLEMENTAL VOTES"	"999001"	2	3	5	1		2	2
"KS"	2012	"MARION"	"Summit Township"	"000290"	16	19	36	1		28	28
"KS"	2012	"MARION"	"West Branch Township"	"000300"	177	225	417	1		327	327
"KS"	2012	"MARION"	"Wilson Township"	"000310"	14	81	96	1		81	81
"KS"	2012	"MARSHALL"	"Balderson Township"	"000010"	6	36	43	1		39	39
"KS"	2012	"MARSHALL"	"Bigelow Township"	"000020"	8	10	18	2	10	8	18
"KS"	2012	"MARSHALL"	"Blue Rapids City"	"000030"	125	249	385	2	113	248	382
"KS"	2012	"MARSHALL"	"Blue Rapids Township"	"000040"	11	19	30	2	7	19	28
"KS"	2012	"MARSHALL"	"Center Township"	"000050"	18	49	68	2	14	52	68
"KS"	2012	"MARSHALL"	"Clear Fork Township"	"000060"	7	9	16	2	7	5	14
"KS"	2012	"MARSHALL"	"Cleveland Township"	"000070"	22	37	59	2	24	33	58
"KS"	2012	"MARSHALL"	"Cottage Hill Township"	"000080"	18	55	75	2	12	59	76
"KS"	2012	"MARSHALL"	"East Vermillion Township"	"000090"	74	157	234	2	70	149	227
"KS"	2012	"MARSHALL"	"Elm Creek Township"	"000100"	31	55	88	2	28	49	84
"KS"	2012	"MARSHALL"	"Franklin Township C1"	"120020"	0	0	0	1		65	65
"KS"	2012	"MARSHALL"	"Franklin Township C2"	"120030"	50	90	146	2	23	38	62
"KS"	2012	"MARSHALL"	"Guittard Township C1"	"120040"	0	0	0	1		6	6
"KS"	2012	"MARSHALL"	"Guittard Township C2"	"120050"	63	121	186	2	68	110	181
"KS"	2012	"MARSHALL"	"Herkimer Township"	"000130"	22	98	123	1		100	100
"KS"	2012	"MARSHALL"	"Lincoln Township"	"000140"	3	72	78	2	9	63	76
"KS"	2012	"MARSHALL"	"Logan Township"	"000150"	37	112	152	1		125	125
"KS"	2012	"MARSHALL"	"Marysville City Ward 1"	"000160"	137	289	436	1		356	356
"KS"	2012	"MARSHALL"	"Marysville City Ward 2"	"00017A"	136	233	381	1		272	272
"KS"	2012	"MARSHALL"	"Marysville City Ward 2 Exclave"	"00017B"	0	0	0	1		0	0
"KS"	2012	"MARSHALL"	"Marysville City Ward 3"	"00018A"	98	140	251	1		195	195
"KS"	2012	"MARSHALL"	"Marysville City Ward 3 Exclave"	"00018B"	0	0	0	1		0	0
"KS"	2012	"MARSHALL"	"Marysville City Ward 4 Part A"	"00019A"	121	254	384	1		294	294
"KS"	2012	"MARSHALL"	"Marysville City Ward 4 Part B"	"00019B"	0	0	0	1		0	0
"KS"	2012	"MARSHALL"	"Marysville City Ward 4 Part B Exclave"	"00019C"	0	0	0	1		0	0
"KS"	2012	"MARSHALL"	"Marysville Township"	"000200"	45	93	142	1		101	101
"KS"	2012	"MARSHALL"	"Murray Township"	"000210"	72	218	295	2	80	198	294
"KS"	2012	"MARSHALL"	"Noble Township"	"000220"	30	77	107	2	29	62	99
"KS"	2012	"MARSHALL"	"Oketo Township"	"000230"	46	72	119	1		89	89
"KS"	2012	"MARSHALL"	"Richland Township"	"000240"	19	74	95	1		71	71
"KS"	2012	"MARSHALL"	"Rock Township"	"000250"	17	53	71	2	12	51	68
"KS"	2012	"MARSHALL"	"St. Bridget Township"	"000260"	18	64	83	1		57	57
"KS"	2012	"MARSHALL"	"Walnut Township"	"000270"	25	35	61	2	22	36	58
"KS"	2012	"MARSHALL"	"Waterville Township"	"000280"	111	249	367	2	99	250	363
"KS"	2012	"MARSHALL"	"Wells Township"	"000290"	29	34	64	2	26	36	64
"KS"	2012	"MARSHALL"	"West Vermillion Township"	"000300"	70	141	216	2	78	122	207
"KS"	2012	"MCPHERSON"	"Battle Hill Township"	"000010"	21	32	55	1		35	35
"KS"	2012	"MCPHERSON"	"Bonaville Township"	"000020"	4	34	39	1		36	36
"KS"	2012	"MCPHERSON"	"Canton Township"	"000030"	70	289	367	1		317	317
"KS"	2012	"MCPHERSON"	"Castle Township"	"000040"	24	55	81	1		66	66
"KS"	2012	"MCPHERSON"	"Delmore Township"	"000050"	12	68	80	1		71	71
"KS"	2012	"MCPHERSON"	"Empire Township"	"000060"	94	412	520	1		441	441
"KS"	2012	"MCPHERSON"	"Groveland Township"	"000070"	18	70	88	1		72	72
"KS"	2012	"MCPHERSON"	"Gypsum Creek Township"	"000080"	22	55	79	1		61	61
"KS"	2012	"MCPHERSON"	"Harper Township"	"000090"	16	59	77	1		65	65
"KS"	2012	"MCPHERSON"	"Hayes Township"	"000100"	33	81	115	1		85	85
