state	year	county	county_code	precinct_name	precinct_code	cd	g2012_USH_dv	g2012_USH_rv	g2012_USP_dv	g2012_USP_rv	g2012_USS_dv	g2012_USS_rv	g2012_USH_tv	g2012_USP_tv	g2012_USS_tv
"VA"	2012	"HENRICO COUNTY"	87	"304 - JACKSON DAVIS"	"0304"	7	452	685	461	680	524	633	1137.0	1155.0	1157.0
"VA"	2012	"HENRICO COUNTY"	87	"305 - NUCKOLS FARM"	"0305"	7	722	1577	762	1554	877	1440	2299.0	2340.0	2317.0
"VA"	2012	"HENRICO COUNTY"	87	"306 - POCAHONTAS"	"0306"	7	709	987	716	981	809	895	1696.0	1712.0	1704.0
"VA"	2012	"HENRICO COUNTY"	87	"307 - RIDGE"	"0307"	7	489	642	492	637	525	620	1131.0	1154.0	1145.0
"VA"	2012	"HENRICO COUNTY"	87	"308 - RIVERS EDGE"	"0308"	7	542	1348	590	1306	700	1204	1890.0	1914.0	1904.0
"VA"	2012	"HENRICO COUNTY"	87	"309 - SADLER"	"0309"	7	649	1175	721	1129	813	1036	1824.0	1873.0	1849.0
"VA"	2012	"HENRICO COUNTY"	87	"310 - SHADY GROVE"	"0310"	7	675	1645	728	1610	841	1501	2320.0	2358.0	2342.0
"VA"	2012	"HENRICO COUNTY"	87	"311 - SHORT PUMP"	"0311"	7	863	1457	896	1427	1008	1322	2320.0	2338.0	2330.0
"VA"	2012	"HENRICO COUNTY"	87	"312 - SPRINGFIELD"	"0312"	7	689	701	716	676	742	659	1390.0	1411.0	1401.0
"VA"	2012	"HENRICO COUNTY"	87	"313 - STONEY RUN"	"0313"	7	1060	1805	1124	1795	1242	1664	2865.0	2953.0	2906.0
"VA"	2012	"HENRICO COUNTY"	87	"314 - THREE CHOPT"	"0314"	7	911	1098	919	1127	983	1073	2009.0	2079.0	2056.0
"VA"	2012	"HENRICO COUNTY"	87	"315 - TUCKER"	"0315"	7	1432	833	1517	789	1513	784	2265.0	2335.0	2297.0
"VA"	2012	"HENRICO COUNTY"	87	"401 - BYRD"	"0401"	7	892	1157	931	1140	1009	1068	2049.0	2104.0	2077.0
"VA"	2012	"HENRICO COUNTY"	87	"402 - CRESTVIEW"	"0402"	7	830	823	852	809	884	790	1653.0	1701.0	1674.0
"VA"	2012	"HENRICO COUNTY"	87	"403 - DERBYSHIRE"	"0403"	7	418	959	410	1000	476	922	1377.0	1427.0	1398.0
"VA"	2012	"HENRICO COUNTY"	87	"404 - FREEMAN"	"0404"	7	517	741	541	738	579	705	1258.0	1297.0	1284.0
"VA"	2012	"HENRICO COUNTY"	87	"405 - GAYTON"	"0405"	7	852	1526	880	1521	1007	1390	2378.0	2418.0	2397.0
"VA"	2012	"HENRICO COUNTY"	87	"406 - GODWIN"	"0406"	7	764	988	762	982	845	914	1752.0	1766.0	1759.0
"VA"	2012	"HENRICO COUNTY"	87	"407 - LAKEWOOD"	"0407"	7	576	979	609	967	673	918	1555.0	1604.0	1591.0
"VA"	2012	"HENRICO COUNTY"	87	"408 - LAUDERDALE"	"0408"	7	894	956	945	921	960	914	1850.0	1891.0	1874.0
"VA"	2012	"HENRICO COUNTY"	87	"409 - MAYBEURY"	"0409"	7	769	1124	772	1141	863	1052	1893.0	1939.0	1915.0
"VA"	2012	"HENRICO COUNTY"	87	"410 - MOORELAND"	"0410"	7	286	959	276	981	357	906	1245.0	1265.0	1263.0
"VA"	2012	"HENRICO COUNTY"	87	"411 - PEMBERTON"	"0411"	7	792	819	849	782	885	740	1611.0	1656.0	1625.0
"VA"	2012	"HENRICO COUNTY"	87	"412 - PINCHBECK"	"0412"	7	1023	1112	1079	1084	1130	1042	2135.0	2205.0	2172.0
"VA"	2012	"HENRICO COUNTY"	87	"413 - RIDGEFIELD"	"0413"	7	874	1383	930	1335	1035	1235	2257.0	2297.0	2270.0
"VA"	2012	"HENRICO COUNTY"	87	"414 - ROLLINGWOOD"	"0414"	7	565	783	549	811	648	721	1348.0	1380.0	1369.0
"VA"	2012	"HENRICO COUNTY"	87	"415 - SKIPWITH"	"0415"	7	546	544	578	529	585	506	1090.0	1119.0	1091.0
"VA"	2012	"HENRICO COUNTY"	87	"416 - SPOTTSWOOD"	"0416"	7	328	473	322	477	383	426	801.0	819.0	809.0
"VA"	2012	"HENRICO COUNTY"	87	"417 - TUCKAHOE"	"0417"	7	738	1908	683	1987	843	1837	2646.0	2693.0	2680.0
"VA"	2012	"HENRICO COUNTY"	87	"418 - WELBORNE"	"0418"	7	554	670	576	648	613	617	1224.0	1241.0	1230.0
"VA"	2012	"HENRICO COUNTY"	87	"419 - WEST END"	"0419"	7	814	1083	824	1096	908	1032	1897.0	1945.0	1940.0
"VA"	2012	"HENRICO COUNTY"	87	"501 - ANTIOCH"	"0501"	3	489	893	392	1061	441	1010	1382.0	1467.0	1451.0
"VA"	2012	"HENRICO COUNTY"	87	"502 - CEDAR FORK"	"0502"	3	741	137	750	160	752	167	878.0	914.0	919.0
"VA"	2012	"HENRICO COUNTY"	87	"503 - CHICKAHOMINY"	"0503"	3	856	796	798	926	828	892	1652.0	1742.0	1720.0
"VA"	2012	"HENRICO COUNTY"	87	"504 - DONAHOE"	"0504"	3	754	336	769	405	761	406	1090.0	1184.0	1167.0
"VA"	2012	"HENRICO COUNTY"	87	"505 - DOREY"	"0505"	3	898	779	817	934	853	895	1677.0	1771.0	1748.0
"VA"	2012	"HENRICO COUNTY"	87	"506 - EANES"	"0506"	3	1199	301	1223	365	1216	356	1500.0	1595.0	1572.0
"VA"	2012	"HENRICO COUNTY"	87	"507 - ELKO"	"0507"	3	182	338	148	389	164	380	520.0	547.0	544.0
"VA"	2012	"HENRICO COUNTY"	87	"508 - HIGHLAND SPRINGS"	"0508"	3	1246	198	1270	231	1264	235	1444.0	1512.0	1499.0
"VA"	2012	"HENRICO COUNTY"	87	"509 - LABURNUM"	"0509"	3	1146	337	1139	422	1124	428	1483.0	1582.0	1552.0
"VA"	2012	"HENRICO COUNTY"	87	"510 - MEHFOUD"	"0510"	3	1031	336	996	408	997	415	1367.0	1420.0	1412.0
"VA"	2012	"HENRICO COUNTY"	87	"511 - MONTROSE"	"0511"	3	2469	310	2553	322	2533	337	2779.0	2907.0	2870.0
"VA"	2012	"HENRICO COUNTY"	87	"512 - NINE MILE"	"0512"	3	529	253	507	304	511	305	782.0	827.0	816.0
"VA"	2012	"HENRICO COUNTY"	87	"513 - PLEASANTS"	"0513"	3	1946	203	1997	213	1974	231	2149.0	2223.0	2205.0
"VA"	2012	"HENRICO COUNTY"	87	"514 - ROLFE"	"0514"	3	3006	279	3033	314	3034	332	3285.0	3370.0	3366.0
"VA"	2012	"HENRICO COUNTY"	87	"515 - SANDSTON"	"0515"	3	610	830	497	1004	518	984	1440.0	1523.0	1502.0
"VA"	2012	"HENRICO COUNTY"	87	"516 - SULLIVANS"	"0516"	3	886	399	853	470	867	454	1285.0	1334.0	1321.0
"VA"	2012	"HENRICO COUNTY"	87	"517 - TOWN HALL"	"0517"	3	344	408	308	461	322	453	752.0	781.0	775.0
"VA"	2012	"HENRICO COUNTY"	87	"518 - WHITLOCKS"	"0518"	3	649	786	579	898	624	867	1435.0	1496.0	1491.0
"VA"	2012	"HENRY COUNTY"	89	"##Central Absentee"		5	262	299	279	307	280	300	561.0	587.0	580.0
"VA"	2012	"HENRY COUNTY"	89	"##Central Absentee"		9	457	903	505	932	528	897	1360.0	1465.0	1425.0
"VA"	2012	"HENRY COUNTY"	89	"#Provisional"		5	0	1	0	1	0	0	1.0	1.0	0.0
"VA"	2012	"HENRY COUNTY"	89	"#Provisional"		9	4	4	5	3	5	4	8.0	8.0	9.0
"VA"	2012	"HENRY COUNTY"	89	"101 - BASSETT NUMBER TWO"	"0101"	9	282	218	332	222	326	224	500.0	572.0	550.0
"VA"	2012	"HENRY COUNTY"	89	"102 - GUNVILLE"	"0102"	9	246	647	302	655	299	650	893.0	982.0	949.0
"VA"	2012	"HENRY COUNTY"	89	"103 - SCOTT'S TANYARD"	"0103"	9	470	1062	553	1074	568	1079	1532.0	1687.0	1647.0
"VA"	2012	"HENRY COUNTY"	89	"201 - FIELDALE"	"0201"	9	234	359	262	378	269	367	593.0	664.0	636.0
"VA"	2012	"HENRY COUNTY"	89	"202 - HORSEPASTURE #1"	"0202"	9	406	575	455	614	461	604	981.0	1099.0	1065.0
"VA"	2012	"HENRY COUNTY"	89	"203 - HORSEPASTURE #2"	"0203"	9	653	254	800	226	762	232	907.0	1038.0	994.0
"VA"	2012	"HENRY COUNTY"	89	"204 - SPENCER"	"0204"	9	378	709	439	729	460	704	1087.0	1194.0	1164.0
"VA"	2012	"HENRY COUNTY"	89	"302 - AXTON"	"0302"	5	401	327	467	309	452	317	728.0	788.0	769.0
"VA"	2012	"HENRY COUNTY"	89	"303 - IRISBURG"	"0303"	5	589	683	720	661	666	680	1272.0	1405.0	1346.0
"VA"	2012	"HENRY COUNTY"	89	"304 - MOUNT OLIVET"	"0304"	5	726	651	820	651	804	636	1377.0	1487.0	1440.0
"VA"	2012	"HENRY COUNTY"	89	"304 - MOUNT OLIVET"	"0304"	9	4	0	4	0	4	0	4.0	4.0	4.0
"VA"	2012	"HENRY COUNTY"	89	"305 - MOUNTAIN VALLEY"	"0305"	5	290	330	350	322	304	338	620.0	682.0	642.0
"VA"	2012	"HENRY COUNTY"	89	"401 - COLLINSVILLE NUMBER 1"	"0401"	9	198	455	215	503	251	458	653.0	745.0	709.0
"VA"	2012	"HENRY COUNTY"	89	"402 - DANIELS CREEK"	"0402"	9	280	458	329	494	332	487	738.0	837.0	819.0
"VA"	2012	"HENRY COUNTY"	89	"404 - COLLINSVILLE NUMBER 2"	"0404"	9	433	802	504	788	533	766	1235.0	1328.0	1299.0
"VA"	2012	"HENRY COUNTY"	89	"405 - MOUNTAIN VIEW"	"0405"	5	305	406	353	395	350	395	711.0	770.0	745.0
"VA"	2012	"HENRY COUNTY"	89	"501 - BASSETT NUMBER ONE"	"0501"	9	289	287	341	298	340	288	576.0	652.0	628.0
"VA"	2012	"HENRY COUNTY"	89	"502 - FIGSBORO"	"0502"	9	239	546	273	560	290	562	785.0	864.0	852.0
"VA"	2012	"HENRY COUNTY"	89	"503 - STANLEYTOWN"	"0503"	9	320	852	334	910	367	906	1172.0	1297.0	1273.0
"VA"	2012	"HENRY COUNTY"	89	"504 - OAK LEVEL"	"0504"	9	140	293	149	300	158	307	433.0	474.0	465.0
"VA"	2012	"HENRY COUNTY"	89	"505 - DYERS STORE"	"0505"	5	17	46	18	45	19	47	63.0	66.0	66.0
"VA"	2012	"HENRY COUNTY"	89	"505 - DYERS STORE"	"0505"	9	165	257	196	259	194	264	422.0	470.0	458.0
"VA"	2012	"HENRY COUNTY"	89	"601 - FONTAINE"	"0601"	9	361	652	396	680	417	658	1013.0	1104.0	1075.0
"VA"	2012	"HENRY COUNTY"	89	"602 - HILLCREST"	"0602"	9	198	261	229	256	244	246	459.0	504.0	490.0
"VA"	2012	"HENRY COUNTY"	89	"603 - RIDGEWAY #1"	"0603"	5	355	764	415	789	404	794	1119.0	1245.0	1198.0
"VA"	2012	"HENRY COUNTY"	89	"604 - RIDGEWAY #2"	"0604"	9	227	609	272	623	278	621	836.0	917.0	899.0
"VA"	2012	"HIGHLAND COUNTY"	91	"#Provisional"		6	0	0	0	0	0	0	0.0	0.0	0.0
"VA"	2012	"HIGHLAND COUNTY"	91	"001 - MONTEREY"	"0001"	6	142	342	189	283	183	309	484.0	479.0	492.0
"VA"	2012	"HIGHLAND COUNTY"	91	"003 - WILSONS MILL"	"0003"	6	40	69	42	64	50	60	109.0	107.0	110.0
"VA"	2012	"HIGHLAND COUNTY"	91	"005 - BLUE GRASS"	"0005"	6	58	199	85	169	95	166	257.0	262.0	261.0
"VA"	2012	"HIGHLAND COUNTY"	91	"007 - MILL GAP"	"0007"	6	33	133	48	120	48	122	166.0	170.0	170.0
"VA"	2012	"HIGHLAND COUNTY"	91	"008 - MCDOWELL"	"0008"	6	58	255	77	226	82	239	313.0	310.0	321.0
"VA"	2012	"HIGHLAND COUNTY"	91	"010 - HEADWATERS"	"0010"	6	20	59	18	62	19	61	79.0	83.0	80.0
"VA"	2012	"HOPEWELL CITY"	670	"##Central Absentee"		4	359	423	430	379	422	365	782.0	813.0	787.0
"VA"	2012	"HOPEWELL CITY"	670	"#Provisional"		4	7	2	1	2	6	0	9.0	3.0	6.0
"VA"	2012	"HOPEWELL CITY"	670	"101 - WARD ONE"	"0101"	4	433	517	559	448	562	460	950.0	1026.0	1022.0
"VA"	2012	"HOPEWELL CITY"	670	"201 - WARD TWO"	"0201"	4	602	164	915	97	853	106	766.0	1023.0	959.0
"VA"	2012	"HOPEWELL CITY"	670	"301 - WARD THREE"	"0301"	4	335	1025	456	934	479	932	1360.0	1410.0	1411.0
"VA"	2012	"HOPEWELL CITY"	670	"401 - WARD FOUR"	"0401"	4	579	796	720	736	740	731	1375.0	1467.0	1471.0
"VA"	2012	"HOPEWELL CITY"	670	"501 - WARD FIVE"	"0501"	4	303	776	451	694	443	710	1079.0	1157.0	1153.0
"VA"	2012	"HOPEWELL CITY"	670	"601 - WARD SIX"	"0601"	4	720	213	969	117	914	147	933.0	1097.0	1061.0
"VA"	2012	"HOPEWELL CITY"	670	"701 - WARD SEVEN"	"0701"	4	524	423	678	332	668	358	947.0	1018.0	1026.0
"VA"	2012	"ISLE OF WIGHT COUNTY"	93	"##Central Absentee"		4	771	1172	888	1071	904	1056	1943.0	1977.0	1960.0
"VA"	2012	"ISLE OF WIGHT COUNTY"	93	"#Provisional"		4	5	5	7	4	6	6	10.0	11.0	12.0
"VA"	2012	"ISLE OF WIGHT COUNTY"	93	"101 - SMITHFIELD"	"0101"	4	631	1608	790	1454	844	1413	2239.0	2272.0	2257.0
"VA"	2012	"ISLE OF WIGHT COUNTY"	93	"102 - CYPRESS CREEK"	"0102"	4	531	1214	607	1147	635	1121	1745.0	1770.0	1756.0
"VA"	2012	"ISLE OF WIGHT COUNTY"	93	"201 - BARTLETT"	"0201"	4	671	1484	789	1366	823	1346	2155.0	2186.0	2169.0
"VA"	2012	"ISLE OF WIGHT COUNTY"	93	"202 - CARROLLTON"	"0202"	4	636	1317	766	1230	763	1203	1953.0	2025.0	1966.0
"VA"	2012	"ISLE OF WIGHT COUNTY"	93	"301 - RUSHMERE"	"0301"	4	909	784	1029	677	1021	686	1693.0	1721.0	1707.0
"VA"	2012	"ISLE OF WIGHT COUNTY"	93	"302 - PONS"	"0302"	4	1136	638	1281	548	1237	566	1774.0	1841.0	1803.0
"VA"	2012	"ISLE OF WIGHT COUNTY"	93	"401 - COURTHOUSE"	"0401"	4	191	534	239	500	239	494	725.0	743.0	733.0
"VA"	2012	"ISLE OF WIGHT COUNTY"	93	"402 - WINDSOR"	"0402"	4	458	997	561	906	561	900	1455.0	1487.0	1461.0
"VA"	2012	"ISLE OF WIGHT COUNTY"	93	"403 - LONGVIEW"	"0403"	4	412	823	494	757	508	743	1235.0	1266.0	1251.0
"VA"	2012	"ISLE OF WIGHT COUNTY"	93	"501 - WALTERS"	"0501"	4	167	659	236	587	250	576	826.0	832.0	826.0
"VA"	2012	"ISLE OF WIGHT COUNTY"	93	"502 - CAMPS MILL"	"0502"	4	258	189	273	176	274	181	447.0	457.0	455.0
"VA"	2012	"ISLE OF WIGHT COUNTY"	93	"503 - CARRSVILLE"	"0503"	4	190	357	270	309	253	298	547.0	584.0	551.0
"VA"	2012	"ISLE OF WIGHT COUNTY"	93	"504 - ZUNI"	"0504"	4	311	713	365	661	354	666	1024.0	1041.0	1020.0
"VA"	2012	"ISLE OF WIGHT COUNTY"	93	"505 - RAYNOR"	"0505"	4	136	435	166	409	188	390	571.0	582.0	578.0
"VA"	2012	"JAMES CITY COUNTY"	95	"##Central Absentee"		1	2228	3597	2544	3493	2677	3333	5825.0	6081.0	6010.0
"VA"	2012	"JAMES CITY COUNTY"	95	"#Provisional"		1	16	16	25	12	21	15	32.0	38.0	36.0
"VA"	2012	"JAMES CITY COUNTY"	95	"101 - BERKELEY A"	"0101"	1	1094	1778	1259	1665	1356	1597	2872.0	2967.0	2953.0
"VA"	2012	"JAMES CITY COUNTY"	95	"102 - BERKELEY B"	"0102"	1	617	920	730	864	758	850	1537.0	1619.0	1608.0
"VA"	2012	"JAMES CITY COUNTY"	95	"103 - BERKELEY C"	"0103"	1	738	1990	878	1942	957	1864	2728.0	2834.0	2821.0
"VA"	2012	"JAMES CITY COUNTY"	95	"201 - JAMESTOWN A"	"0201"	1	363	301	405	288	421	275	664.0	702.0	696.0
"VA"	2012	"JAMES CITY COUNTY"	95	"202 - JAMESTOWN B"	"0202"	1	1125	938	1171	946	1210	929	2063.0	2164.0	2139.0
"VA"	2012	"JAMES CITY COUNTY"	95	"203 - JAMESTOWN C"	"0203"	1	540	1001	646	950	700	896	1541.0	1613.0	1596.0
"VA"	2012	"JAMES CITY COUNTY"	95	"204 - JAMESTOWN D"	"0204"	1	851	1594	864	1617	973	1505	2445.0	2494.0	2478.0
"VA"	2012	"JAMES CITY COUNTY"	95	"301 - POWHATAN A"	"0301"	1	853	1538	956	1485	1033	1421	2391.0	2467.0	2454.0
"VA"	2012	"JAMES CITY COUNTY"	95	"302 - POWHATAN B"	"0302"	1	460	392	531	356	526	373	852.0	904.0	899.0
"VA"	2012	"JAMES CITY COUNTY"	95	"303 - POWHATAN C"	"0303"	1	314	622	352	619	371	600	936.0	980.0	971.0
"VA"	2012	"JAMES CITY COUNTY"	95	"304 - POWHATAN D"	"0304"	1	1185	1131	1342	1079	1388	1052	2316.0	2453.0	2440.0
"VA"	2012	"JAMES CITY COUNTY"	95	"401 - STONEHOUSE A"	"0401"	1	804	1351	947	1288	981	1267	2155.0	2273.0	2248.0
"VA"	2012	"JAMES CITY COUNTY"	95	"402 - STONEHOUSE B"	"0402"	1	1125	1732	1296	1678	1379	1600	2857.0	3009.0	2979.0
"VA"	2012	"JAMES CITY COUNTY"	95	"403 - STONEHOUSE C"	"0403"	1	711	1410	841	1362	894	1313	2121.0	2217.0	2207.0
"VA"	2012	"JAMES CITY COUNTY"	95	"501 - ROBERTS A"	"0501"	1	843	349	949	321	934	338	1192.0	1290.0	1272.0
"VA"	2012	"JAMES CITY COUNTY"	95	"502 - ROBERTS B"	"0502"	1	626	1660	724	1608	834	1496	2286.0	2344.0	2330.0
"VA"	2012	"JAMES CITY COUNTY"	95	"503 - ROBERTS C"	"0503"	1	320	137	382	109	371	121	457.0	501.0	492.0
"VA"	2012	"JAMES CITY COUNTY"	95	"504 - ROBERTS D"	"0504"	1	986	1164	1037	1161	1094	1112	2150.0	2223.0	2206.0
"VA"	2012	"KING & QUEEN COUNTY"	97	"##Central Absentee"		1	189	183	209	165	211	173	372.0	379.0	384.0
"VA"	2012	"KING & QUEEN COUNTY"	97	"#Provisional"		1	1	3	2	2	3	2	4.0	5.0	5.0
"VA"	2012	"KING & QUEEN COUNTY"	97	"101 - OWENTON"	"0101"	1	394	210	429	208	427	215	604.0	642.0	642.0
"VA"	2012	"KING & QUEEN COUNTY"	97	"201 - CLARKS"	"0201"	1	238	418	274	403	294	400	656.0	682.0	694.0
"VA"	2012	"KING & QUEEN COUNTY"	97	"301 - SHACKLEFORDS"	"0301"	1	273	367	323	344	334	344	640.0	675.0	678.0
"VA"	2012	"KING & QUEEN COUNTY"	97	"401 - COURTHOUSE"	"0401"	1	298	353	322	335	346	335	651.0	665.0	681.0
"VA"	2012	"KING & QUEEN COUNTY"	97	"501 - OLDMILL"	"0501"	1	144	417	186	408	191	408	561.0	602.0	599.0
"VA"	2012	"KING GEORGE COUNTY"	99	"##Central Absentee"		1	367	756	467	657	501	643	1123.0	1151.0	1144.0
"VA"	2012	"KING GEORGE COUNTY"	99	"#Provisional"		1	0	2	1	1	1	1	2.0	2.0	2.0
"VA"	2012	"KING GEORGE COUNTY"	99	"101 - COURTHOUSE"	"0101"	1	541	1122	649	1051	669	1055	1663.0	1744.0	1724.0
"VA"	2012	"KING GEORGE COUNTY"	99	"102 - PASSAPATANZY"	"0102"	1	307	549	364	513	375	513	856.0	894.0	888.0
"VA"	2012	"KING GEORGE COUNTY"	99	"201 - MONROE"	"0201"	1	771	1786	917	1698	965	1665	2557.0	2651.0	2630.0
"VA"	2012	"KING GEORGE COUNTY"	99	"301 - DAHLGREN"	"0301"	1	1058	1312	1103	1311	1111	1320	2370.0	2460.0	2431.0
"VA"	2012	"KING GEORGE COUNTY"	99	"401 - SHILOH"	"0401"	1	842	1469	976	1373	1003	1368	2311.0	2390.0	2371.0
"VA"	2012	"KING WILLIAM COUNTY"	101	"##Central Absentee"		1	196	340	224	317	233	314	536.0	549.0	547.0
"VA"	2012	"KING WILLIAM COUNTY"	101	"#Provisional"		1	3	9	0	2	4	7	12.0	2.0	11.0
"VA"	2012	"KING WILLIAM COUNTY"	101	"101 - WEST POINT"	"0101"	1	456	1023	603	968	640	927	1479.0	1592.0	1567.0
"VA"	2012	"KING WILLIAM COUNTY"	101	"201 - SWEET HALL"	"0201"	1	178	319	210	295	210	299	497.0	514.0	509.0
"VA"	2012	"KING WILLIAM COUNTY"	101	"202 - COURTHOUSE"	"0202"	1	459	609	519	596	515	602	1068.0	1123.0	1117.0
"VA"	2012	"KING WILLIAM COUNTY"	101	"301 - AYLETT"	"0301"	1	430	1095	481	1104	514	1073	1525.0	1602.0	1587.0
"VA"	2012	"KING WILLIAM COUNTY"	101	"401 - MANQUIN"	"0401"	1	506	1111	572	1132	598	1104	1617.0	1717.0	1702.0
"VA"	2012	"KING WILLIAM COUNTY"	101	"501 - MANGOHICK"	"0501"	1	662	1039	735	1052	756	1045	1701.0	1805.0	1801.0
"VA"	2012	"LANCASTER COUNTY"	103	"##Central Absentee"		1	231	502	297	471	312	445	733.0	772.0	757.0
"VA"	2012	"LANCASTER COUNTY"	103	"#Provisional"		1	3	4	5	4	6	3	7.0	9.0	9.0
"VA"	2012	"LANCASTER COUNTY"	103	"101 - PRECINCT 1-1"	"0101"	1	436	764	490	729	508	716	1200.0	1232.0	1224.0
"VA"	2012	"LANCASTER COUNTY"	103	"201 - PRECINCT 2-1"	"0201"	1	665	460	725	431	725	425	1125.0	1163.0	1150.0
"VA"	2012	"LANCASTER COUNTY"	103	"301 - PRECINCT 3-1"	"0301"	1	280	637	329	605	352	574	917.0	944.0	926.0
"VA"	2012	"LANCASTER COUNTY"	103	"302 - PRECINCT 3-2"	"0302"	1	104	309	136	287	145	278	413.0	426.0	423.0
"VA"	2012	"LANCASTER COUNTY"	103	"401 - PRECINCT 4-1"	"0401"	1	679	361	729	337	723	338	1040.0	1074.0	1061.0
"VA"	2012	"LANCASTER COUNTY"	103	"501 - PRECINCT 5-1"	"0501"	1	349	940	438	889	470	843	1289.0	1331.0	1313.0
"VA"	2012	"LEE COUNTY"	105	"##Central Absentee"		9	217	476	175	501	213	482	693.0	688.0	695.0
"VA"	2012	"LEE COUNTY"	105	"#Provisional"		9	1	1	0	2	0	2	2.0	2.0	2.0
"VA"	2012	"LEE COUNTY"	105	"101 - ELYDALE"	"0101"	9	172	325	112	402	149	356	497.0	519.0	505.0
"VA"	2012	"LEE COUNTY"	105	"102 - EWING"	"0102"	9	151	281	122	319	130	307	432.0	450.0	437.0
"VA"	2012	"LEE COUNTY"	105	"103 - ROSE HILL"	"0103"	9	294	530	206	638	238	596	824.0	856.0	834.0
"VA"	2012	"LEE COUNTY"	105	"201 - BLACKWATER"	"0201"	9	81	80	67	92	70	93	161.0	164.0	163.0
"VA"	2012	"LEE COUNTY"	105	"202 - FLATWOODS"	"0202"	9	203	444	134	497	141	509	647.0	652.0	650.0
"VA"	2012	"LEE COUNTY"	105	"203 - NORTH JONESVILLE"	"0203"	9	148	267	112	301	136	281	415.0	421.0	417.0
"VA"	2012	"LEE COUNTY"	105	"204 - SOUTH JONESVILLE"	"0204"	9	231	374	182	421	194	411	605.0	614.0	605.0
"VA"	2012	"LEE COUNTY"	105	"301 - BEN HUR"	"0301"	9	311	603	222	695	267	661	914.0	928.0	928.0
"VA"	2012	"LEE COUNTY"	105	"302 - WEST PENNINGTON GAP"	"0302"	9	85	101	68	123	76	116	186.0	194.0	192.0
"VA"	2012	"LEE COUNTY"	105	"303 - WOODWAY"	"0303"	9	247	462	202	511	222	495	709.0	723.0	717.0
"VA"	2012	"LEE COUNTY"	105	"401 - STICKLEYVILLE"	"0401"	9	170	242	124	279	144	270	412.0	411.0	414.0
"VA"	2012	"LEE COUNTY"	105	"402 - JASPER"	"0402"	9	132	143	85	183	104	171	275.0	274.0	275.0
"VA"	2012	"LEE COUNTY"	105	"403 - SEMINARY"	"0403"	9	112	270	80	300	97	286	382.0	384.0	383.0
"VA"	2012	"LEE COUNTY"	105	"404 - DRYDEN"	"0404"	9	279	462	213	538	224	521	741.0	755.0	745.0
"VA"	2012	"LEE COUNTY"	105	"501 - SAINT CHARLES"	"0501"	9	140	75	105	110	92	120	215.0	219.0	212.0
"VA"	2012	"LEE COUNTY"	105	"502 - STONE CREEK"	"0502"	9	94	110	81	130	65	132	204.0	215.0	197.0
"VA"	2012	"LEE COUNTY"	105	"503 - EAST PENNINGTON GAP"	"0503"	9	275	502	199	582	216	567	777.0	790.0	783.0
"VA"	2012	"LEE COUNTY"	105	"504 - ROBBINS CHAPEL"	"0504"	9	39	80	27	93	27	92	119.0	124.0	119.0
"VA"	2012	"LEE COUNTY"	105	"505 - KEOKEE"	"0505"	9	95	102	67	130	78	120	197.0	199.0	198.0
"VA"	2012	"LEXINGTON CITY"	678	"##Central Absentee"		6	184	131	199	130	206	115	315.0	333.0	321.0
"VA"	2012	"LEXINGTON CITY"	678	"#Provisional"		6	2	0	2	0	2	0	2.0	2.0	2.0
"VA"	2012	"LEXINGTON CITY"	678	"001 - LEXINGTON"	"0001"	6	1165	1098	1285	1016	1365	987	2263.0	2344.0	2352.0
"VA"	2012	"LOUDOUN COUNTY"	107	"##Central Absentee"		10	9006	12227	11543	10530	11679	10202	21774.0	22274.0	21881.0
"VA"	2012	"LOUDOUN COUNTY"	107	"#Provisional"		10	88	98	104	90	105	90	196.0	195.0	195.0
"VA"	2012	"LOUDOUN COUNTY"	107	"107 - LITTLE RIVER"	"0107"	10	1120	1761	1452	1535	1495	1497	2973.0	3014.0	2992.0
"VA"	2012	"LOUDOUN COUNTY"	107	"108 - MERCER"	"0108"	10	677	887	863	751	851	768	1609.0	1636.0	1619.0
"VA"	2012	"LOUDOUN COUNTY"	107	"112 - FREEDOM"	"0112"	10	986	1113	1236	936	1216	961	2157.0	2191.0	2177.0
"VA"	2012	"LOUDOUN COUNTY"	107	"114 - DULLES SOUTH"	"0114"	10	333	458	449	389	429	398	822.0	841.0	827.0
"VA"	2012	"LOUDOUN COUNTY"	107	"117 - CARTER"	"0117"	10	1244	984	1564	770	1542	768	2291.0	2350.0	2310.0
"VA"	2012	"LOUDOUN COUNTY"	107	"118 - MOOREFIELD"	"0118"	10	577	612	721	504	717	509	1218.0	1240.0	1226.0
"VA"	2012	"LOUDOUN COUNTY"	107	"119 - ARCOLA"	"0119"	10	821	843	987	741	982	743	1727.0	1755.0	1725.0
"VA"	2012	"LOUDOUN COUNTY"	107	"120 - LUNSFORD"	"0120"	10	678	837	837	726	838	716	1548.0	1577.0	1554.0
"VA"	2012	"LOUDOUN COUNTY"	107	"121 - TOWN HALL"	"0121"	10	461	648	604	564	615	550	1156.0	1184.0	1165.0
"VA"	2012	"LOUDOUN COUNTY"	107	"122 - HUTCHISON FARM"	"0122"	10	782	1015	1002	851	1006	870	1855.0	1880.0	1876.0
"VA"	2012	"LOUDOUN COUNTY"	107	"207 - RIVER BEND"	"0207"	10	502	741	647	635	689	601	1287.0	1302.0	1290.0
