fips,county,candidate,votes
02020,Anchorage Municipality,Write-In,2
02020,Anchorage Municipality,Johnson,24
02020,Anchorage Municipality,Obama,330
02020,Anchorage Municipality,Romney,371
02020,Anchorage Municipality,Stein,5
02020,Anchorage Municipality,Write-In,1
02020,Anchorage Municipality,Johnson,6
02020,Anchorage Municipality,Obama,62
02020,Anchorage Municipality,Romney,60
02020,Anchorage Municipality,Stein,2
02020,Anchorage Municipality,Write-In,2
02020,Anchorage Municipality,Johnson,34
02020,Anchorage Municipality,Obama,504
02020,Anchorage Municipality,Romney,213
02020,Anchorage Municipality,Stein,15
02020,Anchorage Municipality,Write-In,13
02020,Anchorage Municipality,Johnson,23
02020,Anchorage Municipality,Obama,469
02020,Anchorage Municipality,Romney,762
02020,Anchorage Municipality,Stein,7
02020,Anchorage Municipality,Write-In,8
02020,Anchorage Municipality,Johnson,9
02020,Anchorage Municipality,Obama,338
02020,Anchorage Municipality,Romney,443
02020,Anchorage Municipality,Stein,6
02020,Anchorage Municipality,Write-In,3
,Absentee/Early/Question,Johnson,29
,Absentee/Early/Question,Obama,833
,Absentee/Early/Question,Romney,1134
,Absentee/Early/Question,Stein,20
,Absentee/Early/Question,Write-In,13
,Absentee/Early/Question,Johnson,11
,Absentee/Early/Question,Obama,588
,Absentee/Early/Question,Romney,621
,Absentee/Early/Question,Stein,6
,Absentee/Early/Question,Write-In,0
,Absentee/Early/Question,Johnson,6
,Absentee/Early/Question,Obama,106
,Absentee/Early/Question,Romney,167
,Absentee/Early/Question,Stein,3
,Absentee/Early/Question,Write-In,4
02122,Kenai Peninsula Borough,Johnson,20
02122,Kenai Peninsula Borough,Obama,253
02122,Kenai Peninsula Borough,Romney,335
02122,Kenai Peninsula Borough,Stein,9
02122,Kenai Peninsula Borough,Write-In,12
02122,Kenai Peninsula Borough,Johnson,3
02122,Kenai Peninsula Borough,Obama,46
02122,Kenai Peninsula Borough,Romney,78
02122,Kenai Peninsula Borough,Stein,1
02122,Kenai Peninsula Borough,Write-In,7
02122,Kenai Peninsula Borough,Johnson,0
02122,Kenai Peninsula Borough,Obama,37
02122,Kenai Peninsula Borough,Romney,28
02122,Kenai Peninsula Borough,Stein,0
02122,Kenai Peninsula Borough,Write-In,0
02122,Kenai Peninsula Borough,Johnson,8
02122,Kenai Peninsula Borough,Obama,134
02122,Kenai Peninsula Borough,Romney,549
02122,Kenai Peninsula Borough,Stein,3
02122,Kenai Peninsula Borough,Write-In,9
02122,Kenai Peninsula Borough,Johnson,2
02122,Kenai Peninsula Borough,Obama,63
02122,Kenai Peninsula Borough,Romney,71
02122,Kenai Peninsula Borough,Stein,4
02122,Kenai Peninsula Borough,Write-In,4
02122,Kenai Peninsula Borough,Johnson,15
02122,Kenai Peninsula Borough,Obama,154
02122,Kenai Peninsula Borough,Romney,653
02122,Kenai Peninsula Borough,Stein,3
02122,Kenai Peninsula Borough,Write-In,11
02122,Kenai Peninsula Borough,Johnson,20
02122,Kenai Peninsula Borough,Obama,142
02122,Kenai Peninsula Borough,Romney,706
02122,Kenai Peninsula Borough,Stein,5
02122,Kenai Peninsula Borough,Write-In,13
02122,Kenai Peninsula Borough,Johnson,26
02122,Kenai Peninsula Borough,Obama,325
02122,Kenai Peninsula Borough,Romney,346
02122,Kenai Peninsula Borough,Stein,10
02122,Kenai Peninsula Borough,Write-In,7
02122,Kenai Peninsula Borough,Johnson,11
02122,Kenai Peninsula Borough,Obama,113
02122,Kenai Peninsula Borough,Romney,541
02122,Kenai Peninsula Borough,Stein,8
02122,Kenai Peninsula Borough,Write-In,4
02122,Kenai Peninsula Borough,Johnson,13
02122,Kenai Peninsula Borough,Obama,122
02122,Kenai Peninsula Borough,Romney,591
02122,Kenai Peninsula Borough,Stein,10
02122,Kenai Peninsula Borough,Write-In,7
,Absentee/Early/Question,Johnson,52
,Absentee/Early/Question,Obama,698
,Absentee/Early/Question,Romney,1702
,Absentee/Early/Question,Stein,21
,Absentee/Early/Question,Write-In,17
,Absentee/Early/Question,Johnson,0
,Absentee/Early/Question,Obama,1
,Absentee/Early/Question,Romney,0
,Absentee/Early/Question,Stein,0
,Absentee/Early/Question,Write-In,0
,Absentee/Early/Question,Johnson,22
,Absentee/Early/Question,Obama,100
,Absentee/Early/Question,Romney,282
,Absentee/Early/Question,Stein,9
,Absentee/Early/Question,Write-In,13
02122,Kenai Peninsula Borough,Johnson,23
02122,Kenai Peninsula Borough,Obama,194
02122,Kenai Peninsula Borough,Romney,737
02122,Kenai Peninsula Borough,Stein,8
02122,Kenai Peninsula Borough,Write-In,6
02122,Kenai Peninsula Borough,Johnson,19
02122,Kenai Peninsula Borough,Obama,223
02122,Kenai Peninsula Borough,Romney,805
02122,Kenai Peninsula Borough,Stein,5
02122,Kenai Peninsula Borough,Write-In,7
02122,Kenai Peninsula Borough,Johnson,27
02122,Kenai Peninsula Borough,Obama,254
02122,Kenai Peninsula Borough,Romney,736
02122,Kenai Peninsula Borough,Stein,10
02122,Kenai Peninsula Borough,Write-In,14
02122,Kenai Peninsula Borough,Johnson,15
02122,Kenai Peninsula Borough,Obama,143
02122,Kenai Peninsula Borough,Romney,364
02122,Kenai Peninsula Borough,Stein,2
02122,Kenai Peninsula Borough,Write-In,6
02122,Kenai Peninsula Borough,Johnson,12
02122,Kenai Peninsula Borough,Obama,136
02122,Kenai Peninsula Borough,Romney,377
02122,Kenai Peninsula Borough,Stein,4
02122,Kenai Peninsula Borough,Write-In,6
02122,Kenai Peninsula Borough,Johnson,38
02122,Kenai Peninsula Borough,Obama,357
02122,Kenai Peninsula Borough,Romney,924
02122,Kenai Peninsula Borough,Stein,8
02122,Kenai Peninsula Borough,Write-In,16
,Absentee/Early/Question,Johnson,33
,Absentee/Early/Question,Obama,525
,Absentee/Early/Question,Romney,1523
,Absentee/Early/Question,Stein,7
,Absentee/Early/Question,Write-In,12
,Absentee/Early/Question,Johnson,0
,Absentee/Early/Question,Obama,0
,Absentee/Early/Question,Romney,0
,Absentee/Early/Question,Stein,0
,Absentee/Early/Question,Write-In,0
,Absentee/Early/Question,Johnson,14
,Absentee/Early/Question,Obama,101
,Absentee/Early/Question,Romney,308
,Absentee/Early/Question,Stein,7
,Absentee/Early/Question,Write-In,5
02122,Kenai Peninsula Borough,Johnson,9
02122,Kenai Peninsula Borough,Obama,180
02122,Kenai Peninsula Borough,Romney,548
02122,Kenai Peninsula Borough,Stein,12
02122,Kenai Peninsula Borough,Write-In,8
02122,Kenai Peninsula Borough,Johnson,10
02122,Kenai Peninsula Borough,Obama,229
02122,Kenai Peninsula Borough,Romney,180
02122,Kenai Peninsula Borough,Stein,7
02122,Kenai Peninsula Borough,Write-In,4
02122,Kenai Peninsula Borough,Johnson,1
02122,Kenai Peninsula Borough,Obama,76
02122,Kenai Peninsula Borough,Romney,123
02122,Kenai Peninsula Borough,Stein,4
02122,Kenai Peninsula Borough,Write-In,1
02122,Kenai Peninsula Borough,Johnson,9
02122,Kenai Peninsula Borough,Obama,50
02122,Kenai Peninsula Borough,Romney,186
02122,Kenai Peninsula Borough,Stein,1
02122,Kenai Peninsula Borough,Write-In,0
02122,Kenai Peninsula Borough,Johnson,7
02122,Kenai Peninsula Borough,Obama,76
02122,Kenai Peninsula Borough,Romney,245
02122,Kenai Peninsula Borough,Stein,1
02122,Kenai Peninsula Borough,Write-In,2
02122,Kenai Peninsula Borough,Johnson,19
02122,Kenai Peninsula Borough,Obama,463
02122,Kenai Peninsula Borough,Romney,476
02122,Kenai Peninsula Borough,Stein,17
02122,Kenai Peninsula Borough,Write-In,16
02122,Kenai Peninsula Borough,Johnson,23
02122,Kenai Peninsula Borough,Obama,313
02122,Kenai Peninsula Borough,Romney,395
02122,Kenai Peninsula Borough,Stein,13
02122,Kenai Peninsula Borough,Write-In,7
02122,Kenai Peninsula Borough,Johnson,16
02122,Kenai Peninsula Borough,Obama,410
02122,Kenai Peninsula Borough,Romney,326
02122,Kenai Peninsula Borough,Stein,16
02122,Kenai Peninsula Borough,Write-In,6
02122,Kenai Peninsula Borough,Johnson,33
02122,Kenai Peninsula Borough,Obama,309
02122,Kenai Peninsula Borough,Romney,621
02122,Kenai Peninsula Borough,Stein,9
02122,Kenai Peninsula Borough,Write-In,14
02122,Kenai Peninsula Borough,Johnson,17
02122,Kenai Peninsula Borough,Obama,124
02122,Kenai Peninsula Borough,Romney,324
02122,Kenai Peninsula Borough,Stein,7
02122,Kenai Peninsula Borough,Write-In,3
02122,Kenai Peninsula Borough,Johnson,4
02122,Kenai Peninsula Borough,Obama,88
02122,Kenai Peninsula Borough,Romney,73
02122,Kenai Peninsula Borough,Stein,6
02122,Kenai Peninsula Borough,Write-In,1
,Absentee/Early/Question,Johnson,54
,Absentee/Early/Question,Obama,1104
,Absentee/Early/Question,Romney,1767
,Absentee/Early/Question,Stein,37
,Absentee/Early/Question,Write-In,14
,Absentee/Early/Question,Johnson,0
,Absentee/Early/Question,Obama,1
,Absentee/Early/Question,Romney,0
,Absentee/Early/Question,Stein,0
,Absentee/Early/Question,Write-In,0
,Absentee/Early/Question,Johnson,16
,Absentee/Early/Question,Obama,155
,Absentee/Early/Question,Romney,228
,Absentee/Early/Question,Stein,7
,Absentee/Early/Question,Write-In,4
02110,Juneau City and Borough,Johnson,20
02110,Juneau City and Borough,Obama,466
02110,Juneau City and Borough,Romney,362
02110,Juneau City and Borough,Stein,20
02110,Juneau City and Borough,Write-In,1
02110,Juneau City and Borough,Johnson,23
02110,Juneau City and Borough,Obama,390
02110,Juneau City and Borough,Romney,331
02110,Juneau City and Borough,Stein,9
02110,Juneau City and Borough,Write-In,12
02110,Juneau City and Borough,Johnson,13
02110,Juneau City and Borough,Obama,348
02110,Juneau City and Borough,Romney,263
02110,Juneau City and Borough,Stein,10
02110,Juneau City and Borough,Write-In,5
02110,Juneau City and Borough,Johnson,22
02110,Juneau City and Borough,Obama,390
02110,Juneau City and Borough,Romney,403
02110,Juneau City and Borough,Stein,11
02110,Juneau City and Borough,Write-In,7
02110,Juneau City and Borough,Johnson,24
02110,Juneau City and Borough,Obama,438
02110,Juneau City and Borough,Romney,486
02110,Juneau City and Borough,Stein,6
02110,Juneau City and Borough,Write-In,8
02110,Juneau City and Borough,Johnson,29
02110,Juneau City and Borough,Obama,396
02110,Juneau City and Borough,Romney,491
02110,Juneau City and Borough,Stein,10
02110,Juneau City and Borough,Write-In,10
02110,Juneau City and Borough,Johnson,35
02110,Juneau City and Borough,Obama,566
02110,Juneau City and Borough,Romney,586
02110,Juneau City and Borough,Stein,11
02110,Juneau City and Borough,Write-In,5
,Absentee/Early/Question,Johnson,35
,Absentee/Early/Question,Obama,639
,Absentee/Early/Question,Romney,555
,Absentee/Early/Question,Stein,10
,Absentee/Early/Question,Write-In,15
,Absentee/Early/Question,Johnson,17
,Absentee/Early/Question,Obama,669
,Absentee/Early/Question,Romney,495
,Absentee/Early/Question,Stein,15
,Absentee/Early/Question,Write-In,5
,Absentee/Early/Question,Johnson,24
,Absentee/Early/Question,Obama,377
,Absentee/Early/Question,Romney,247
,Absentee/Early/Question,Stein,13
,Absentee/Early/Question,Write-In,12
02110,Juneau City and Borough,Johnson,26
02110,Juneau City and Borough,Obama,532
02110,Juneau City and Borough,Romney,224
02110,Juneau City and Borough,Stein,16
02110,Juneau City and Borough,Write-In,6
02105,Hoonah-Angoon Census Area,Johnson,10
02105,Hoonah-Angoon Census Area,Obama,126
02105,Hoonah-Angoon Census Area,Romney,79
02105,Hoonah-Angoon Census Area,Stein,2
02105,Hoonah-Angoon Census Area,Write-In,2
02110,Juneau City and Borough,Johnson,19
02110,Juneau City and Borough,Obama,559
02110,Juneau City and Borough,Romney,225
02110,Juneau City and Borough,Stein,15
02110,Juneau City and Borough,Write-In,4
02110,Juneau City and Borough,Johnson,27
02110,Juneau City and Borough,Obama,868
02110,Juneau City and Borough,Romney,148
02110,Juneau City and Borough,Stein,28
02110,Juneau City and Borough,Write-In,2
02110,Juneau City and Borough,Johnson,11
02110,Juneau City and Borough,Obama,294
02110,Juneau City and Borough,Romney,169
02110,Juneau City and Borough,Stein,8
02110,Juneau City and Borough,Write-In,3
02110,Juneau City and Borough,Johnson,22
02110,Juneau City and Borough,Obama,315
02110,Juneau City and Borough,Romney,275
02110,Juneau City and Borough,Stein,6
02110,Juneau City and Borough,Write-In,3
02110,Juneau City and Borough,Johnson,15
02110,Juneau City and Borough,Obama,433
02110,Juneau City and Borough,Romney,211
02110,Juneau City and Borough,Stein,4
02110,Juneau City and Borough,Write-In,1
02195,Petersburg Census Area,Johnson,42
02195,Petersburg Census Area,Obama,508
02195,Petersburg Census Area,Romney,573
02195,Petersburg Census Area,Stein,8
02195,Petersburg Census Area,Write-In,9
02230,Skagway Municipality,Johnson,18
02230,Skagway Municipality,Obama,233
02230,Skagway Municipality,Romney,124
02230,Skagway Municipality,Stein,26
02230,Skagway Municipality,Write-In,3
02105,Hoonah-Angoon Census Area,Johnson,5
02105,Hoonah-Angoon Census Area,Obama,21
02105,Hoonah-Angoon Census Area,Romney,19
02105,Hoonah-Angoon Census Area,Stein,1
02105,Hoonah-Angoon Census Area,Write-In,1
,Absentee/Early/Question,Johnson,57
,Absentee/Early/Question,Obama,1394
,Absentee/Early/Question,Romney,748
,Absentee/Early/Question,Stein,42
,Absentee/Early/Question,Write-In,20
,Absentee/Early/Question,Johnson,6
,Absentee/Early/Question,Obama,332
,Absentee/Early/Question,Romney,167
,Absentee/Early/Question,Stein,7
,Absentee/Early/Question,Write-In,1
,Absentee/Early/Question,Johnson,13
,Absentee/Early/Question,Obama,315
,Absentee/Early/Question,Romney,133
,Absentee/Early/Question,Stein,8
,Absentee/Early/Question,Write-In,6
02130,Ketchikan Gateway Borough,Johnson,23
02130,Ketchikan Gateway Borough,Obama,339
02130,Ketchikan Gateway Borough,Romney,263
02130,Ketchikan Gateway Borough,Stein,10
02130,Ketchikan Gateway Borough,Write-In,10
02130,Ketchikan Gateway Borough,Johnson,39
02130,Ketchikan Gateway Borough,Obama,404
02130,Ketchikan Gateway Borough,Romney,473
02130,Ketchikan Gateway Borough,Stein,11
02130,Ketchikan Gateway Borough,Write-In,16
02130,Ketchikan Gateway Borough,Johnson,19
02130,Ketchikan Gateway Borough,Obama,212
02130,Ketchikan Gateway Borough,Romney,398
02130,Ketchikan Gateway Borough,Stein,9
02130,Ketchikan Gateway Borough,Write-In,6
02198,Prince of Wales-Hyder Census Area,Johnson,9
02198,Prince of Wales-Hyder Census Area,Obama,19
02198,Prince of Wales-Hyder Census Area,Romney,43
02198,Prince of Wales-Hyder Census Area,Stein,1
02198,Prince of Wales-Hyder Census Area,Write-In,4
02130,Ketchikan Gateway Borough,Johnson,22
02130,Ketchikan Gateway Borough,Obama,106
02130,Ketchikan Gateway Borough,Romney,207
02130,Ketchikan Gateway Borough,Stein,2
02130,Ketchikan Gateway Borough,Write-In,5
02130,Ketchikan Gateway Borough,Johnson,24
02130,Ketchikan Gateway Borough,Obama,226
02130,Ketchikan Gateway Borough,Romney,501
02130,Ketchikan Gateway Borough,Stein,5
02130,Ketchikan Gateway Borough,Write-In,9
02130,Ketchikan Gateway Borough,Johnson,4
02130,Ketchikan Gateway Borough,Obama,72
02130,Ketchikan Gateway Borough,Romney,48
02130,Ketchikan Gateway Borough,Stein,3
02130,Ketchikan Gateway Borough,Write-In,0
02130,Ketchikan Gateway Borough,Johnson,18
02130,Ketchikan Gateway Borough,Obama,213
02130,Ketchikan Gateway Borough,Romney,379
02130,Ketchikan Gateway Borough,Stein,13
02130,Ketchikan Gateway Borough,Write-In,8
02198,Prince of Wales-Hyder Census Area,Johnson,12
02198,Prince of Wales-Hyder Census Area,Obama,44
02198,Prince of Wales-Hyder Census Area,Romney,154
02198,Prince of Wales-Hyder Census Area,Stein,3
02198,Prince of Wales-Hyder Census Area,Write-In,4
02275,Wrangell City and Borough,Johnson,19
02275,Wrangell City and Borough,Obama,252
02275,Wrangell City and Borough,Romney,513
02275,Wrangell City and Borough,Stein,4
02275,Wrangell City and Borough,Write-In,5
,Absentee/Early/Question,Johnson,48
,Absentee/Early/Question,Obama,631
,Absentee/Early/Question,Romney,1069
,Absentee/Early/Question,Stein,28
,Absentee/Early/Question,Write-In,19
,Absentee/Early/Question,Johnson,0
,Absentee/Early/Question,Obama,5
,Absentee/Early/Question,Romney,1
,Absentee/Early/Question,Stein,0
,Absentee/Early/Question,Write-In,0
,Absentee/Early/Question,Johnson,32
,Absentee/Early/Question,Obama,193
,Absentee/Early/Question,Romney,240
,Absentee/Early/Question,Stein,5
,Absentee/Early/Question,Write-In,17
,Absentee/Early/Question,Johnson,6
,Absentee/Early/Question,Obama,163
,Absentee/Early/Question,Romney,112
,Absentee/Early/Question,Stein,4
,Absentee/Early/Question,Write-In,4
02275,Wrangell City and Borough,Johnson,6
02275,Wrangell City and Borough,Obama,147
02275,Wrangell City and Borough,Romney,41
02275,Wrangell City and Borough,Stein,2
02275,Wrangell City and Borough,Write-In,0
02198,Prince of Wales-Hyder Census Area,Johnson,19
02198,Prince of Wales-Hyder Census Area,Obama,193
02198,Prince of Wales-Hyder Census Area,Romney,194
02198,Prince of Wales-Hyder Census Area,Stein,3
02198,Prince of Wales-Hyder Census Area,Write-In,3
02100,Haines Borough,Johnson,32
02100,Haines Borough,Obama,402
02100,Haines Borough,Romney,388
02100,Haines Borough,Stein,15
02100,Haines Borough,Write-In,9
02100,Haines Borough,Johnson,4
02100,Haines Borough,Obama,35
02100,Haines Borough,Romney,57
02100,Haines Borough,Stein,3
02100,Haines Borough,Write-In,3
02105,Hoonah-Angoon Census Area,Johnson,4
02105,Hoonah-Angoon Census Area,Obama,197
02105,Hoonah-Angoon Census Area,Romney,127
02105,Hoonah-Angoon Census Area,Stein,1
02105,Hoonah-Angoon Census Area,Write-In,1
02198,Prince of Wales-Hyder Census Area,Johnson,0
02198,Prince of Wales-Hyder Census Area,Obama,92
02198,Prince of Wales-Hyder Census Area,Romney,17
02198,Prince of Wales-Hyder Census Area,Stein,0
02198,Prince of Wales-Hyder Census Area,Write-In,0
02195,Petersburg Census Area,Johnson,2
02195,Petersburg Census Area,Obama,132
02195,Petersburg Census Area,Romney,52
02195,Petersburg Census Area,Stein,2
02195,Petersburg Census Area,Write-In,0
02198,Prince of Wales-Hyder Census Area,Johnson,1
02198,Prince of Wales-Hyder Census Area,Obama,7
02198,Prince of Wales-Hyder Census Area,Romney,14
02198,Prince of Wales-Hyder Census Area,Stein,0
02198,Prince of Wales-Hyder Census Area,Write-In,6
02198,Prince of Wales-Hyder Census Area,Johnson,2
02198,Prince of Wales-Hyder Census Area,Obama,138
02198,Prince of Wales-Hyder Census Area,Romney,119
02198,Prince of Wales-Hyder Census Area,Stein,1
02198,Prince of Wales-Hyder Census Area,Write-In,3
02105,Hoonah-Angoon Census Area,Johnson,0
02105,Hoonah-Angoon Census Area,Obama,24
02105,Hoonah-Angoon Census Area,Romney,17
02105,Hoonah-Angoon Census Area,Stein,1
02105,Hoonah-Angoon Census Area,Write-In,0
02198,Prince of Wales-Hyder Census Area,Johnson,13
02198,Prince of Wales-Hyder Census Area,Obama,311
02198,Prince of Wales-Hyder Census Area,Romney,136
02198,Prince of Wales-Hyder Census Area,Stein,10
02198,Prince of Wales-Hyder Census Area,Write-In,2
02105,Hoonah-Angoon Census Area,Johnson,1
02105,Hoonah-Angoon Census Area,Obama,12
02105,Hoonah-Angoon Census Area,Romney,31
02105,Hoonah-Angoon Census Area,Stein,3
02105,Hoonah-Angoon Census Area,Write-In,1
02195,Petersburg Census Area,Johnson,0
02195,Petersburg Census Area,Obama,11
02195,Petersburg Census Area,Romney,7
02195,Petersburg Census Area,Stein,0
02195,Petersburg Census Area,Write-In,0
02220,Sitka City and Borough,Johnson,62
02220,Sitka City and Borough,Obama,815
02220,Sitka City and Borough,Romney,680
02220,Sitka City and Borough,Stein,19
02220,Sitka City and Borough,Write-In,17
02220,Sitka City and Borough,Johnson,42
02220,Sitka City and Borough,Obama,900
02220,Sitka City and Borough,Romney,619
02220,Sitka City and Borough,Stein,20
02220,Sitka City and Borough,Write-In,20
,Absentee/Early/Question,Johnson,45
,Absentee/Early/Question,Obama,1061
,Absentee/Early/Question,Romney,907
,Absentee/Early/Question,Stein,40
,Absentee/Early/Question,Write-In,19
,Absentee/Early/Question,Johnson,0
,Absentee/Early/Question,Obama,22
,Absentee/Early/Question,Romney,5
,Absentee/Early/Question,Stein,0
,Absentee/Early/Question,Write-In,1
02150,Kodiak Island Borough,Johnson,1
02150,Kodiak Island Borough,Obama,12
02150,Kodiak Island Borough,Romney,29
02150,Kodiak Island Borough,Stein,1
02150,Kodiak Island Borough,Write-In,1
02261,Valdez-Cordova Census Area,Johnson,16
02261,Valdez-Cordova Census Area,Obama,361
02261,Valdez-Cordova Census Area,Romney,380
02261,Valdez-Cordova Census Area,Stein,12
02261,Valdez-Cordova Census Area,Write-In,7
02150,Kodiak Island Borough,Johnson,14
02150,Kodiak Island Borough,Obama,183
02150,Kodiak Island Borough,Romney,352
02150,Kodiak Island Borough,Stein,8
02150,Kodiak Island Borough,Write-In,3
02150,Kodiak Island Borough,Johnson,0
02150,Kodiak Island Borough,Obama,13
02150,Kodiak Island Borough,Romney,18
02150,Kodiak Island Borough,Stein,1
02150,Kodiak Island Borough,Write-In,1
02150,Kodiak Island Borough,Johnson,14
02150,Kodiak Island Borough,Obama,311
02150,Kodiak Island Borough,Romney,360
02150,Kodiak Island Borough,Stein,9
02150,Kodiak Island Borough,Write-In,4
02150,Kodiak Island Borough,Johnson,14
02150,Kodiak Island Borough,Obama,358
02150,Kodiak Island Borough,Romney,344
02150,Kodiak Island Borough,Stein,3
02150,Kodiak Island Borough,Write-In,6
02150,Kodiak Island Borough,Johnson,29
02150,Kodiak Island Borough,Obama,513
02150,Kodiak Island Borough,Romney,887
02150,Kodiak Island Borough,Stein,22
02150,Kodiak Island Borough,Write-In,13
02150,Kodiak Island Borough,Johnson,5
02150,Kodiak Island Borough,Obama,28
02150,Kodiak Island Borough,Romney,22
02150,Kodiak Island Borough,Stein,0
02150,Kodiak Island Borough,Write-In,0
02150,Kodiak Island Borough,Johnson,2
02150,Kodiak Island Borough,Obama,50
02150,Kodiak Island Borough,Romney,15
02150,Kodiak Island Borough,Stein,0
02150,Kodiak Island Borough,Write-In,1
02150,Kodiak Island Borough,Johnson,1
02150,Kodiak Island Borough,Obama,18
02150,Kodiak Island Borough,Romney,45
02150,Kodiak Island Borough,Stein,0
02150,Kodiak Island Borough,Write-In,0
02261,Valdez-Cordova Census Area,Johnson,0
02261,Valdez-Cordova Census Area,Obama,0
02261,Valdez-Cordova Census Area,Romney,0
02261,Valdez-Cordova Census Area,Stein,0
02261,Valdez-Cordova Census Area,Write-In,0
02261,Valdez-Cordova Census Area,Johnson,1
02261,Valdez-Cordova Census Area,Obama,50
02261,Valdez-Cordova Census Area,Romney,38
02261,Valdez-Cordova Census Area,Stein,1
02261,Valdez-Cordova Census Area,Write-In,3
02282,Yakutat City and Borough,Johnson,7
02282,Yakutat City and Borough,Obama,121
02282,Yakutat City and Borough,Romney,82
02282,Yakutat City and Borough,Stein,0
02282,Yakutat City and Borough,Write-In,1
,Absentee/Early/Question,Johnson,48
,Absentee/Early/Question,Obama,668
,Absentee/Early/Question,Romney,1041
,Absentee/Early/Question,Stein,8
,Absentee/Early/Question,Write-In,16
,Absentee/Early/Question,Johnson,0
,Absentee/Early/Question,Obama,2
,Absentee/Early/Question,Romney,0
,Absentee/Early/Question,Stein,0
,Absentee/Early/Question,Write-In,1
,Absentee/Early/Question,Johnson,13
,Absentee/Early/Question,Obama,142
,Absentee/Early/Question,Romney,191
,Absentee/Early/Question,Stein,6
,Absentee/Early/Question,Write-In,5
02050,Bethel Census Area,Johnson,1
02050,Bethel Census Area,Obama,87
02050,Bethel Census Area,Romney,22
02050,Bethel Census Area,Stein,1
02050,Bethel Census Area,Write-In,1
02050,Bethel Census Area,Johnson,7
02050,Bethel Census Area,Obama,59
02050,Bethel Census Area,Romney,20
02050,Bethel Census Area,Stein,4
02050,Bethel Census Area,Write-In,1
02070,Dillingham Census Area,Johnson,1
02070,Dillingham Census Area,Obama,31
02070,Dillingham Census Area,Romney,14
02070,Dillingham Census Area,Stein,1
02070,Dillingham Census Area,Write-In,1
02270,Wade Hampton Census Area,Johnson,1
02270,Wade Hampton Census Area,Obama,94
02270,Wade Hampton Census Area,Romney,42
02270,Wade Hampton Census Area,Stein,0
02270,Wade Hampton Census Area,Write-In,0
02290,Yukon-Koyukuk Census Area,Johnson,0
02290,Yukon-Koyukuk Census Area,Obama,10
02290,Yukon-Koyukuk Census Area,Romney,11
02290,Yukon-Koyukuk Census Area,Stein,1
02290,Yukon-Koyukuk Census Area,Write-In,0
02050,Bethel Census Area,Johnson,3
02050,Bethel Census Area,Obama,37
02050,Bethel Census Area,Romney,9
02050,Bethel Census Area,Stein,2
02050,Bethel Census Area,Write-In,0
02050,Bethel Census Area,Johnson,3
02050,Bethel Census Area,Obama,88
02050,Bethel Census Area,Romney,5
02050,Bethel Census Area,Stein,1
02050,Bethel Census Area,Write-In,0
02050,Bethel Census Area,Johnson,0
02050,Bethel Census Area,Obama,15
02050,Bethel Census Area,Romney,8
02050,Bethel Census Area,Stein,0
02050,Bethel Census Area,Write-In,0
02050,Bethel Census Area,Johnson,0
02050,Bethel Census Area,Obama,26
02050,Bethel Census Area,Romney,4
02050,Bethel Census Area,Stein,0
02050,Bethel Census Area,Write-In,2
02070,Dillingham Census Area,Johnson,20
02070,Dillingham Census Area,Obama,424
02070,Dillingham Census Area,Romney,239
02070,Dillingham Census Area,Stein,11
02070,Dillingham Census Area,Write-In,2
02070,Dillingham Census Area,Johnson,0
02070,Dillingham Census Area,Obama,23
02070,Dillingham Census Area,Romney,12
02070,Dillingham Census Area,Stein,0
02070,Dillingham Census Area,Write-In,1
02290,Yukon-Koyukuk Census Area,Johnson,0
02290,Yukon-Koyukuk Census Area,Obama,50
02290,Yukon-Koyukuk Census Area,Romney,3
02290,Yukon-Koyukuk Census Area,Stein,0
02290,Yukon-Koyukuk Census Area,Write-In,0
02050,Bethel Census Area,Johnson,1
02050,Bethel Census Area,Obama,68
02050,Bethel Census Area,Romney,7
02050,Bethel Census Area,Stein,0
02050,Bethel Census Area,Write-In,0
02060,Bristol Bay Borough,Johnson,8
02060,Bristol Bay Borough,Obama,47
02060,Bristol Bay Borough,Romney,96
02060,Bristol Bay Borough,Stein,5
02060,Bristol Bay Borough,Write-In,1
02050,Bethel Census Area,Johnson,3
02050,Bethel Census Area,Obama,104
02050,Bethel Census Area,Romney,11
02050,Bethel Census Area,Stein,5
02050,Bethel Census Area,Write-In,0
02070,Dillingham Census Area,Johnson,1
02070,Dillingham Census Area,Obama,34
02070,Dillingham Census Area,Romney,16
02070,Dillingham Census Area,Stein,0
02070,Dillingham Census Area,Write-In,0
02050,Bethel Census Area,Johnson,1
02050,Bethel Census Area,Obama,79
02050,Bethel Census Area,Romney,17
02050,Bethel Census Area,Stein,3
02050,Bethel Census Area,Write-In,0
02050,Bethel Census Area,Johnson,4
02050,Bethel Census Area,Obama,122
02050,Bethel Census Area,Romney,16
02050,Bethel Census Area,Stein,3
02050,Bethel Census Area,Write-In,0
02050,Bethel Census Area,Johnson,4
02050,Bethel Census Area,Obama,64
02050,Bethel Census Area,Romney,14
02050,Bethel Census Area,Stein,3
02050,Bethel Census Area,Write-In,0
02164,Lake and Peninsula Borough,Johnson,1
02164,Lake and Peninsula Borough,Obama,46
02164,Lake and Peninsula Borough,Romney,34
02164,Lake and Peninsula Borough,Stein,1
02164,Lake and Peninsula Borough,Write-In,0
02164,Lake and Peninsula Borough,Johnson,1
02164,Lake and Peninsula Borough,Obama,40
